portfolio_kind,variant_id,window,start,end,window_return,window_mdd,avg_cash_weight,position_count_avg
main,main_N12_cap15_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.16157968015741975,-0.3419587894877605,0.014716653166485856,12.0
main,main_N12_cap15_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.45724128275190856,-0.1463647855939617,0.09711643004054513,12.0
main,main_N12_cap15_sub40_theme60,latest_12m,2025-06-26,2026-06-26,1.7423699036156526,-0.152796220304123,0.026655067425173515,12.0
main,main_N12_cap15_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.2205064347357255,-0.39178874561678334,0.07440183754031232,12.0
main,main_N12_cap15_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.16661465284306454,-0.34193388748902276,0.011284366358074704,12.0
main,main_N12_cap15_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.4800293253551502,-0.14637500846736606,0.05990245724628283,12.0
main,main_N12_cap15_sub40_theme70,latest_12m,2025-06-26,2026-06-26,1.7993828138229189,-0.15882085033142013,0.010176326792349871,12.0
main,main_N12_cap15_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.24529164631260425,-0.35297953263659165,0.1399080325602255,12.0
main,main_N12_cap15_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.18061777656695022,-0.3573500041234564,0.01019460176417674,12.0
main,main_N12_cap15_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.45737833035638675,-0.14640356239663854,0.09702639488364763,12.0
main,main_N12_cap15_sub50_theme60,latest_12m,2025-06-26,2026-06-26,1.755038662919588,-0.15491770778590408,0.024056198220825258,12.0
main,main_N12_cap15_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.2202533431021092,-0.39150609658647473,0.07522347318427813,12.0
main,main_N12_cap15_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.18561591595585758,-0.3573062022886655,0.006301565736712679,12.0
main,main_N12_cap15_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.47924164758487287,-0.14632215705405904,0.06003987100903331,12.0
main,main_N12_cap15_sub50_theme70,latest_12m,2025-06-26,2026-06-26,1.8328561501692313,-0.15988124075786436,0.007125018189031809,12.0
main,main_N15_cap12_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.1461388040110274,-0.3930611333675179,0.08442076528578278,15.0
main,main_N15_cap12_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.16026859229498092,-0.32138014835185247,0.01999569756814858,15.0
main,main_N15_cap12_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4711006732552241,-0.14043959481235024,0.07351025924293132,15.0
main,main_N15_cap12_sub40_theme60,latest_12m,2025-06-26,2026-06-26,1.8932825933349466,-0.14645040017973465,0.020054604522661938,15.0
main,main_N15_cap12_sub40_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.058778377920908564,-0.30790121626760747,0.3480763788910994,15.0
main,main_N15_cap12_sub40_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.21872715664867648,-0.2930877448299697,0.33619280129605655,15.0
main,main_N15_cap12_sub40_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4715291803181776,-0.14033558761598808,0.07371175850548416,15.0
main,main_N15_cap12_sub40_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.6076410064925417,-0.14621493511138162,0.059545510497636886,15.0
main,main_N15_cap12_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.11530853648904582,-0.43306287789346076,0.023204739501218378,15.0
main,main_N15_cap12_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.1687140495756967,-0.3265365290034422,0.01248776391873987,15.0
main,main_N15_cap12_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.47434489334069574,-0.14047258104770532,0.04256755770889932,15.0
main,main_N15_cap12_sub40_theme70,latest_12m,2025-06-26,2026-06-26,1.975577541629245,-0.1470579155116285,0.010316268057332347,15.0
main,main_N15_cap12_sub40_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.03804828972328256,-0.34024048280762453,0.302181825836487,15.0
main,main_N15_cap12_sub40_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.22435701009213593,-0.29756538495634244,0.331398381745326,15.0
main,main_N15_cap12_sub40_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4734741245275571,-0.14038518164154756,0.04253530894999584,15.0
main,main_N15_cap12_sub40_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.6792971680988744,-0.14684186060367133,0.04981648634963172,15.0
main,main_N15_cap12_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.13930671858381483,-0.40852011954053047,0.055350766087486895,15.0
main,main_N15_cap12_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.175622269928303,-0.33700376601822046,0.013321674252658696,15.0
main,main_N15_cap12_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4712143748841717,-0.14040782543208785,0.07342237646508146,15.0
main,main_N15_cap12_sub50_theme60,latest_12m,2025-06-26,2026-06-26,1.8952481039471394,-0.1461817049183225,0.019339148770038738,15.0
main,main_N15_cap12_sub50_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.05518693747603187,-0.3223160270781048,0.3226224445946944,15.0
main,main_N15_cap12_sub50_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.22942848059084242,-0.30387096181257,0.33230991142566657,15.0
main,main_N15_cap12_sub50_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4714439520532363,-0.14041668312381161,0.07339780917777877,15.0
main,main_N15_cap12_sub50_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.6090345860366453,-0.14618129365404564,0.059471720621134386,15.0
main,main_N15_cap12_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.11242528983715894,-0.4360584603279727,0.010961372454323045,15.0
main,main_N15_cap12_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.1852740852024588,-0.34098251605586893,0.006832413231906422,15.0
main,main_N15_cap12_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.47368718034435875,-0.1403549740193314,0.042574396755449745,15.0
main,main_N15_cap12_sub50_theme70,latest_12m,2025-06-26,2026-06-26,1.9479365020625834,-0.14736340412102567,0.009085967477430516,15.0
main,main_N15_cap12_sub50_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.036085928320949145,-0.3434879408599302,0.2906278143822404,15.0
main,main_N15_cap12_sub50_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.2349590996318659,-0.3077419900363537,0.32831505910284847,15.0
main,main_N15_cap12_sub50_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4747244314447361,-0.14037930346621597,0.042230670783157745,15.0
main,main_N15_cap12_sub50_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.6556759231934342,-0.14733284234207655,0.048378349263392004,15.0
main,main_N15_cap15_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.14701254976213596,-0.3949226030784776,0.08138269135306564,15.0
main,main_N15_cap15_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.1639513190712969,-0.32600058636580764,0.015551254493272382,15.0
main,main_N15_cap15_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.46930555704098587,-0.14213423443059725,0.06982822931537175,15.0
main,main_N15_cap15_sub40_theme60,latest_12m,2025-06-26,2026-06-26,1.9067955916196233,-0.1482021696648731,0.020025707264891324,15.0
main,main_N15_cap15_sub40_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.05898942570741794,-0.3104663091192049,0.344728001545676,15.0
main,main_N15_cap15_sub40_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.2207468377265882,-0.2966981771286311,0.3322561166767151,15.0
main,main_N15_cap15_sub40_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4691564931627583,-0.14220996876844993,0.06961149216623798,15.0
main,main_N15_cap15_sub40_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.6133994073944842,-0.14836499280866877,0.05985713277329969,15.0
main,main_N15_cap15_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.116250204730447,-0.43228644316787546,0.0252245802815916,15.0
main,main_N15_cap15_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.16934350697681333,-0.3288981909478884,0.009203307023929205,15.0
main,main_N15_cap15_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.46936416326838337,-0.14217912403821698,0.04002178429171682,15.0
main,main_N15_cap15_sub40_theme70,latest_12m,2025-06-26,2026-06-26,1.9946933076558349,-0.14903579222689145,0.009524790418263084,15.0
main,main_N15_cap15_sub40_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.0390017023190421,-0.33951531404825874,0.3036936038494292,15.0
main,main_N15_cap15_sub40_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.2231276125198487,-0.2984247475033275,0.32929057432703673,15.0
main,main_N15_cap15_sub40_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.47017348600544695,-0.14212778839214257,0.03957054056229995,15.0
main,main_N15_cap15_sub40_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.688265283614467,-0.14876788654577733,0.049039358592256097,15.0
main,main_N15_cap15_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.14034269745022465,-0.40922082960568085,0.05569990492345237,15.0
main,main_N15_cap15_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.17660362241609495,-0.33981656826167617,0.009491843503854791,15.0
main,main_N15_cap15_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.46983828547312934,-0.14205483272822372,0.06976292554302818,15.0
main,main_N15_cap15_sub50_theme60,latest_12m,2025-06-26,2026-06-26,1.9068986494851083,-0.14829357158331302,0.019561310076533077,15.0
main,main_N15_cap15_sub50_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.05568029956669651,-0.3233312950377323,0.32328541431632407,15.0
main,main_N15_cap15_sub50_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.22912337161025198,-0.3055697650517586,0.3290142347831955,15.0
main,main_N15_cap15_sub50_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4694629052567001,-0.14225413654433416,0.06950781520442392,15.0
main,main_N15_cap15_sub50_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.6139412149782784,-0.14821017042112017,0.059487810246626215,15.0
main,main_N15_cap15_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.11209765766220214,-0.43668432208752905,0.012369386885242362,15.0
main,main_N15_cap15_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.1822120716085004,-0.34082104160967286,0.00558586835938885,15.0
main,main_N15_cap15_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.46835026874112917,-0.1420282883654449,0.040168214919974646,15.0
main,main_N15_cap15_sub50_theme70,latest_12m,2025-06-26,2026-06-26,1.9853225585756737,-0.14912346871348559,0.009557555319033944,15.0
main,main_N15_cap15_sub50_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.03564349103357589,-0.34412938180594,0.2922887036160887,15.0
main,main_N15_cap15_sub50_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.23216908249399337,-0.30694640819387986,0.32709535305089815,15.0
main,main_N15_cap15_sub50_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4691742175841447,-0.1420937567777738,0.040007510872037355,15.0
main,main_N15_cap15_sub50_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.684885165878605,-0.14890393731126006,0.04816024181021029,15.0
main,main_N18_cap12_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.08787029840560989,-0.41254683738334885,0.04875820136780972,18.0
main,main_N18_cap12_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.15728675622261523,-0.31907676351337033,0.01675569370620957,18.0
main,main_N18_cap12_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4365512898262711,-0.13108637866656614,0.059177837176319144,18.0
main,main_N18_cap12_sub40_theme60,latest_12m,2025-06-26,2026-06-26,1.6261190418369784,-0.1393109261020583,0.016731293362578076,18.0
main,main_N18_cap12_sub40_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.018957307820015368,-0.32218674313616336,0.326270833573693,18.0
main,main_N18_cap12_sub40_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.21957948534987592,-0.2936220647458525,0.33400334353504385,18.0
main,main_N18_cap12_sub40_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4368145109935264,-0.13105537237608478,0.05924589419076773,18.0
main,main_N18_cap12_sub40_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.3914356858114743,-0.13904934425331983,0.05652521956585344,18.0
main,main_N18_cap12_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.08056768033916706,-0.42904219712951164,0.012274454360792967,18.0
main,main_N18_cap12_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.1657373711879072,-0.32388988856889644,0.007439854889715314,18.0
main,main_N18_cap12_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.43673009452123934,-0.1309421932735948,0.02972485687186336,18.0
main,main_N18_cap12_sub40_theme70,latest_12m,2025-06-26,2026-06-26,1.6884196646354477,-0.14215740233763907,0.006938839007466758,18.0
main,main_N18_cap12_sub40_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.013370805927483964,-0.3371505297241082,0.2959865513224183,18.0
main,main_N18_cap12_sub40_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.22546334338405316,-0.2978797354641224,0.3282445412773917,18.0
main,main_N18_cap12_sub40_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.437483224055383,-0.13105364782937112,0.029505005941966644,18.0
main,main_N18_cap12_sub40_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.4419236574056642,-0.14223861618342093,0.0462887786957657,18.0
main,main_N18_cap12_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.08784778734014731,-0.418559766349636,0.031971463615242654,18.0
main,main_N18_cap12_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.17021177583775915,-0.3294925623861089,0.012466763706824405,18.0
main,main_N18_cap12_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4366285396697611,-0.13112413003339107,0.05870534747105402,18.0
main,main_N18_cap12_sub50_theme60,latest_12m,2025-06-26,2026-06-26,1.647587949686669,-0.13943429230797943,0.016605621164248338,18.0
main,main_N18_cap12_sub50_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.019846161718252597,-0.3288587604862937,0.3090154732095936,18.0
main,main_N18_cap12_sub50_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.226924856990935,-0.3003980502742224,0.33153887920957853,18.0
main,main_N18_cap12_sub50_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.43607526764299065,-0.13095344809295706,0.0595939963975375,18.0
main,main_N18_cap12_sub50_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.408389601866952,-0.13910618972008337,0.054670525573035096,18.0
main,main_N18_cap12_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.07949045828904255,-0.4308639424117051,0.004774921180247902,18.0
main,main_N18_cap12_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.17703895186287455,-0.33320470307377204,0.004939651698681859,18.0
main,main_N18_cap12_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.43919363742623685,-0.1309608658460959,0.030099576751519464,18.0
main,main_N18_cap12_sub50_theme70,latest_12m,2025-06-26,2026-06-26,1.7104646920462536,-0.14213807745140583,0.006476644097010156,18.0
main,main_N18_cap12_sub50_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.012581416326800543,-0.33947950171222363,0.2876317372669414,18.0
main,main_N18_cap12_sub50_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.23217447613679598,-0.30398560452263623,0.32619317981924784,18.0
main,main_N18_cap12_sub50_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.43813460357131784,-0.13103546071102212,0.030188305576832157,18.0
main,main_N18_cap12_sub50_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.4620405295333536,-0.1422098221506668,0.045969672539494286,18.0
main,main_N18_cap15_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.08822451343366922,-0.4133235203909098,0.04763544472917479,18.0
main,main_N18_cap15_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.1549791573337298,-0.3195168419529557,0.014765102905841316,18.0
main,main_N18_cap15_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4394951484816265,-0.1310108077251697,0.05787291632670578,18.0
main,main_N18_cap15_sub40_theme60,latest_12m,2025-06-26,2026-06-26,1.6145089433311242,-0.14157312370654462,0.01686934047387465,18.0
main,main_N18_cap15_sub40_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.019295483315633355,-0.32312544348938066,0.32506073200390134,18.0
main,main_N18_cap15_sub40_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.21759951471868932,-0.2939487608214084,0.33189169335181706,18.0
main,main_N18_cap15_sub40_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.43920476023165933,-0.13116418588301482,0.05770640033000729,18.0
main,main_N18_cap15_sub40_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.3821236588766106,-0.14141862374642356,0.055287621021569845,18.0
main,main_N18_cap15_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.08107820031998902,-0.42933747562130764,0.01176814667883678,18.0
main,main_N18_cap15_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.16150507858227658,-0.3230991714093415,0.0066130208394388585,18.0
main,main_N18_cap15_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.4379399060965383,-0.1310528594574144,0.02995528735075627,18.0
main,main_N18_cap15_sub40_theme70,latest_12m,2025-06-26,2026-06-26,1.6793317951875268,-0.1428385472538003,0.007435636437396293,18.0
main,main_N18_cap15_sub40_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.013852071886048645,-0.337449817067341,0.295423611954423,18.0
main,main_N18_cap15_sub40_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.2216326301931001,-0.29672366134029027,0.32790155927502407,18.0
main,main_N18_cap15_sub40_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.438722411390144,-0.1310973880195765,0.029989245711923494,18.0
main,main_N18_cap15_sub40_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.4321806153413275,-0.14259751138957533,0.04572102912063463,18.0
main,main_N18_cap15_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.08807925593590116,-0.4188335146927491,0.03202042074277132,18.0
main,main_N18_cap15_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.16736786773124646,-0.3294635673245603,0.01025768034663552,18.0
main,main_N18_cap15_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.43954927496277585,-0.13094023418765344,0.057697535866658364,18.0
main,main_N18_cap15_sub50_theme60,latest_12m,2025-06-26,2026-06-26,1.6344335598538402,-0.1416543864034968,0.016018600119892586,18.0
main,main_N18_cap15_sub50_theme60_risk,covid_2020,2020-02-01,2020-05-31,0.020148229209395074,-0.32912281240866215,0.3090217706052824,18.0
main,main_N18_cap15_sub50_theme60_risk,inflation_2022,2021-11-01,2022-12-31,-0.22487321230750323,-0.30048969902494727,0.3293443360869047,18.0
main,main_N18_cap15_sub50_theme60_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4394819088038884,-0.13098991286884132,0.05768279523103574,18.0
main,main_N18_cap15_sub50_theme60_risk,latest_12m,2025-06-26,2026-06-26,1.3974994152391669,-0.14161459110136065,0.05403855119179684,18.0
main,main_N18_cap15_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.07988657483919304,-0.43099357138785543,0.005792157316426348,18.0
main,main_N18_cap15_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.1724259081212236,-0.3319559303398427,0.003816356158633473,18.0
main,main_N18_cap15_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.4381325059189445,-0.1309135719845479,0.0299401775912652,18.0
main,main_N18_cap15_sub50_theme70,latest_12m,2025-06-26,2026-06-26,1.698270620488524,-0.1429427961557651,0.0062628854458531445,18.0
main,main_N18_cap15_sub50_theme70_risk,covid_2020,2020-02-01,2020-05-31,0.013425668682204739,-0.33953098485474587,0.2884101224220906,18.0
main,main_N18_cap15_sub50_theme70_risk,inflation_2022,2021-11-01,2022-12-31,-0.22799701869501943,-0.3024016496001839,0.32593067182418844,18.0
main,main_N18_cap15_sub50_theme70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4386096922941025,-0.13107925182737823,0.030088341225767472,18.0
main,main_N18_cap15_sub50_theme70_risk,latest_12m,2025-06-26,2026-06-26,1.45173616029872,-0.1424204838986759,0.045414499795217216,18.0
concentrated,concentrated_N3_cap40_sub70,covid_2020,2020-02-01,2020-05-31,0.08033904970708594,-0.32188491100926353,0.3951790766350982,3.0
concentrated,concentrated_N3_cap40_sub70,inflation_2022,2021-11-01,2022-12-31,-0.24862546791097828,-0.4441606773711063,0.03755645189682752,3.0
concentrated,concentrated_N3_cap40_sub70,ai_semis_2024,2024-01-01,2024-12-31,0.45417700008695694,-0.1480963832010228,0.028972273970710383,3.0
concentrated,concentrated_N3_cap40_sub70,latest_12m,2025-06-26,2026-06-26,2.9948199557827393,-0.21149085723842742,0.02550341747067134,3.0
concentrated,concentrated_N3_cap40_sub70_risk,covid_2020,2020-02-01,2020-05-31,-0.0060318848879414855,-0.21163579256419462,0.6290855897512397,3.0
concentrated,concentrated_N3_cap40_sub70_risk,inflation_2022,2021-11-01,2022-12-31,-0.3008950489351283,-0.4209289424242316,0.4414014293033336,3.0
concentrated,concentrated_N3_cap40_sub70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4540357640115642,-0.14816242321815165,0.028791001403933203,3.0
concentrated,concentrated_N3_cap40_sub70_risk,latest_12m,2025-06-26,2026-06-26,2.2006453138784856,-0.21140283435086538,0.07500920997715191,3.0
concentrated,concentrated_N3_cap40_sub80,covid_2020,2020-02-01,2020-05-31,0.08019198908009262,-0.3221024012810264,0.3945396328806566,3.0
concentrated,concentrated_N3_cap40_sub80,inflation_2022,2021-11-01,2022-12-31,-0.26894624860382566,-0.45917280399372606,0.028887900575637105,3.0
concentrated,concentrated_N3_cap40_sub80,ai_semis_2024,2024-01-01,2024-12-31,0.45428954401620447,-0.14801728048996987,0.02888297126290898,3.0
concentrated,concentrated_N3_cap40_sub80,latest_12m,2025-06-26,2026-06-26,2.9952742205676666,-0.2113792223846509,0.025311228128997817,3.0
concentrated,concentrated_N3_cap40_sub80_risk,covid_2020,2020-02-01,2020-05-31,-0.0063742367365901,-0.21194156441079637,0.628935705996063,3.0
concentrated,concentrated_N3_cap40_sub80_risk,inflation_2022,2021-11-01,2022-12-31,-0.30960268118632417,-0.4269718097626908,0.43695219655007644,3.0
concentrated,concentrated_N3_cap40_sub80_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4539962907431727,-0.14813687173637713,0.028972625342506934,3.0
concentrated,concentrated_N3_cap40_sub80_risk,latest_12m,2025-06-26,2026-06-26,2.2020460126827017,-0.2112939583134017,0.07487332109040833,3.0
concentrated,concentrated_N3_cap45_sub70,covid_2020,2020-02-01,2020-05-31,0.0830783057295259,-0.34901254535241455,0.3457520523220999,3.0
concentrated,concentrated_N3_cap45_sub70,inflation_2022,2021-11-01,2022-12-31,-0.25357531818044843,-0.4502677761347941,0.02331123135262071,3.0
concentrated,concentrated_N3_cap45_sub70,ai_semis_2024,2024-01-01,2024-12-31,0.4753353008097272,-0.14754028295705335,0.013176537006672352,3.0
concentrated,concentrated_N3_cap45_sub70,latest_12m,2025-06-26,2026-06-26,2.9963996620671125,-0.2124610533679413,0.011889267565366615,3.0
concentrated,concentrated_N3_cap45_sub70_risk,covid_2020,2020-02-01,2020-05-31,-0.009525121177201057,-0.22938857315705385,0.598216623385964,3.0
concentrated,concentrated_N3_cap45_sub70_risk,inflation_2022,2021-11-01,2022-12-31,-0.30369801561846266,-0.42426133748980277,0.43268174028315226,3.0
concentrated,concentrated_N3_cap45_sub70_risk,ai_semis_2024,2024-01-01,2024-12-31,0.4755598689606555,-0.14747484097793506,0.013133290719791734,3.0
concentrated,concentrated_N3_cap45_sub70_risk,latest_12m,2025-06-26,2026-06-26,2.20099603864971,-0.21245618239695818,0.06171210424428211,3.0
concentrated,concentrated_N3_cap45_sub80,covid_2020,2020-02-01,2020-05-31,0.08271767010969477,-0.34938780491843335,0.3458070460821164,3.0
concentrated,concentrated_N3_cap45_sub80,inflation_2022,2021-11-01,2022-12-31,-0.27339899297006864,-0.46491488251916036,0.015082892705927883,3.0
concentrated,concentrated_N3_cap45_sub80,ai_semis_2024,2024-01-01,2024-12-31,0.4755039697928851,-0.14757658218639236,0.013062461317489256,3.0
concentrated,concentrated_N3_cap45_sub80,latest_12m,2025-06-26,2026-06-26,2.9946442108552875,-0.2124186951860907,0.012150064483297276,3.0
