rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8350833275849092,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0238365266483447,-0.0788905902757399,1.1346988502248072,bear,0.04741250481511871,0.1696137561571997,0.45277467475047206,0.6453811942759752,0.20400903513410756,0.0,0.0,0.27113126361078094,cash_defense,bear,0.77,0.2129015880639405,0.8904215374241888,0.0,2,True,0.6763097045008228,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.4071311907983048,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0788905902757399,0.0,1.2750230019733633,deep_bear,0.12873354730104714,0.27250771092925674,0.4430093674633727,0.66,0.3247745858360724,0.0,0.0,0.2685539424380275,cash_defense,deep_bear,1.0,0.20323332990399826,0.897,0.0,2,True,0.7902083324759996,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2020-04-30,2020-05-29,balanced,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.4847557391313553,bear,0.20752723936335635,0.5365293930572895,0.2107661460897774,0.18837563360062276,0.7181887120583728,0.1026240509995268,0.1538195305704822,0.09984041747433631,turnaround_accumulation,bear,0.28,0.1191943316289463,0.08476903512028025,0.0,1,False,0.18675238993129264,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-05-29,2020-06-30,balanced,0.1,0.4,0.5,0.0,0.0054779125202965,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.5679846734840266,neutral,0.3669571873176173,0.4417557146722225,0.45459980959043383,0.09243481574001948,0.3773162727676886,0.18856006318767624,0.3514058406610668,0.15410659798164233,quality_compounder,neutral,0.0,0.18842584255607972,0.12159566708300877,0.0,0,False,0.07142559405562168,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-06-30,2020-07-31,balanced,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.7300498573429015,bull,0.4214247375176282,0.35924548941715945,0.4370363316377058,0.05156864573982142,0.18890055487274468,0.1255611337780438,0.2511222675560876,0.1616040627821276,balanced,bull,0.0,0.16163727986174597,0.02320589058291964,0.0,0,False,0.04505049808202042,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-07-31,2020-08-31,balanced,0.1,0.4,0.5,0.0,0.1459184638947447,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.933701282545058,bull,0.33843350480752676,0.3788315783575428,0.3945586232940314,0.028179059862040296,0.39599241132827284,0.17809286628545157,0.32612975331062877,0.1902563250661155,balanced,bull,0.0,0.1727416464005651,0.012680576937918133,0.0,0,False,0.0457215269877249,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-08-31,2020-09-30,balanced,0.1,0.4,0.5,0.0,0.1320401627016164,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0236258309863027,1.888015982865652,neutral,0.37330953197937267,0.38979364448703274,0.6260839462490237,0.05992027085962518,0.390278384167032,0.705390159356986,0.898343685632094,0.30006298188657166,quality_compounder,neutral,0.0,0.4742545970660508,0.10696412188683133,0.0,1,False,0.13995647364387898,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-09-30,2020-10-30,balanced,0.1,0.4,0.5,0.0,0.129911881485549,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0236258309863027,-0.0208307162177339,1.8934208998784936,neutral,0.16797219400072777,0.22157138042493102,0.5642812793292514,0.28277717678469794,0.17154849534804034,0.0930714269593832,0.12834285456358477,0.17141628970916753,quality_compounder,neutral,0.0,0.17727384276450098,0.2072497295531141,0.0,0,False,0.08576840660174806,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.2789394209246306,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0208307162177339,0.0,2.060975007152772,neutral,0.1405070793485659,0.27663941174927953,0.700696126670355,0.5006181336640018,0.3494207630646918,0.42056758106536063,0.3080161240682112,0.4020156524419107,quality_compounder,neutral,0.45,0.38335818004796374,0.6552781601488008,0.0,3,True,0.5718951770417511,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-11-30,2020-12-31,growth_reentry_alert,0.1,0.4,0.5,0.0,0.0433455604466552,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.1603974144142697,neutral,0.40050128316729344,0.38617389058415136,0.34776302250260915,0.0041857527479529,0.5267309865300497,0.08742077752532888,0.17484155505065777,0.1479107096813042,balanced,neutral,0.1,0.09161383675358163,0.0018835887365788052,0.0,0,False,0.07328017693571118,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2020-12-31,2021-01-29,balanced,0.1,0.4,0.5,0.0,0.1958705265131725,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0029343486277365,2.1540580552259176,bull,0.2843918842629113,0.20331445400394343,0.3505063505838582,0.06607437410439457,0.19248780718709066,0.0,0.0,0.1672049233447552,balanced,bull,0.0,0.07740707877112088,0.029733468346977557,0.0,0,False,0.02529846336217573,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.5157303337090198,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0029343486277365,0.0,2.253019892227299,neutral,0.21041096593201078,0.23668513036501004,0.6240296747363311,0.5230991495049765,0.5766568211981464,0.41008655580963355,0.3187791580083243,0.46276601663258243,quality_compounder,neutral,0.45,0.38395483157206667,0.6653946172772394,0.0,3,True,0.5740676313484646,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.5290903617341322,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0157724889150241,2.2174841609518148,neutral,0.1247707304744022,0.2520618684639495,0.8266746764541447,0.4960416769158469,0.2936650461629808,0.75,0.5999999999999999,0.5184090221445539,quality_compounder,neutral,0.45,0.5685236351957821,0.6532187546121311,0.0,3,True,0.6177746597213717,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-03-31,2021-04-30,growth_reentry_alert,0.1,0.4,0.5,0.0,0.2173152142452459,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0157724889150241,0.0,2.321236970320396,bull,0.1992190271840255,0.27389159444046685,0.4294875784638951,0.0258942398467078,0.2287938014202369,0.556707474596938,0.23244624506938602,0.2621303912547237,balanced,bull,0.0,0.2982270374712212,0.01165240793101851,0.0,0,False,0.076887240954009,recovery,quality_compounder,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2021-04-30,2021-05-28,balanced,0.1,0.4,0.5,0.0,0.1147099061987452,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,-0.0036488982390171,2.3127670128270523,bull,0.3344107941751831,0.24697189308137582,0.423674551265373,0.04853937701089829,0.19807314377845464,0.2646640469496726,0.46490660166489295,0.22399053696919016,balanced,bull,0.0,0.2570792028360526,0.02184271965490423,0.0,0,False,0.068638344639994,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-05-28,2021-06-30,balanced,0.1,0.4,0.5,0.0,0.0245718808264154,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0036488982390171,0.0,2.45089423065688,bull,0.22194738133536124,0.2308966411497781,0.4183631927906423,0.11543166018932907,0.1799911732207948,0.25,0.3999999999999999,0.21989375552165175,balanced,bull,0.0,0.25406596582011665,0.051944247085198084,0.0,0,False,0.07390534087206878,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-06-30,2021-07-30,balanced,0.1,0.4,0.5,0.0,0.1746590598779383,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.5322199149168614,bull,0.34573061080795986,0.18896088037261852,0.34442349073177786,0.061200173942063,0.14780496940714122,0.0651405483404735,0.10422487734475759,0.17001123000663187,balanced,bull,0.0,0.12184892382011843,0.02754007827392835,0.0,0,False,0.03597024660981528,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2021-07-30,2021-08-31,balanced,0.1,0.4,0.5,0.0,0.1513630485838509,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.6540416018665343,neutral,0.24779983752678203,0.2768032769583772,0.3681707395875382,0.11644227348821846,0.37427085201167454,0.0459905664974466,0.0735849063959146,0.17702321853664532,balanced,neutral,0.0,0.0997801644322222,0.05239902306969831,0.0,0,False,0.03542484572199521,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-08-31,2021-09-30,balanced,0.1,0.4,0.5,0.0,0.2368279413073823,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0546365440050313,2.5090339410949696,bull,0.31425558290655037,0.28278432626544137,0.36177873845057856,0.012528713417356297,0.23426525368204903,0.1609039947530344,0.05650596995018809,0.16517300218664357,balanced,bull,0.0,0.12168621016854303,0.005637921037810334,0.0,0,False,0.03154913674969782,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.3334600874450943,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0546365440050313,0.0,2.732047594964592,neutral,0.10253319640446049,0.2440067484427786,0.7533100036142804,0.5276640039966136,0.139413949487199,0.42354837511777493,0.3070967502355497,0.39000484158465193,quality_compounder,neutral,0.49,0.4080762367499756,0.6674488017984761,0.0,3,True,0.600508819547189,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-10-29,2021-11-30,growth_reentry_alert,0.1,0.4,0.5,0.0,0.2614236735552767,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.7395007727087246,bull,0.3563417191222901,0.3402096172917566,0.33725731017067023,0.021309257874962705,0.2958911957612364,0.04916657013190011,0.0169522264967545,0.10896207761778341,balanced,bull,0.0,0.06460556386134653,0.009589166043733218,0.0,0,False,0.018069224174083274,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2021-11-30,2021-12-31,balanced,0.1,0.4,0.5,0.0,0.2608268641903143,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.758678749402138,neutral,0.19112623033753712,0.24641195727903004,0.6319956521476126,0.5009153716749628,0.25125032436244515,0.25,0.3999999999999999,0.3304400677157439,quality_compounder,neutral,0.0,0.3461460554418968,0.3054119172537333,0.0,0,False,0.14761889731122085,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-12-31,2022-01-31,balanced,0.1,0.4,0.5,0.0,0.4325959579223232,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.065455173222349,2.578108953995208,bull,0.2503622263426943,0.3385648537993436,0.5431113629555409,0.07953893260987449,0.11463889237187562,0.4387390500096089,0.61355489486031,0.18915757721092533,quality_compounder,bull,0.0,0.34660810670191705,0.11579251967444353,0.0,0,False,0.10981053061036797,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2022-01-31,2022-02-28,balanced,0.1,0.4,0.5,0.0,0.1420368005870561,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.065455173222349,-0.0629983603755473,2.5848865113869377,neutral,0.09169730985267469,0.3473726068277548,0.844238501389758,0.52093755407247,0.18859366889129486,0.6787023784313035,0.6162418847806571,0.4182232756131246,quality_compounder,neutral,0.04,0.5458318895335119,0.3144218993326115,0.0,1,False,0.21934235224990029,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-02-28,2022-03-31,balanced,0.1,0.4,0.5,0.0,0.1148724242825586,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0629983603755473,-0.0236376455326938,2.693470078985195,bear,0.0130564939800141,0.311725589418981,0.27432036974865476,0.4020978902545665,0.20232575466903352,0.1325441777162254,0.12146730724052149,0.3087951146736606,balanced,bear,0.32,0.23600274028171403,0.18094405061455493,0.0,1,False,0.2551894951933395,yellow,cash_defense,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-03-31,2022-04-29,growth_reentry_alert,0.1,0.4,0.5,0.0,0.7856202198047235,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0236376455326938,-0.093363411692937,2.501119089593149,neutral,0.2617336878555725,0.4297473834595841,0.5231004279723479,0.0513782794565743,0.15791558117728197,0.6025569362694433,0.27201809309289526,0.20378392881849397,quality_compounder,neutral,0.25,0.3204115830366975,0.10312022575545843,0.0,0,False,0.22572694091026607,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2022-04-29,2022-05-31,risk_off_alert,0.1,0.5111111111111111,0.3888888888888889,0.0,0.4198022627914012,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.093363411692937,-0.0897855176218052,2.5109893499347926,bear,0.0,0.31659923911702836,0.5886541039754675,0.6298020248414722,0.13022715887918632,0.5957956782372494,0.23327308517959924,0.3438743687545085,cash_defense,bear,0.88,0.4571058833383722,0.8834109111786626,0.0,3,True,0.8509586530703256,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2022-05-31,2022-06-30,balanced,0.1,0.5666666666666667,0.3333333333333333,0.0,0.6128420494649351,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0897855176218052,-0.1433872366828825,2.363119426629575,bear,0.1869242041425536,0.44978685047732586,0.20149427864425395,0.17662700076053528,0.33241694010123435,0.0,0.0,0.08001720190967058,balanced,bear,0.43000000000000005,0.06808714652391774,0.07948215034224088,0.0,1,False,0.24791821669942765,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-06-30,2022-07-29,balanced,0.1,0.6777777777777778,0.2222222222222222,0.0,0.0720099845561494,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1433872366828825,-0.1083536059549264,2.4597659592331893,bear,0.004648222497599399,0.3646074253494626,0.3141848696162634,0.28400826517746,0.10681365363170488,0.05142857142857139,0.0,0.11280138713795211,balanced,bear,0.43000000000000005,0.13410913652848336,0.12780371932985699,0.0,1,False,0.27408802799809223,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-07-29,2022-08-31,balanced,0.1,0.7333333333333334,0.1666666666666666,0.0,0.1569700570203359,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1083536059549264,-0.1273062643330795,2.4074816633207,bear,0.36344159128635567,0.47863911083600674,0.1842151118574208,0.17626912222588004,0.4553048663180605,0.08247221137788599,0.1319555382046176,0.1619251014356348,turnaround_accumulation,bear,0.43000000000000005,0.12324112915478624,0.07932110500164602,0.0,1,False,0.2616745032890258,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-08-31,2022-09-30,balanced,0.1,0.775,0.125,0.0,0.1537561845853596,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1273062643330795,-0.1638107739961081,2.306777448255958,bear,0.0,0.38808729484388227,0.4427586674236576,0.3228587011570688,0.10935797181089492,0.5038159098283705,0.10763181965674119,0.2554025834428632,balanced,bear,0.63,0.32738759661875627,0.14528641552068094,0.0,2,True,0.48590418225882526,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
