portfolio,ticker,current_weight,integrated_target_weight,delta_weight,projected_weight,action,current_value,projected_value,reason,review_flag,source_policy,source_target_book_path,order_side,order_review_action
main,MU,0.1398377898783753,0.0175695399948179,-0.1222682498835574,0.0175695399948179,TRIM,51463.0,4892.583636423177,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,TRIM_REVIEW
main,NXT,0.0,0.0421266902688401,0.0421266902688401,0.0421266902688401,ADD,0.0,11731.004655032846,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,ONTO,0.0,0.0155563330118694,0.0155563330118694,0.0155563330118694,ADD,0.0,4331.966594405465,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,PR,0.0397120510437568,0.0311694580286659,-0.008542593015090902,0.0311694580286659,TRIM,14614.79965209961,8679.748038492136,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,TRIM_REVIEW
main,RGLD,0.0207389141738952,0.0,-0.0207389141738952,0.0,FULL_EXIT,7632.319854736328,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,RVMD,0.0,0.0214125188053043,0.0214125188053043,0.0214125188053043,ADD,0.0,5962.736597106975,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,SCCO,0.0291093465073376,0.0,-0.0291093465073376,0.0,FULL_EXIT,10712.800170898438,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,SEB,0.0,0.0280983261846596,0.0280983261846596,0.0280983261846596,ADD,0.0,7824.53103168859,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,SNDK,0.0,0.0369868596010683,0.0369868596010683,0.0369868596010683,ADD,0.0,10299.717812773837,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,SW,0.0215802572043223,0.0,-0.0215802572043223,0.0,FULL_EXIT,7941.950294494629,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,TER,0.0,0.0239578109973272,0.0239578109973272,0.0239578109973272,ADD,0.0,6671.523220563247,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,THC,0.0185791370787069,0.0,-0.0185791370787069,0.0,FULL_EXIT,6837.480285644531,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,TPL,0.0,0.0386705681543931,0.0386705681543931,0.0386705681543931,ADD,0.0,10768.579542729904,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,UTHR,0.0,0.0332716416272118,0.0332716416272118,0.0332716416272118,ADD,0.0,9265.142367429402,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
main,VRT,0.0308830567225688,0.0,-0.0308830567225688,0.0,FULL_EXIT,11365.559692382812,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,VZ,0.0207858692299263,0.0,-0.0207858692299263,0.0,FULL_EXIT,7649.600219726562,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,SELL,FULL_EXIT_REVIEW
main,WDC,0.0,0.0349046320700835,0.0349046320700835,0.0349046320700835,ADD,0.0,9719.880642966838,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/main_target_book.csv,BUY,ADD_REVIEW
concentrated,ETR,0.3964930052790165,0.0,-0.3964930052790165,0.0,FULL_EXIT,301523.25843811035,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,SELL,FULL_EXIT_REVIEW
concentrated,KGC,0.0,0.0411706324561276,0.0411706324561276,0.0411706324561276,ADD,0.0,31309.034803441325,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,BUY,ADD_REVIEW
concentrated,MU,0.0,0.0539966437141288,0.0539966437141288,0.0539966437141288,ADD,0.0,41062.832812107146,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,BUY,ADD_REVIEW
concentrated,PR,0.4395858452707502,0.0,-0.4395858452707502,0.0,FULL_EXIT,334294.3120422363,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,SELL,FULL_EXIT_REVIEW
concentrated,RVMD,0.0,0.0700282749469185,0.0700282749469185,0.0700282749469185,ADD,0.0,53254.40894973932,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,BUY,ADD_REVIEW
concentrated,TER,0.0,0.0878445416294999,0.0878445416294999,0.0878445416294999,ADD,0.0,66803.14697864253,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,BUY,ADD_REVIEW
concentrated,THC,0.163913903660909,0.0,-0.163913903660909,0.0,FULL_EXIT,124652.52520751952,0.0,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,SELL,FULL_EXIT_REVIEW
concentrated,WDC,0.0,0.0945,0.0945,0.0945,ADD,0.0,71864.42404250336,market_leader_target:market_leader_target_book,operator_review_only,market_leader,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/concentrated_target_book.csv,BUY,ADD_REVIEW
