rebalance_date,regime_state,target_n,single_name_cap,cash_floor,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2021-05-28,bull,7,0.25,0.0,-0.03232610799367802,0.002048167741248955,0.40963354824979104,-0.034374275734926976,0.0,7,"GOOGL,GOOG,LPX,WSM,STLD,NDAQ,IRM",2.336900087986863,-0.04911433529775733
2021-06-30,bull,7,0.25,0.0,0.07617063353806688,0.002871037227588705,0.574207445517741,0.07329959631047818,0.0,7,"GOOG,GOOGL,NDAQ,TROW,IDXX,EXR,NOW",2.508193921054221,0.0
2021-07-30,neutral,7,0.25,0.0,0.03764312631601724,0.002285397227488072,0.4570794454976144,0.03535772908852917,0.0,7,"TROW,GOOGL,GOOG,EXR,MCO,CROX,AN",2.5968779622163516,0.0
2021-08-31,bull,7,0.25,0.0,-0.043640019727712545,0.0016184013599817462,0.32368027199634924,-0.04525842108769429,0.0,7,"MCO,GOOGL,GOOG,CROX,TROW,RGEN,SITE",2.4793473658890104,-0.04525842108769429
2021-09-30,neutral,7,0.25,0.0,0.07896643431916545,0.0022127080579943544,0.44254161159887084,0.07675372626117109,0.0,7,"RGEN,GOOGL,GOOG,SITE,CPRT,AN,PWR",2.669646514916811,0.0
2021-10-29,bull,7,0.25,0.0,0.020701243390209553,0.002302427781517573,0.4604855563035146,0.01839881560869198,0.0,7,"CPRT,GOOGL,GOOG,SITE,FDS,INTU,SAIA",2.718764848885153,0.0
2021-11-30,neutral,7,0.25,0.0,0.00887855223658719,0.002090795416853679,0.4181590833707358,0.006787756819733511,0.0,7,"FDS,GOOGL,GOOG,SAIA,LNG,HLI,ACLS",2.7372191635294247,0.0
2021-12-31,bull,7,0.25,0.0,-0.08629267527467349,0.0023473946694680804,0.4694789338936161,-0.08864006994414157,0.0,7,"FDS,SAIA,GOOGL,GOOG,EXP,WMS,KNSL",2.494591865421732,-0.08864006994414153
2022-01-31,neutral,7,0.25,0.0,0.022250229165021587,0.005,1.0,0.017250229165021586,0.0,7,"AAPL,FICO,LNG,AZO,NFG,BAC,COR",2.5376241467734553,-0.07291890229886
2022-02-28,bear,7,0.25,0.15,0.05254794835937591,0.004625000000000001,0.925,0.04792294835937591,0.1499999999999999,7,"FCX,FANG,MTDR,STLD,NUE,BYD,FTNT",2.659234577714785,-0.028490442728774767
2022-03-31,neutral,7,0.25,0.0,-0.09733943140637241,0.0021455528243527087,0.4291105648705417,-0.09948498423072512,0.0,7,"FCX,FANG,STLD,FTNT,SCCO,AM,RGLD",2.3946806676850305,-0.12514105571390133
2022-04-29,bear,7,0.25,0.15,0.04608545275276294,0.0022613820368773377,0.45227640737546754,0.0438240707158856,0.15000000000000002,7,"FCX,FANG,RGLD,STLD,VLO,LYB,RS",2.4996253226076237,-0.0868011754730823
2022-05-31,bear,7,0.25,0.15,-0.1036156001438013,0.0024123648893166487,0.48247297786332977,-0.10602796503311795,0.15000000000000002,7,"STLD,VLO,FANG,HALO,PAG,UTHR,ETR",2.2345951363062864,-0.1836257885083067
2022-06-30,bear,7,0.25,0.15,0.015049534392521291,0.0025778402697455524,0.5155680539491104,0.01247169412277574,0.1499999999999999,7,"HALO,VLO,UTHR,NOC,VRTX,VICI,JD",2.262464323334541,-0.17344421905286
2022-07-29,bear,7,0.25,0.15,0.017925778732219788,0.0037218141442381643,0.7443628288476328,0.014203964587981625,0.1499999999999999,7,"HALO,ON,ENPH,ORLY,WMS,TSLA,FANG",2.2946002864647568,-0.1617038500102953
2022-08-31,bear,7,0.25,0.15,-0.017029332745703903,0.003156813995816996,0.6313627991633992,-0.0201861467415209,0.15000000000000013,7,"ON,ORLY,FSLR,MCK,WCC,DKS,CLH",2.2482811483690432,-0.1786258191068395
2022-09-30,bear,7,0.25,0.15,0.10479554165660486,0.0013416152151356545,0.2683230430271309,0.10345392644146921,0.15000000000000002,7,"FSLR,WCC,DKS,ORLY,CHRD,MCK,HUBB",2.480874660912156,-0.09365143501579642
2022-10-31,bear,7,0.25,0.15,0.023648492493744285,0.0013041720410647461,0.26083440821294923,0.02234432045267954,0.15000000000000002,7,"FSLR,WCC,FANG,CHRD,ORLY,GILD,MCK",2.53630811933851,-0.07339969223796305
2022-11-30,neutral,7,0.25,0.0,-0.035483137534365175,0.0040096274613016705,0.8019254922603342,-0.03949276499566685,0.0,7,"ORLY,FICO,DKS,AXON,TPL,ACLS,JBL",2.4361422988248727,-0.10999370043732182
2022-12-30,bear,7,0.25,0.15,0.12535806834108743,0.0009438236378015373,0.18876472756030746,0.12441424470328588,0.15000000000000002,7,"FICO,DKS,AXON,ORLY,ACLS,JBL,AGCO",2.7392331029228956,0.0
2023-01-31,neutral,7,0.25,0.0,0.06874592580545054,0.0022719625971578633,0.4543925194315726,0.06647396320829267,0.0,7,"DKS,AXON,ACLS,JBL,TPR,LSCC,ITT",2.9213207834255295,0.0
2023-02-28,neutral,7,0.25,0.0,-0.0025601057111711294,0.003569047104075891,0.7138094208151782,-0.00612915281524702,0.0,7,"JBL,ACLS,BKNG,STLD,RS,MLI,ORLY",2.903415561921557,-0.006129152815247063
2023-03-31,bull,7,0.25,0.0,-0.05737634950159056,0.0020243528230378146,0.40487056460756293,-0.05940070232462837,0.0,7,"BKNG,STLD,ACLS,JBL,LSCC,NUE,SCCO",2.730950638403161,-0.06516577915799482
2023-04-28,neutral,7,0.25,0.0,-0.016618222482059825,0.0042474523522908515,0.8494904704581703,-0.020865674834350676,0.0,7,"BKNG,SSD,NOW,CHDN,AN,ORLY,DKS",2.6739675103935783,-0.08467172603410766
2023-05-31,bull,7,0.25,0.0,0.09995191472124801,0.00428797142650505,0.85759428530101,0.09566394329474295,0.0,7,"NOW,EXP,AAPL,ACLS,FLEX,CXT,MPWR",2.929769786679855,0.0
2023-06-30,bull,7,0.25,0.0,0.008203979987982593,0.0015671522296952533,0.3134304459390507,0.0066368277582873406,0.0,7,"EXP,AAPL,NOW,FLEX,CXT,LPX,OC",2.9492141641254834,0.0
2023-07-31,bull,7,0.25,0.0,-0.04007055622783428,0.00283308349614884,0.566616699229768,-0.04290363972398312,0.0,7,"LPX,EXP,ON,OC,SSD,CHRD,ACLS",2.8226821421589756,-0.042903639723983145
2023-08-31,bull,7,0.25,0.0,-0.0829919120182803,0.0029294403298991446,0.5858880659798289,-0.08592135234817944,1.1102230246251565e-16,7,"EXP,CHRD,FANG,WMS,EXE,MTDR,OC",2.5801534752556203,-0.12513865332641882
2023-09-29,bear,7,0.25,0.15,-0.007005674757067799,0.0020680418061067834,0.41360836122135664,-0.009073716563174582,0.15000000000000002,7,"FANG,EXE,CHRD,MTDR,DINO,WSM,STLD",2.556741893931661,-0.13307689721821225
2023-10-31,bear,7,0.25,0.15,0.05217319676274597,0.001954822766793636,0.3909645533587272,0.05021837399595233,0.1499999999999999,7,"CHRD,DINO,WSM,STLD,AIZ,UEC,FLEX",2.6851373145722404,-0.089541428616985
2023-11-30,neutral,7,0.25,0.0,0.05676549934637242,0.0037403638151231695,0.7480727630246339,0.053025135531249254,0.1000000000000002,7,"AIZ,FICO,PANW,EXPE,BLD,DKS,DECK",2.827517084597448,-0.04126423947381308
2023-12-29,bull,7,0.25,0.0,0.009448680654053344,0.0013648486029876864,0.27296972059753727,0.008083832051065658,0.04999999999999993,7,"FICO,AIZ,EXPE,DKS,BPOP,BLD,SSD",2.8503742578308526,-0.03351398060436872
2024-01-31,neutral,7,0.25,0.0,0.06370316723516745,0.002702781055054345,0.5405562110108689,0.0610003861801131,0.0,7,"FICO,DKS,BLD,PANW,EXP,MSFT,NOW",3.0242481883163883,0.0
2024-02-29,neutral,7,0.25,0.0,0.06838821530553249,0.0036243841177741104,0.7248768235548221,0.06476383118775839,0.0,7,"DKS,AWI,PR,HII,FANG,BLD,MPWR",3.220110087454395,0.0
2024-03-28,strong_bull,7,0.25,0.0,-0.03114169279022066,0.0029051438978099646,0.581028779561993,-0.03404683668803062,1.1102230246251565e-16,7,"PR,FANG,BLD,EXP,WSM,FTAI,CRH",3.1104755251893548,-0.03404683668803077
2024-04-30,neutral,7,0.25,0.0,0.045608997989358,0.002948187071068083,0.5896374142136166,0.04266081091828992,1.1102230246251565e-16,7,"FANG,BLD,WSM,CMG,DKS,UAL,THC",3.2431709334354264,0.0
2024-05-31,neutral,7,0.25,0.0,-0.0561876172594143,0.002290934998134891,0.4581869996269782,-0.058478552257549186,0.09999999999999998,7,"CMG,THC,WSM,CROX,TT,DECK,DKS",3.053514992524358,-0.05847855225754928
2024-06-28,neutral,7,0.25,0.0,0.024535256215360176,0.0027455662588539054,0.5491132517707811,0.02178968995650627,0.09999999999999987,7,"CROX,THC,CMG,HALO,TPL,UTHR,CRUS",3.1200501374890073,-0.03796309182384039
2024-07-31,neutral,7,0.25,0.0,0.039828140176835614,0.0025048698157929326,0.5009739631585866,0.03732327036104268,0.09999999999999998,7,"HALO,TPL,UTHR,ALSN,ETR,BLD,DKS",3.2365006123105178,-0.0020567282026799916
2024-08-30,neutral,7,0.25,0.0,-0.029272333658728382,0.001931276079922933,0.3862552159845866,-0.031203609738651314,0.09999999999999987,7,"HALO,TPL,UTHR,BKNG,CRUS,DKS,ALNY",3.1355101102850744,-0.033196160597156354
2024-09-30,neutral,7,0.25,0.0,0.06927200230366391,0.0034077005412103123,0.6815401082420625,0.0658643017624536,0.0,7,"TPL,BKNG,PEG,VST,URI,HLNE,CRS",3.3420282943681148,0.0
2024-10-31,neutral,7,0.25,0.0,0.11091065492315953,0.003012257061408377,0.6024514122816754,0.10789839786175115,0.0,7,"TPL,VST,HLNE,EXP,PANW,CEG,KVUE",3.7026277929390754,0.0
2024-11-29,bull,7,0.25,0.0,-0.07832461019297857,0.0036095011501182505,0.7219002300236501,-0.08193411134309682,0.0,7,"EXP,VST,FICO,EXPE,PLTR,EWBC,APO",3.3992562750903605,-0.0819341113430968
2024-12-31,neutral,7,0.25,0.0,0.08272181512543138,0.0035692648284964875,0.7138529656992975,0.0791525502969349,0.0,7,"EXPE,PLTR,TPR,DKS,ACI,GRMN,ARES",3.6683160783766215,-0.00926685491528112
2025-01-31,neutral,7,0.25,0.0,0.00694414351139792,0.001624683461033358,0.3249366922066716,0.005319460050364562,0.0,7,"TPR,DKS,EXPE,PLTR,GRMN,APP,JBL",3.687829539207656,-0.003996689529430886
2025-02-28,neutral,7,0.25,0.0,-0.05605069178889498,0.00361405800421304,0.722811600842608,-0.05966474979310802,0.09999999999999987,7,"DKS,EXPE,ETR,ORLY,GILD,LYV,MELI",3.4677961124711985,-0.06342297784176465
2025-03-31,bear,7,0.25,0.15,-0.01956709341108042,0.0029980415249183036,0.5996083049836607,-0.022565134935998724,0.25,7,"ORLY,HALO,ETR,THG,BJ,AEM,TMUS",3.389544825262754,-0.08455696472472107
2025-04-30,bear,7,0.25,0.15,0.08535084708720547,0.0029053398545981785,0.5810679709196357,0.0824455072326073,0.15000000000000002,7,"ORLY,BJ,EXEL,UBER,MELI,BKNG,NRG",3.668997567669201,-0.00908279933889311
2025-05-30,neutral,7,0.25,0.0,0.01776845867328352,0.0034253244132934854,0.685064882658697,0.014343134259990035,0.0,7,"BKNG,NRG,THC,AXON,PLTR,NXT,RL",3.721622492381857,0.0
2025-06-30,bull,7,0.25,0.0,-0.0134030077441989,0.0014636438291708031,0.29272876583416063,-0.014866651573369704,0.0,7,"THC,BKNG,AXON,PLTR,NRG,EQT,ATI",3.6662944275,-0.014866651573369749
2025-07-31,bull,7,0.25,0.0,0.017860609706230643,0.004367960821792323,0.8735921643584645,0.01349264888443832,0.0,7,"NRG,EBAY,PR,TNL,PDD,BLD,HWM",3.71576245091723,-0.0015745931986982376
2025-08-29,bull,7,0.25,0.0,0.015101601539620261,0.002180021165047408,0.43600423300948155,0.012921580374572854,0.050000000000000044,7,"TNL,PDD,BLD,NEU,WBS,MLI,EBAY",3.7637759740795764,0.0
2025-09-30,neutral,7,0.25,0.0,0.08942085193316023,0.00348963920069768,0.697927840139536,0.08593121273246254,0.0,7,"PDD,MLI,UTHR,TER,FUTU,PLTR,THC",4.08720180798554,0.0
2025-10-31,neutral,7,0.25,0.0,-0.004175200389366203,0.003651165595149504,0.7302331190299007,-0.007826365984515707,0.0,7,"TER,PLTR,GOOGL,GOOG,CW,BLD,NXT",4.055213870783671,-0.007826365984515693
2025-11-28,bull,7,0.25,0.0,0.05621054852632918,0.0028488895700068575,0.5697779140013715,0.053361658956322326,1.1102230246251565e-16,7,"GOOGL,GOOG,TER,EXPE,RVMD,TPR,MEDP",4.271606810351377,0.0
2025-12-31,neutral,7,0.25,0.0,0.11185157190037448,0.0007198141851351118,0.14396283702702237,0.11113175771523937,0.0,7,"GOOGL,TER,EXPE,RVMD,GOOG,TPR,STLD",4.746317983454113,0.0
2026-01-30,neutral,7,0.25,0.0,0.07442504806428636,0.0028931532389230717,0.5786306477846144,0.07153189482536329,0.0,7,"EXPE,TER,TPR,CNQ,SEB,UEC,ONTO",5.085831102254284,0.0
2026-02-27,neutral,7,0.25,0.0,-0.04875764503285001,0.005,1.0,-0.05375764503285001,0.0,7,"PR,SCCO,ETR,TPL,UI,HII,TRGP",4.81242879916227,-0.053757645032849966
2026-03-31,bear,7,0.25,0.15,0.04876471113011133,0.0015991089161871965,0.3198217832374393,0.04716560221392413,0.15000000000000002,7,"PR,ETR,TPL,UI,TRGP,MTDR,SU",5.0394099015863905,-0.009127554520502512
