study,arm,metric_mode,cagr,max_dd,sharpe,delta_cagr_pp,delta_max_dd_pp,delta_windows.oos.cagr_pp,delta_windows.oos2.cagr_pp,ab_verdict,target_35_50_25_restored,mdd_pass_25,cagr_50_pass,both_oos_nonnegative,arm_metrics_path
run287_multisource_fusion_broker_ab,growth_confirmation_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.475164227075685,-0.2288265084313313,1.487344465038634,-0.8888596735027399,0.072552741114984,-4.827791191047126,-0.786675473870635,reject_oos_cagr_worse,False,True,False,False,outputs\run287_multisource_fusion_broker_ab\signal_replays\growth_confirmation_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,technical_momentum_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4749600269583405,-0.2213336487479609,1.497826366587575,-0.9092796852371964,0.8218387094520274,-2.5652448162519548,-1.4051038204252464,reject_oos_cagr_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,risk_control_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4737206021454894,-0.2227379634749426,1.4991497703242225,-1.0332221665223074,0.6814072367538504,-7.116178529159267,-3.393341856026355,reject_oos_cagr_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,macro_regime_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.4715570825400028,-0.2305174728343647,1.4909291568869885,-1.2495741270709626,-0.0965436991883561,-3.464048463613567,-1.263971873672043,reject_oos_cagr_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\macro_regime_score\concentrated\arm_metrics.csv
run287_evidence_column_broker_ab_cash_carry,institutional_evidence_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4713446373288343,-0.224353936493191,1.4633514341401217,-1.2708186481878103,0.5198099349290164,-3.836395090345146,-2.293659609365384,reject_oos_cagr_worse,False,True,False,False,outputs\run287_evidence_column_broker_ab_cash_carry\institutional_evidence_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,financial_statement_proxy_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4708800177239061,-0.2331846762251398,1.481505856086271,-1.3172806086806377,-0.3632640382658647,-6.760286318752584,-1.8961508247782757,reject_mdd_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\arm_metrics.csv
run287_evidence_column_broker_ab_cash_carry,smart_money_confirmation_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4687595335094336,-0.2243772296769507,1.4606651732386822,-1.5293290301278797,0.5174806165530454,-5.395529054860493,-3.1447628383213244,reject_oos_cagr_worse,False,True,False,False,outputs\run287_evidence_column_broker_ab_cash_carry\smart_money_confirmation_score\concentrated\arm_metrics.csv
run287_actual_results_onepass_ab_zero_yield,actual_results_top_quintile_tilt05,broker_ledger_next_close,0.4663522776746716,-0.234484940912111,1.4634480591469432,-0.3663791837510421,-0.226851500565739,-4.508256705797775,-1.0153786529200517,reject_oos_cagr_worse,False,True,False,False,outputs\run287_actual_results_onepass_ab_zero_yield\concentrated\arm_metrics.csv
run287_multisource_fusion_broker_ab,growth_confirmation_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.4653437553603696,-0.2254504690124804,1.4868835421820028,-1.8709068450342812,0.4101566830000736,-9.77000287473362,-1.8701959083966768,reject_oos_cagr_worse,False,True,False,False,outputs\run287_multisource_fusion_broker_ab\signal_replays\growth_confirmation_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,technical_momentum_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.4651016199461033,-0.2127246729289423,1.504589481719229,-1.8951203864609132,1.6827362913538813,-5.421881983118837,-2.7767444619095194,reject_oos_cagr_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,risk_control_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.463227365736742,-0.2154646112633008,1.5088581840099864,-2.0825458073970404,1.408742457918033,-14.146957957429109,-6.816560054691334,reject_oos_cagr_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\arm_metrics.csv
run287_profitability_onepass_ab_cash_carry,profitability_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.4627909319987109,-0.2352244193574736,1.4528171710230229,-2.1261891812001554,-0.5672383514992441,-3.771104774129208,-2.496678160517152,reject_mdd_worse,False,True,False,False,outputs\run287_profitability_onepass_ab_cash_carry\concentrated\arm_metrics.csv
run287_best_path_source_broker_ab,financial_statement_proxy_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.4565731776764072,-0.2339993883495067,1.4744288116264097,-2.74796461343052,-0.4447352507025548,-13.807510521531974,-4.24742358359429,reject_mdd_worse,False,True,False,False,outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\arm_metrics.csv
run287_profitability_onepass_ab_zero_yield,profitability_top_quintile_tilt05,broker_ledger_next_close,0.4495362524903095,-0.2376383593981583,1.4209304487465395,-2.0479817021872515,-0.5421933491704722,-3.673243625696632,-2.432312598924913,reject_mdd_worse,False,True,False,False,outputs\run287_profitability_onepass_ab_zero_yield\concentrated\arm_metrics.csv
run287_multisource_fusion_broker_ab,growth_confirmation_top_quintile_tilt10,broker_ledger_next_close_cash_carry,0.3578965021922602,-0.2592649731359556,1.322454857139698,1.9839442065094024,-0.5645638008064391,2.616338264075546,3.750518154767879,reject_mdd_worse,False,False,False,True,outputs\run287_multisource_fusion_broker_ab\signal_replays\growth_confirmation_score\main\arm_metrics.csv
run287_multisource_fusion_broker_ab,growth_confirmation_top_quintile_tilt05,broker_ledger_next_close_cash_carry,0.3486655495195312,-0.2562315327009979,1.2959429972692578,1.0608489392365028,-0.2612197573106711,1.4546777823431611,1.988121503153284,reject_mdd_worse,False,False,False,True,outputs\run287_multisource_fusion_broker_ab\signal_replays\growth_confirmation_score\main\arm_metrics.csv
