rebalance_date,regime_state,active,gross_return,cost,turnover,net_return,n_positions,selected_tickers,equity,drawdown
2024-09-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2024-10-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2024-11-29,bull,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2024-12-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-01-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-02-28,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-03-31,bear,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-04-30,bear,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-05-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-06-30,bull,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-07-31,bull,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-08-29,bull,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-09-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-10-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-11-28,bull,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2025-12-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2026-01-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2026-02-27,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2026-03-31,bear,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
