portfolio,ticker,abs_weight_delta,net_weight_delta,changed_dates
main,STLD,0.03070609928203089,0.03070609928203089,6
main,CELH,0.030043977894905198,0.019229178794690403,5
main,ALGM,0.029409835777797003,0.029409835777797003,1
main,BEAM,0.029367673082711106,0.029367673082711106,3
main,CW,0.028831330825165296,-0.015339514842949705,4
main,SRE,0.0285259020086294,0.020948862039363404,6
main,ETSY,0.02819223752510821,0.02452867940633041,7
main,FANG,0.02759368798350511,-0.02759368798350511,4
main,DVA,0.026749424578941205,-0.025787578025398005,3
main,WAL,0.026253005833520887,0.026253005833520887,5
main,PAYC,0.026247316565528603,0.026247316565528603,3
main,KEYS,0.026097212519730597,0.026097212519730597,3
main,TPG,0.026019647574212306,0.026019647574212306,3
main,CRS,0.02513841749682589,0.0162140413476309,5
main,KMI,0.025121184641777504,-0.009914489336069296,3
main,ADBE,0.024952761242534406,0.008331073035922988,4
main,LOPE,0.0247450604046521,0.0247450604046521,2
main,KNSL,0.0246433950815396,0.0210348578222138,3
main,CHRD,0.024294339640636802,-0.016863448261434,2
main,CEG,0.024161119904542894,0.020290319405913304,2
main,BYD,0.0240843965516944,0.0240843965516944,3
main,PDD,0.02347837506729042,0.022762086829926212,7
main,THC,0.02328862193394761,0.02328862193394761,4
main,MOS,0.023234878294790505,0.0104006749831675,4
main,KGC,0.02294326239307369,7.132404865690944e-05,2
main,QRVO,0.022619231632116696,0.022619231632116696,4
main,MRVL,0.021854654862381202,-0.021854654862381202,5
main,FUTU,0.02175385488820849,0.02175385488820849,4
main,CRUS,0.021560874325365992,0.021560874325365992,5
main,JBHT,0.0212364746691485,0.0212364746691485,1
main,RNG,0.021138064757199607,0.0005304562960350007,5
main,ALGN,0.02109805651897039,0.02109805651897039,3
main,META,0.0209667521370631,-0.0209667521370631,1
main,TPL,0.0207396845353833,0.0207396845353833,5
main,ACLS,0.020085499668264797,0.005675064924520398,6
main,APP,0.019830759578674098,0.019830759578674098,1
main,SNDK,0.019372273840054806,0.0039316706352550065,5
main,XYZ,0.0189935872954557,0.0189935872954557,4
main,HEI,0.018531269811687998,0.018531269811687998,3
main,MDB,0.017731051241840302,0.017731051241840302,3
main,CORT,0.0175829928984288,-0.0175829928984288,2
main,LSCC,0.017439858057704913,0.015407999523595506,4
main,AN,0.017326602481001097,0.011986608252864295,5
main,AM,0.017315607678409096,-0.0079993273070035,3
main,TXRH,0.0170339571531508,0.0170339571531508,2
main,ROIV,0.0167437725195468,-0.010893763704638001,3
main,PLTR,0.016605293326404313,0.009402444431530543,11
main,FICO,0.016417741538002004,0.012984629855963001,3
main,AAPL,0.0162383847240622,0.004002787614461202,4
main,NRG,0.016045564117369404,0.01593276716776619,8
main,RGLD,0.015794220916298396,0.011142227638666798,3
main,VICI,0.015152371210952201,0.008241288253352998,3
main,NTRA,0.014657737583557706,0.014657737583557706,3
main,WCC,0.014474236988389906,0.0018013231653809048,4
main,QCOM,0.014200768657114296,-0.011427113534555292,3
main,VRT,0.013717177319595483,0.013677913382011905,7
main,PAGS,0.013687531895433397,0.013687531895433397,3
main,ENPH,0.013676053099117597,0.003552574681790599,6
main,BRKR,0.013670593458917196,0.008828911673078596,3
main,SSD,0.01355941392016629,0.0010471394308016954,3
main,ELF,0.013458136816337098,0.013458136816337098,2
main,MLI,0.013320426347595907,0.013320426347595907,3
main,CHWY,0.012823055819815098,0.012823055819815098,1
main,INSP,0.012823055819815098,0.012823055819815098,1
main,NTLA,0.012743043389214503,0.008899275266367704,3
main,GILD,0.012448758030757198,0.012448758030757198,3
main,FSLR,0.012367652238474601,-0.004744634331549612,5
main,FLEX,0.012345944340223819,0.012345944340223819,2
main,MKTX,0.0122991192266024,0.0122991192266024,2
main,AMKR,0.011978361834538001,0.011978361834538001,2
main,UTHR,0.011885012277642507,0.011885012277642507,3
main,NIO,0.0117428434170333,0.0117428434170333,1
main,V,0.011679605571786603,0.004988059906875595,4
main,LI,0.011518654752684092,0.011518654752684092,2
main,GEV,0.011311480599441006,0.011311480599441006,4
main,KKR,0.011178236984118808,0.009127780801729199,3
main,SN,0.01113816109518529,0.01113816109518529,2
main,WMS,0.010753135394385199,0.008063003146967004,3
main,WSM,0.010729098793378678,0.010524218713527895,5
main,RVTY,0.010722374341791498,0.010722374341791498,1
main,TEAM,0.010722374341791498,0.010722374341791498,1
main,ARES,0.010722374341791498,0.010722374341791498,1
main,ATI,0.010715688141022098,0.010715688141022098,3
main,JD,0.010557428627666288,0.010557428627666288,3
main,CHRW,0.010455610723291497,0.003705661133093099,3
main,GTM,0.010393416942904,0.010393416942904,1
main,DINO,0.0103145646659422,-0.0103145646659422,1
main,SMR,0.010205240727033799,0.010205240727033799,3
main,EHC,0.010048620425268403,0.010048620425268403,2
main,BKR,0.0100443410646187,-0.0065355859969947,3
main,KBR,0.009955888291895892,0.009955888291895892,2
main,DDOG,0.009888813748664693,0.008302164327030109,5
main,WFRD,0.009876032899089102,0.0016633580912808893,3
main,DAL,0.0098699782211156,0.0098699782211156,1
main,SMG,0.0098501236093943,0.0098501236093943,1
main,SLM,0.009604994231297603,0.009604994231297603,3
main,WDAY,0.009436162435797,-0.0005955411619468012,2
main,DPZ,0.009406978988144797,0.0026848606806055986,2
main,AEM,0.0094060225016545,0.0094060225016545,1
main,UMC,0.009146222090434003,0.009146222090434003,2
main,WBD,0.009114177079455991,0.009114177079455991,2
main,TWLO,0.008942179822651102,0.008942179822651102,2
main,LAD,0.008775694113216895,0.002153424047472499,3
main,SQM,0.008741156883187502,0.0014543523839604944,5
main,CNM,0.008460678733140499,0.006627426100292302,3
main,FRHC,0.008379274674693304,0.008379274674693304,3
main,CNC,0.0081947706840379,0.0081947706840379,3
main,VRTX,0.008155586980525,-0.008155586980525,1
main,LULU,0.007939543553400201,0.0077431185252702026,2
main,DRS,0.007524004256008299,0.007524004256008299,1
main,HWM,0.007437405674864499,0.007437405674864499,3
main,TSCO,0.007109377745496394,0.007109377745496394,2
main,EFX,0.007001648636703498,0.007001648636703498,1
main,EXP,0.0067933669773168025,0.0003713078723633946,3
main,COST,0.0067883797521257,-0.0067883797521257,1
main,BHF,0.006534442532779405,0.006534442532779405,1
main,IBKR,0.006534442532779405,0.006534442532779405,1
main,AMZN,0.006523870544897299,-0.006523870544897299,1
main,BPOP,0.006498117903275501,0.006498117903275501,1
main,USB,0.006498117903275501,0.006498117903275501,1
main,EXPE,0.006498117903275501,0.006498117903275501,1
main,EWBC,0.006498117903275501,0.006498117903275501,1
main,OC,0.006385051093338194,0.004551798460489996,2
main,SMCI,0.006295542921816902,0.005887494840502119,4
main,A,0.006290636507956603,0.006290636507956603,1
main,SNX,0.0062770661041525,-0.0062770661041525,1
main,APO,0.00626669785662139,0.00626669785662139,2
main,VRSN,0.0062438988188807006,0.0062438988188807006,3
main,BROS,0.006218623315749797,0.006218623315749797,2
main,RUN,0.006079388622327667,0.005438332346324473,4
main,ZG,0.005844169446296302,0.005844169446296302,2
main,Z,0.005844169446296302,0.005844169446296302,2
main,UNH,0.0057559031722344,-0.0025635228386201997,2
main,DASH,0.005744296189065787,0.005744296189065787,1
main,FITB,0.005670591677886791,0.005670591677886791,3
main,RL,0.0055863636148085,0.0055863636148085,1
main,CCJ,0.005515263059556796,0.005515263059556796,1
main,EBAY,0.005500975306299803,0.0032902334849089984,2
main,SRPT,0.005468424776914095,0.005468424776914095,1
main,DIS,0.005467500207022705,0.005467500207022705,1
main,MRNA,0.005358471070382398,0.003771821648747814,6
main,IRM,0.005353797493688601,0.005353797493688601,2
main,VVV,0.005274300566813293,0.005274300566813293,1
main,COF,0.005221621841399494,0.005221621841399494,2
main,ALLY,0.005221621841399494,0.005221621841399494,2
main,VALE,0.005204481134153706,-0.005076506048312494,2
main,PANW,0.0051648563441205955,0.0033316037112723976,2
main,NTNX,0.0050999506022801,0.004210655422400698,2
main,HII,0.004911119999773804,0.004911119999773804,2
main,U,0.004818276178118995,0.004818276178118995,2
main,BWA,0.004733899668388004,0.004733899668388004,2
main,PENN,0.004714086400930496,0.004714086400930496,2
main,SAN,0.004655303012340399,0.004655303012340399,1
main,CHDN,0.004598728761300498,0.004598728761300498,1
main,GEN,0.0045734167522479,0.0045734167522479,1
main,JHG,0.0045734167522479,0.0045734167522479,1
main,PYPL,0.004546575427046701,0.004546575427046701,1
main,LOW,0.004544700428852199,0.004544700428852199,1
main,VTR,0.004506942195527601,0.004506942195527601,1
main,AGCO,0.004487463514981797,0.004487463514981797,1
main,COO,0.0044215544595542985,-0.0024673633288284993,3
main,MTCH,0.004395604395604401,0.004395604395604401,1
main,JLL,0.004374915870388699,-0.004374915870388699,1
main,MUSA,0.004240155574047499,0.004240155574047499,1
main,SITE,0.004240155574047499,0.004240155574047499,1
main,NXT,0.003879897306732112,0.00043281049061728166,3
main,BBY,0.0037848046183349,0.0037848046183349,1
main,BE,0.0037802513770070975,0.003526549779830697,2
main,CRM,0.0037728634141033918,0.0028724256350862037,3
main,DG,0.0037276906551739,0.0037276906551739,1
main,C,0.003543840969299397,0.003543840969299397,1
main,CACC,0.003472551242008806,0.003472551242008806,1
main,ASTS,0.003366646956902003,-0.003366646956902003,2
main,PLNT,0.003346826685398499,-0.003346826685398499,1
main,SNOW,0.003259238302980097,0.002069858959766094,2
main,DBX,0.0032560951113180005,-0.0032560951113180005,1
main,HPQ,0.003245114817622796,0.003245114817622796,1
main,FDS,0.0032398015015156004,-0.0032398015015156004,1
main,DUOL,0.003238584209831502,-0.003238584209831502,1
main,SWKS,0.003217242205928797,0.003217242205928797,1
main,RBRK,0.0030580569900975074,0.0030580569900975074,1
main,PEN,0.003002804692650199,0.003002804692650199,1
main,FLNC,0.0028812098352289997,0.0028812098352289997,1
main,KVUE,0.002770882191150296,0.002770882191150296,2
main,OKE,0.0027062202673027004,0.0027062202673027004,3
main,ULTA,0.002449145993734199,0.002449145993734199,1
main,PWR,0.00242761980827972,-0.00242761980827972,2
main,AAON,0.0024050152050349993,0.0024050152050349993,1
main,INTC,0.0021665525874481895,0.0021665525874481895,2
main,TTD,0.0021596655233551004,0.0021596655233551004,1
main,TMUS,0.0020717940940807,0.0020717940940807,2
main,DDS,0.001992936597337399,0.001992936597337399,1
main,FOX,0.001990609834512696,0.001990609834512696,2
main,GGG,0.0019777361722393,0.0019777361722393,1
main,ZS,0.0019107701060543068,0.0015240722431744923,2
main,NEE,0.001875984364091303,0.001875984364091303,1
main,DTM,0.0017801173368409001,0.0017801173368409001,1
main,CHH,0.0016839823817550031,0.0016839823817550031,1
main,ENTG,0.0016774252019326821,-0.0015056677389294962,3
main,AFG,0.0015367417804518016,0.0015367417804518016,1
main,SFM,0.0014956807630994925,0.001274361530129088,2
main,FCX,0.0014715574321881,0.0014715574321881,1
main,CAVA,0.0012710583937951062,0.0012710583937951062,1
main,VKTX,0.0011590275689462165,-0.0011590275689462165,3
main,ORCL,0.001104641871574899,-0.001104641871574899,1
main,MMM,0.0009930821832746066,-0.0007708442186341972,2
main,HIMX,0.0008027727378965982,0.00022272213675139652,2
main,LBTYK,0.0007506022574784027,0.0007506022574784027,1
main,AGO,0.0006482050891515947,0.0006482050891515947,1
main,URI,0.00048092327677159985,0.00048092327677159985,1
main,BABA,0.00048092327677159985,0.00048092327677159985,1
main,KLAC,0.00046284034775930655,-7.130632163770273e-05,2
main,RRX,0.0004433987449955,-0.0004433987449955,1
main,MLM,0.0003214245328897053,0.0003214245328897053,1
main,CAR,0.0002943629213972999,-0.0002943629213972999,2
main,RKLB,0.0002708559675178024,-0.0002708559675178024,2
main,REXR,0.00024168775047720033,-0.00024168775047720033,1
main,GWRE,0.00015164841219409558,0.00015164841219409558,1
main,IRDM,0.0001505884104026009,0.0001505884104026009,1
main,NTAP,4.598904154699823e-05,4.598904154699823e-05,1
concentrated,CASH,0.5896027443018965,-0.5587580208895424,82
concentrated,EXEL,0.20899999999999996,0.20899999999999996,1
concentrated,UAL,0.20304749117634027,0.20304606080183427,3
concentrated,ROKU,0.2007604026218702,0.2007604026218702,4
concentrated,SMG,0.0569999999999999,-0.0569999999999999,1
concentrated,LAD,0.0551,-0.0551,2
concentrated,TPL,0.03269746360609782,0.03269746360609782,3
concentrated,NVDA,0.026606331513516202,-0.026599403435206826,9
concentrated,TSLA,0.019402407192718178,0.01939422066825782,14
concentrated,RGEN,0.017731945603830818,0.0027912608800604033,2
concentrated,PENN,0.010905895517944075,0.010905866411697718,2
concentrated,PLTR,0.007638035390675785,0.007634740971918602,6
concentrated,TLN,0.005389718269706807,0.005389718269706807,3
concentrated,EHC,0.0045418208038596995,0.0045418208038596995,1
concentrated,SHOP,0.004084421217998679,0.0040843271951100935,9
concentrated,SE,0.004043091632262616,0.00403923213451339,7
concentrated,SQM,0.0034504326230556997,0.0034504326230556997,4
concentrated,DG,0.003404895569975898,-0.003404895569975898,1
concentrated,CPRT,0.0022281189349808127,-0.0022267149404190355,7
concentrated,PDD,0.0021777408574433083,-0.0021777408574433083,5
concentrated,LRCX,0.0011016744035416415,-7.932894644480104e-05,6
concentrated,Z,0.0010170313357832986,-0.0010170313357832986,2
concentrated,HLT,0.0009957048031895982,-0.0009957048031895982,1
concentrated,BKR,0.0009199778954805998,0.0009199778954805998,2
concentrated,EBAY,0.0008514685088780033,-0.0008514685088780033,1
concentrated,JBL,0.0007591469570746093,-0.0007591469570746093,6
concentrated,NOW,0.0006855087110700913,0.0006851178614820912,6
concentrated,PODD,0.0005856470506656053,-0.0005856470506656053,3
concentrated,AVGO,0.0005510826461450936,-0.0005508050173084998,5
concentrated,MCO,0.0005433944788372988,-0.0005433944788372988,1
concentrated,WSM,0.0005349310055884071,-0.0005349310055884071,3
concentrated,TREX,0.00043407071164140005,0.00043407071164140005,2
concentrated,UBER,0.0003202023501310963,0.0003192724624496851,5
concentrated,LSCC,0.0002425411333071975,0.0002425411333071975,2
concentrated,MELI,0.00023623896383077186,0.00023370504832282563,4
concentrated,VRT,0.00023088699124811096,-0.00022802046478008486,4
concentrated,NTNX,0.00021520594363200196,0.00021520594363200196,1
concentrated,TEAM,0.00020504426709838652,0.00020504426709838652,1
concentrated,MLI,0.00015893091467000017,0.00015893091467000017,3
concentrated,ELF,0.00013805286709250852,0.00013734165616591243,2
concentrated,AXON,7.537742902280486e-05,7.537742902280486e-05,4
concentrated,MLM,4.281935178570423e-05,4.281935178570423e-05,1
concentrated,LITE,3.8317993686878826e-05,-3.5907036539287174e-05,9
concentrated,CIEN,1.9627048602283148e-05,1.818609011808303e-05,8
concentrated,AMD,1.719643677258742e-05,1.597100891256864e-05,9
concentrated,FTNT,1.4234209989201496e-05,-1.4234209989201496e-05,2
concentrated,KVUE,5.615991964996736e-06,5.615991964996736e-06,2
concentrated,HALO,5.054577748799319e-06,5.054577748799319e-06,3
concentrated,DDOG,4.821776097591046e-06,-2.6567930684062713e-06,3
concentrated,SN,4.777037517111893e-06,4.777037517111893e-06,1
concentrated,UI,4.374406615298421e-06,4.374406615298421e-06,2
concentrated,NRG,4.311768709592406e-06,4.185641392994571e-06,4
concentrated,MU,4.297032921709524e-06,4.146434771713e-06,10
concentrated,WDC,4.209067597411853e-06,-4.209067597411853e-06,8
concentrated,BIO,4.1706810533920224e-06,4.1706810533920224e-06,2
concentrated,NTLA,3.1033959397019917e-06,-3.1033959397019917e-06,2
concentrated,BEAM,2.96406463778931e-06,2.96406463778931e-06,1
concentrated,FSLR,2.918224981690587e-06,-2.2860046891004515e-06,3
concentrated,ENPH,2.5110542290762705e-06,5.056701972983024e-07,3
concentrated,AMAT,2.3288397524093285e-06,2.3288397524093285e-06,3
concentrated,MRNA,2.263346231407004e-06,2.263346231407004e-06,5
concentrated,ALAB,2.167799325825115e-06,-1.8710978479941076e-06,2
concentrated,NDAQ,2.0593379231881315e-06,-2.0593379231881315e-06,2
concentrated,DXCM,1.8870495556988498e-06,-1.0609165616848326e-06,2
concentrated,WAL,1.7268331602010578e-06,-1.7268331602010578e-06,2
concentrated,RUN,1.6000300493979047e-06,1.6000300493979047e-06,2
concentrated,VST,1.5295306056983815e-06,-1.5295306056983815e-06,1
concentrated,ONTO,1.323396282799233e-06,9.6739934220616e-07,4
concentrated,CRUS,1.2432394501937782e-06,1.2432394501937782e-06,2
concentrated,CRS,1.168470138812605e-06,1.168470138812605e-06,2
concentrated,LPX,1.1257056971060442e-06,-1.1257056971060442e-06,5
concentrated,MA,1.057945874308186e-06,-1.057945874308186e-06,5
concentrated,RMD,1.0199188435061624e-06,1.0199188435061624e-06,1
concentrated,NET,9.182908768390341e-07,-9.182908768390341e-07,1
concentrated,GOOGL,8.852137761139467e-07,-8.852137761139467e-07,7
concentrated,WCC,6.779746960922095e-07,6.421299990344576e-08,2
concentrated,MRVL,6.775613659998347e-07,6.565012331954945e-07,3
concentrated,ORLY,6.732609380034893e-07,4.2720776760249435e-07,2
concentrated,TSCO,6.388754830027876e-07,-2.808350774013979e-07,2
concentrated,INSM,6.243409533951416e-07,-4.20328107195167e-07,3
concentrated,ATI,5.86456416290515e-07,-5.86456416290515e-07,1
concentrated,HUBS,5.852440814052562e-07,5.852440814052562e-07,1
concentrated,AMZN,5.56995385798606e-07,5.56995385798606e-07,1
concentrated,WDAY,5.30594410103058e-07,-5.30594410103058e-07,1
concentrated,HII,5.091461822938001e-07,-3.0783815229817185e-07,7
concentrated,INTC,5.084572975849744e-07,-4.138448583962395e-07,2
concentrated,BLD,5.013371033868452e-07,5.013371033868452e-07,4
concentrated,GEV,4.771598478003902e-07,4.771598478003902e-07,2
concentrated,AFG,4.5130893289863083e-07,4.5130893289863083e-07,1
concentrated,CHRW,3.8313112270000477e-07,3.8313112270000477e-07,2
concentrated,DUOL,3.784103013992901e-07,-3.784103013992901e-07,2
concentrated,FDS,3.610841499100681e-07,-2.1084356630410306e-07,2
concentrated,LOPE,3.455598130974735e-07,3.455598130974735e-07,2
concentrated,ASTS,3.3362804789660583e-07,-3.3362804789660583e-07,2
concentrated,PCTY,3.284784148988029e-07,3.284784148988029e-07,3
concentrated,ACLS,3.238838102784247e-07,3.238838102784247e-07,5
concentrated,CROX,3.1744525347265906e-07,-3.1744525347265906e-07,2
concentrated,MET,2.831865623040275e-07,-2.831865623040275e-07,1
concentrated,NXT,2.545176120971604e-07,-2.545176120971604e-07,1
concentrated,FUTU,2.2994043329810365e-07,2.2994043329810365e-07,2
concentrated,VICI,2.0835021670049733e-07,-2.0835021670049733e-07,3
concentrated,CW,1.8835206820264072e-07,1.8835206820264072e-07,1
concentrated,ZM,1.6741590649904659e-07,1.6741590649904659e-07,2
concentrated,HD,1.6694730950450598e-07,-1.6694730950450598e-07,1
concentrated,QRVO,1.658641695101437e-07,1.658641695101437e-07,2
concentrated,CNC,1.5642889930091164e-07,1.5642889930091164e-07,3
concentrated,TMUS,1.3956221910083055e-07,-1.3956221910083055e-07,2
concentrated,MOS,1.292904152003227e-07,1.292904152003227e-07,2
concentrated,META,1.280764467988249e-07,1.280764467988249e-07,1
concentrated,CHRD,9.673976550036989e-08,-9.673976550036989e-08,1
concentrated,SFM,9.546027300577631e-08,-9.546027300577631e-08,2
concentrated,AON,8.750482020231098e-08,8.750482020231098e-08,1
concentrated,BLDR,8.362682870147187e-08,-8.362682870147187e-08,6
concentrated,ETSY,7.069087920585915e-08,7.069087920585915e-08,4
concentrated,MTDR,5.773488570212648e-08,5.773488570212648e-08,3
concentrated,GOOG,3.7495482996252605e-08,3.7495482996252605e-08,3
concentrated,TRGP,3.504491210074012e-08,-1.6186283497560128e-08,2
concentrated,FANG,2.5791251599682763e-08,-2.5791251599682763e-08,2
concentrated,SLB,2.5547025099548204e-08,2.5547025099548204e-08,1
concentrated,BROS,2.5468188400226688e-08,-2.5468188400226688e-08,2
concentrated,THC,2.1470677902257762e-08,2.1470677902257762e-08,2
concentrated,SSD,1.2433263703315323e-08,1.2433263703315323e-08,2
concentrated,TPR,1.0076513100049783e-08,-1.0076513100049783e-08,2
concentrated,AAPL,9.253698200067939e-09,-9.253698200067939e-09,1
concentrated,KEYS,5.1734013999799044e-09,5.1734013999799044e-09,2
concentrated,GGG,2.081129300141038e-09,2.081129300141038e-09,1
concentrated,FRHC,1.0061396160665481e-16,1.0061396160665481e-16,2
concentrated,SEB,1.0061396160665481e-16,1.0061396160665481e-16,1
concentrated,TWLO,1.0061396160665481e-16,-1.0061396160665481e-16,2
concentrated,EXPE,0.0,0.0,1
concentrated,FTAI,0.0,0.0,2
concentrated,DKS,0.0,0.0,2
concentrated,CELH,0.0,0.0,2
concentrated,ALNY,0.0,0.0,2
concentrated,ALGN,0.0,0.0,1
concentrated,ARES,0.0,0.0,1
concentrated,BE,0.0,0.0,1
concentrated,APP,0.0,0.0,1
concentrated,BILL,0.0,0.0,1
concentrated,CEG,0.0,0.0,1
concentrated,ANET,0.0,0.0,2
concentrated,AIZ,0.0,0.0,1
concentrated,DOCU,0.0,0.0,1
concentrated,DRS,0.0,0.0,1
concentrated,CORT,0.0,0.0,3
concentrated,COF,0.0,0.0,1
concentrated,DAR,0.0,0.0,1
concentrated,OLED,0.0,0.0,1
concentrated,LI,0.0,0.0,1
concentrated,HEI,0.0,0.0,2
concentrated,GEN,0.0,0.0,1
concentrated,GTLS,0.0,0.0,1
concentrated,KKR,0.0,0.0,1
concentrated,KNSL,0.0,0.0,1
concentrated,MUSA,0.0,0.0,1
concentrated,LNG,0.0,0.0,1
concentrated,PWR,0.0,0.0,1
concentrated,PAYC,0.0,0.0,2
concentrated,P,0.0,0.0,1
concentrated,PANW,0.0,0.0,1
concentrated,ON,0.0,0.0,1
concentrated,TOL,0.0,0.0,1
concentrated,SNDK,0.0,0.0,3
concentrated,TPG,0.0,0.0,1
concentrated,RH,0.0,0.0,2
concentrated,RGLD,0.0,0.0,1
concentrated,RKLB,0.0,0.0,1
concentrated,STLD,0.0,0.0,1
concentrated,RVMD,0.0,0.0,1
concentrated,SAN,0.0,0.0,1
concentrated,SAIA,0.0,0.0,1
concentrated,SMCI,0.0,0.0,3
concentrated,VKTX,0.0,0.0,3
concentrated,VEEV,0.0,0.0,1
concentrated,UTHR,0.0,0.0,2
concentrated,V,0.0,0.0,1
concentrated,UMC,0.0,0.0,2
concentrated,TT,0.0,0.0,1
concentrated,TXRH,0.0,0.0,1
