portfolio,rebalance_date,ticker_overlap_jaccard,frozen_ticker_count,generated_ticker_count,added_ticker_count,dropped_ticker_count,added_weight,dropped_weight,l1_weight_diff,proxy_delta_return
main,2022-06-30,0.8666666666666667,14,14,1,1,0.0013267819782649,0.0406216928478549,0.0812090550577933,-0.001328617561758933
main,2022-07-29,0.8666666666666667,14,14,1,1,0.0318466036076843,0.0829018853995929,0.1866284754401756,-0.009808389620567142
main,2022-08-31,0.5555555555555556,14,14,4,4,0.0632066955293574,0.1166724951688442,0.2538368953073873,-0.009321648508563209
main,2022-09-30,0.42857142857142855,7,3,0,4,0.0,0.1109965836639307,0.13799316732786152,-0.0013718556576030531
main,2022-10-31,0.75,14,14,2,2,0.054369996827670804,0.0664210096642483,0.17139253722077813,0.0057344587048786845
main,2022-11-30,0.5714285714285714,6,5,1,2,0.0937277038397352,0.0667128897809947,0.1678495721088913,0.005881088810303357
main,2022-12-30,0.8666666666666667,14,14,1,1,0.0270602981319821,0.031011323789109,0.06332445092612804,-0.008108379151966808
main,2023-01-31,0.8571428571428571,13,13,1,1,0.0107532794911923,0.1131769470924742,0.23797270415750993,0.0008949758356416452
main,2023-02-28,0.5625,13,12,3,4,0.0919187769852967,0.1929418409717511,0.33463687289316535,0.007966081444152614
main,2023-03-31,0.5555555555555556,14,14,4,4,0.0891038738664918,0.1248926973588854,0.2556296532945211,-0.002240106685027933
main,2023-04-28,0.5384615384615384,10,10,3,3,0.1043731922446538,0.16700761542017678,0.3590164857379584,-0.007076177840463556
main,2023-05-31,0.6470588235294118,14,14,3,3,0.0651006901270258,0.17537466297303742,0.3441095802216453,-0.010120497607465789
main,2023-06-30,0.8666666666666667,14,14,1,1,0.0371694850662265,0.0092828477554873,0.14614649306277033,0.006221307316772637
main,2023-07-31,1.0,14,14,0,0,0.0,0.0,0.00793814106479919,0.00017980948052278274
main,2023-08-31,1.0,14,14,0,0,0.0,0.0,0.022851276710660492,-0.00028507261576700784
main,2023-09-29,1.0,14,14,0,0,0.0,0.0,0.09149478449975011,0.0015123503899979046
main,2023-10-31,0.8666666666666667,14,14,1,1,0.0342334986408388,0.0362771916314869,0.11828896854021972,0.009279528514154145
main,2023-11-30,1.0,12,12,0,0,0.0,0.0,0.0488355254620665,-0.0006622263231039602
main,2023-12-29,1.0,14,14,0,0,0.0,0.0,0.06765905049441004,-0.0007298785167085629
main,2024-01-31,1.0,12,12,0,0,0.0,0.0,0.018020302017893505,5.0172204969974445e-05
main,2024-02-29,0.7142857142857143,12,12,2,2,0.035120945383758796,0.033444396495117504,0.23313775911632897,0.004969665789281945
main,2024-03-28,0.8666666666666667,14,14,1,1,0.0162592861558356,0.0218081407077176,0.0777613828559043,0.005867178471372636
main,2024-04-30,0.8571428571428571,13,13,1,1,0.0065442085758666,0.0121363300116236,0.1590966316347318,0.002904103996333696
main,2024-05-31,0.625,12,14,4,2,0.1776075417474948,0.06313995112632781,0.3087646967917958,-0.016695809498813732
main,2024-06-28,1.0,13,13,0,0,0.0,0.0,0.063254953030147,-0.0033489072657753097
main,2024-07-31,1.0,13,13,0,0,0.0,0.0,0.03215994797983088,-0.0015169888224266235
main,2024-08-30,0.8571428571428571,13,13,1,1,0.0490115093240093,0.0490115093240093,0.0980230186480186,0.00516461507002549
main,2024-09-30,0.6923076923076923,11,11,2,2,0.0758176742023869,0.1094704335280819,0.21713286533204315,0.010550559155093953
main,2024-10-31,0.8,9,9,1,1,0.0787915763623319,0.0375844067721271,0.23340610143281904,-0.023461408475852645
main,2024-11-29,1.0,12,12,2,2,0.0,0.0,0.03160702537734061,-0.0016287409467267372
main,2024-12-31,0.8666666666666667,14,14,1,1,0.0175178369889234,0.0239860200745947,0.0680540431218746,-0.0013036479402369632
main,2025-01-31,1.0,13,13,0,0,0.0,0.0,0.00010196255257913234,8.801842974126945e-06
main,2025-02-28,0.8461538461538461,12,12,1,1,0.0371644872677219,0.0371644872677219,0.0743289745354438,-0.00046527630410269445
main,2025-03-31,0.75,14,14,2,2,0.041999614063663,0.0433557240086222,0.1014837179767443,0.0025568910417667462
main,2025-04-30,0.6470588235294118,14,14,3,3,0.0507944591538684,0.0623072974123824,0.1964768360649903,0.007224012776888703
main,2025-05-30,0.7857142857142857,13,12,1,2,0.0293334649922464,0.0567456593198524,0.13876045481582444,-0.0015787336028819192
main,2025-06-30,0.8666666666666667,14,14,1,1,0.0161621869877482,0.0574325546827673,0.11792454118873043,-0.008539160575164332
main,2025-07-31,0.8666666666666667,14,14,1,1,0.0103418013310873,0.0103242986082779,0.0747248668985451,0.00555190614037887
main,2025-08-29,1.0,14,14,0,0,0.0,0.0,0.021270572522732505,0.001802460728386722
main,2025-09-30,1.0,14,14,0,0,0.0,0.0,0.06412206644403393,0.0020262132421257416
main,2025-10-31,1.0,14,14,0,0,0.0,0.0,0.1829410929231213,-0.008745628303325455
main,2025-11-28,1.0,14,14,0,0,0.0,0.0,0.0019146992029226897,5.7386645813893536e-05
main,2025-12-31,1.0,13,13,0,0,0.0,0.0,0.08251582365751339,-0.008364685141849067
main,2026-01-30,1.0,13,13,0,0,0.0,0.0,0.0717192568553695,-0.013015414202067872
main,2026-02-27,0.9285714285714286,14,13,0,1,0.0,0.0144590993982801,0.09494523567244104,0.012541184127140198
main,2026-03-31,0.75,14,14,2,2,0.011954625512068901,0.0174076276690465,0.05278096324283729,-0.005270444859730196
main,2026-04-30,0.6923076923076923,11,11,2,2,0.0459861577667894,0.051760157133839496,0.2019450911007698,0.009682711255202089
concentrated,2019-05-31,0.7142857142857143,6,6,1,1,0.0411240556906428,0.0426477001377425,0.0872029572889074,0.0014975182399213083
concentrated,2019-06-28,1.0,6,6,0,0,0.0,0.0,0.031464198987085384,-0.0013773329714470619
concentrated,2019-07-31,0.5714285714285714,5,6,2,1,0.1120999999999999,0.2178602094783291,0.37246423868333417,-0.1038726317669756
concentrated,2019-08-30,0.7142857142857143,6,6,1,1,0.076,0.076,0.1848100447365768,-0.003862024010375767
concentrated,2019-09-30,0.7142857142857143,6,6,1,1,0.0317944485715009,0.0298422713119983,0.0616367198834992,-0.0007013251831097095
concentrated,2019-10-31,1.0,5,5,0,0,0.0,0.0,0.0329228778303973,0.0015942738573458846
concentrated,2019-11-29,1.0,6,6,0,0,0.0,0.0,0.05626286314335788,-0.0011008256837732688
concentrated,2019-12-31,1.0,5,5,0,0,0.0,0.0,0.027621783458357016,-0.0084975953823825
concentrated,2020-01-31,1.0,6,6,0,0,0.0,0.0,0.01559370777718111,0.0011496829568559508
concentrated,2020-02-28,1.0,5,5,0,0,0.0,0.0,0.043494993446648894,0.017125709608445353
concentrated,2020-03-31,1.0,4,4,0,0,0.0,0.0,0.0004502522275555,-7.022574064219226e-06
concentrated,2020-04-30,0.6666666666666666,5,5,1,1,0.0112888098567548,0.0079066065263284,0.0283875622222683,-0.0007785348351398937
concentrated,2020-05-29,1.0,5,5,0,0,0.0,0.0,0.1080051413952719,0.002815376994524145
concentrated,2020-06-30,1.0,6,6,0,0,0.0,0.0,0.026928042046709406,0.0013616875723922856
concentrated,2020-07-31,1.0,6,6,0,0,0.0,0.0,0.013222067732769092,0.0015636410222554767
concentrated,2020-08-31,1.0,6,6,0,0,0.0,0.0,0.0204410876878686,0.004359537102003134
concentrated,2020-09-30,0.6666666666666666,5,5,1,1,0.0192895696534566,0.001517016516076,0.05788933206012417,-0.0035381992307251435
concentrated,2020-10-30,0.7142857142857143,6,6,1,1,0.038,0.038,0.076,0.0017299444388493516
concentrated,2020-11-30,1.0,6,6,0,0,0.0,0.0,0.02320416004151503,-0.0009720810515982264
concentrated,2020-12-31,1.0,6,6,0,0,0.0,0.0,0.020459429733971985,-0.0009187034942379647
concentrated,2021-01-29,0.7142857142857143,6,6,1,1,0.0608278265778139,0.0991244537741568,0.3043357289399904,0.033885955418841734
concentrated,2021-02-26,0.5,6,6,2,2,0.1733059174735285,0.1927689666338689,0.36607488410739736,-0.013109230867688546
concentrated,2021-03-31,0.7142857142857143,6,6,1,1,0.0800669108097121,0.04,0.3022554070773462,0.009670479695810441
concentrated,2021-04-30,1.0,6,6,0,0,0.0,0.0,0.010470244791034776,8.518083471792599e-05
concentrated,2021-05-28,1.0,6,6,0,0,0.0,0.0,0.004553856293790598,1.4950959796345533e-05
concentrated,2021-06-30,1.0,6,6,0,0,0.0,0.0,0.23248814765754675,0.07175388789163983
concentrated,2021-07-30,1.0,6,6,0,0,0.0,0.0,0.044707985005188064,-0.0029794755372256564
concentrated,2021-08-31,1.0,5,5,0,0,0.0,0.0,0.02774123669108458,0.0015489697959592298
concentrated,2021-09-30,0.8333333333333334,6,5,0,1,0.0,0.076,0.1909671028778358,0.013028540122382444
concentrated,2021-10-29,0.7142857142857143,6,6,1,1,0.1063399382028439,0.08,0.27391587863380795,-0.022363879429861504
concentrated,2021-11-30,0.7142857142857143,6,6,1,1,0.076,0.0450472320911765,0.1258191788817093,-0.006673245373795544
concentrated,2021-12-31,1.0,6,6,0,0,0.0,0.0,0.0,0.0
concentrated,2022-01-31,1.0,5,5,0,0,0.0,0.0,0.004152511811727197,0.00034483932352553795
concentrated,2022-02-28,0.6666666666666666,5,5,1,1,0.0299698991768755,0.0078680800093956,0.051299012153008104,-0.0033011474475977748
concentrated,2022-03-31,1.0,2,2,0,0,0.0,0.0,0.0047297022057462,-0.0003004472551994142
concentrated,2022-04-29,1.0,5,5,0,0,0.0,0.0,0.0089095888204444,-0.0022642085544968735
concentrated,2022-05-31,1.0,5,5,0,0,0.0,0.0,0.0028560314910084997,0.00019267464066521778
concentrated,2022-06-30,1.0,5,5,0,0,0.0,0.0,0.002265529159589802,-0.0001277293548187153
concentrated,2022-07-29,1.0,5,5,0,0,0.0,0.0,0.0014928417893242014,2.22337441913474e-05
concentrated,2022-08-31,0.6666666666666666,5,5,1,1,0.0272485572851424,0.0268285756318285,0.0642862534766579,-0.0005922120712728179
concentrated,2022-09-30,1.0,2,2,0,0,0.0,0.0,9.71445146547012e-17,1.1927392869831799e-17
concentrated,2022-10-31,0.42857142857142855,5,5,2,2,0.0735338419637257,0.0710731996880706,0.1470676839274514,0.010482777734596011
concentrated,2022-11-30,0.6666666666666666,5,5,1,1,0.0987554651484675,0.1139999999999999,0.4536665039526775,-0.021258432067794472
concentrated,2022-12-30,0.6666666666666666,5,5,1,1,0.0174644472223665,0.0368112671615393,0.0655258974900234,-0.0068572034677311855
concentrated,2023-01-31,0.6666666666666666,5,5,1,1,0.038,0.285,0.38930808972894015,0.0015033673117721292
concentrated,2023-02-28,0.42857142857142855,5,5,2,2,0.18344840322235081,0.1315470273363862,0.4716504362422642,0.02047227838616068
concentrated,2023-03-31,0.6666666666666666,5,5,1,1,0.0428376487634229,0.02706834820153,0.0853903418506404,0.0009467132646987251
concentrated,2023-04-28,0.25,5,5,3,3,0.2302958482117908,0.21687646370476077,0.4471723119165516,0.021455105729619714
concentrated,2023-05-31,0.0,1,2,2,1,0.5,0.04,0.54,0.021803867781729058
concentrated,2023-06-30,1.0,6,6,0,0,0.0,0.0,0.018814773397053286,-0.0013005354206420492
concentrated,2023-07-31,1.0,6,6,0,0,0.0,0.0,0.006247298719307695,-0.0004624051957708096
concentrated,2023-08-31,0.7142857142857143,6,6,1,1,0.08,0.0738461335512583,0.15393860522811093,0.0075627475025918205
concentrated,2023-09-29,0.6666666666666666,5,5,1,1,0.02,0.0479900176962222,0.0718209592363981,-0.0002495320953684637
concentrated,2023-10-31,0.6666666666666666,5,5,1,1,0.0192179534447481,0.0031213439088156,0.0728843227663443,0.00022270960121637809
concentrated,2023-11-30,1.0,6,6,0,0,0.0,0.0,0.00844062514399159,-0.0001551608085193592
concentrated,2023-12-29,0.7142857142857143,6,6,1,1,0.0246366404520206,0.0313347477452159,0.0652559236650669,0.001206803612260655
concentrated,2024-01-31,0.7142857142857143,6,6,1,1,0.0971805179804488,0.1048241351377312,0.2229345657303738,0.015270253751116292
concentrated,2024-02-29,0.5714285714285714,6,5,1,2,0.1379373840614554,0.2707318973208014,0.5272576096287015,-0.05579128225498302
concentrated,2024-03-28,1.0,5,5,0,0,0.0,0.0,0.04887969793300309,0.0012147296515937621
concentrated,2024-04-30,0.5,6,6,2,2,0.11399999999999999,0.0931,0.22799999999999998,0.013811872878647078
concentrated,2024-05-31,1.0,6,6,0,0,0.0,0.0,0.3965464780808641,0.03772056246766143
concentrated,2024-06-28,1.0,6,6,0,0,0.0,0.0,0.029103419379739773,0.0036066078004457452
concentrated,2024-07-31,1.0,6,6,0,0,0.0,0.0,0.0084217293298387,0.00033283462211584805
concentrated,2024-08-30,1.0,6,6,0,0,0.0,0.0,0.014354169853097305,0.0009764845135931115
concentrated,2024-09-30,1.0,6,6,0,0,0.0,0.0,0.02423742045025931,-0.0005623698012329511
concentrated,2024-10-31,0.5,6,6,2,2,0.0922424998453287,0.1778909375857496,0.8544313846387789,-0.0798581835126641
concentrated,2024-11-29,0.6666666666666666,5,5,1,1,0.176897149090447,0.1527109513562247,0.41146374579801215,-0.04372002429943639
concentrated,2024-12-31,1.0,5,5,0,0,0.0,0.0,0.004534486171570984,1.7590087514736583e-05
concentrated,2025-01-31,1.0,6,6,0,0,0.0,0.0,0.005005407808615095,0.0003582259130277234
concentrated,2025-02-28,0.6666666666666666,5,5,1,1,0.0087226294474572,0.0096449115090013,0.0183675409564585,-0.0005345667294146861
concentrated,2025-03-31,0.6666666666666666,5,5,1,1,0.0246314120940873,0.0186287036911818,0.0527390183073919,-0.0038245795012012106
concentrated,2025-04-30,0.42857142857142855,5,5,2,2,0.0297766773729339,0.0760667368022182,0.1521334736044365,0.0010446868787530228
concentrated,2025-05-30,0.7142857142857143,6,6,1,1,0.1230994555633436,0.1280895643195554,0.4537791286391112,-0.009998711890517552
concentrated,2025-06-30,0.5,6,6,2,2,0.11343388544461569,0.1719723112139569,0.2854061966585726,0.007431717771926513
concentrated,2025-07-31,0.7142857142857143,6,6,1,1,0.03,0.0765542857431563,0.6163684122909395,0.012514096654935525
concentrated,2025-08-29,1.0,5,5,0,0,0.0,0.0,0.006862573123775417,-0.00012046721101890197
concentrated,2025-09-30,1.0,5,5,0,0,0.0,0.0,0.03726470103836771,-0.0006415751353988095
concentrated,2025-10-31,1.0,5,5,0,0,0.0,0.0,0.03105134748427829,-0.0030102219573120955
concentrated,2025-11-28,1.0,6,6,0,0,0.0,0.0,0.08843007700083227,-0.003119339596857267
concentrated,2025-12-31,1.0,6,6,0,0,0.0,0.0,0.06512939214740668,-0.007931019633568664
concentrated,2026-01-30,0.7142857142857143,6,6,1,1,0.0521181576841639,0.0426655544692922,0.11211350315738883,-0.03321826311506661
concentrated,2026-02-27,1.0,5,5,0,0,0.0,0.0,0.001999434207601798,-4.434139698345689e-05
concentrated,2026-03-31,1.0,5,5,0,0,0.0,0.0,0.004885740795226001,-2.4296700163196748e-05
concentrated,2026-04-30,1.0,5,5,0,0,0.0,0.0,0.004330230007163496,-0.0005146368994688041
