as_of_date,recommendation_date,current_account_last_trade_date,current_account_stale_days,pending_order_count_to_recommendation,portfolio_kind,row_type,ticker,shares,current_price,market_value_usd,current_weight,recommended_target_weight,projected_weight_after_recommendation_orders,recommended_trade_action,recommended_trade_quantity,recommended_trade_value_delta_usd,cost_basis,avg_entry_price,entry_date,latest_entry_date,entry_signal_date,return_since_entry_pct,unrealized_pnl_usd,realized_pnl_usd,entry_reason,entry_sleeve,open_lot_count
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,COST,11.0,1008.7899780273438,11096.68975830078,0.0277285125930014,0.0,,SELL,11.0,-11096.68975830078,1001.3170776367188,1001.3170776367188,2026-03-02,2026-03-02,2026-02-27,0.007463070946779782,82.201904296875,4382.831861877443,target_rebalance,core_compounder,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,PR,555.0,19.71999931335449,10944.599618911743,0.027348468324199,0.04,0.0401072219315462,BUY,256.0,5063.023900139226,18.6336612701416,18.6336612701416,2026-03-02,2026-03-02,2026-02-27,0.05829976339398346,602.9176139831543,393.3031152582169,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,BKNG,62.0,165.92999267578125,10287.659545898438,0.0257069002994851,0.0,,SELL,62.0,-10287.659545898438,166.81065368652344,166.81065368652344,2026-03-02,2026-03-02,2026-02-27,-0.005279405069637533,-54.600982666015625,5383.38405094147,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,GTLS,49.0,207.42999267578125,10164.06964111328,0.0253980726845976,0.0,,SELL,49.0,-10164.06964111328,207.05999755859372,207.05999755859366,2026-03-02,2026-03-02,2026-02-27,0.0017868981046562649,18.1297607421875,-1359.9272020339952,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,RGLD,41.0,238.91000366210935,9795.310150146484,0.0244766130050195,0.0,,SELL,41.0,-9795.310150146484,303.7432556152344,303.7432556152344,2026-03-02,2026-03-02,2026-02-27,-0.21344754411683897,-2658.163330078125,0.0,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,ATI,47.0,158.38999938964844,7444.329971313477,0.0186019616527183,0.0,,SELL,47.0,-7444.329971313477,166.4199981689453,166.4199981689453,2026-03-02,2026-03-02,2026-02-27,-0.048251405285709925,-377.4099426269531,-430.90286323547366,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,TPR,7.0,133.47999572753906,934.3599700927734,0.0023347874691849,0.0,,SELL,7.0,-934.3599700927734,116.64021918114196,129.3232879638672,2026-02-02,2026-02-02,2026-01-30,0.032141989498699175,117.87843582477969,10033.378831860156,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,PH,1.0,878.8300170898438,878.8300170898438,0.0021960287010596,0.0,,SELL,1.0,-878.8300170898438,948.0860595703124,948.0860595703124,2026-02-02,2026-02-02,2026-01-30,-0.07304826579968549,-69.25604248046875,585.2014617919922,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,CSCO,8.0,96.56999969482422,772.5599975585938,0.0019304801781205,0.0,,SELL,8.0,-772.5599975585938,80.13287322547603,80.20539093017578,2026-02-02,2026-02-02,2026-01-30,0.20403377597018313,131.4970117547855,-385.5670757844803,target_rebalance,core_compounder,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,AEM,3.0,193.2100067138672,579.6300201416016,0.0014483849384682,0.0,,SELL,3.0,-579.6300201416016,178.03512124454275,190.4787139892578,2026-02-02,2026-02-02,2026-01-30,0.014339096833483556,45.52465640797334,6029.001307642318,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,NOC,1.0,549.52001953125,549.52001953125,0.0013731457861368,0.0,,SELL,1.0,-549.52001953125,682.8330688476562,682.8330688476562,2026-02-02,2026-02-02,2026-01-30,-0.19523519788135668,-133.31304931640625,1562.5087961578367,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,STE,2.0,207.4499969482422,414.8999938964844,0.0010367560016705,0.0,,SELL,2.0,-414.8999938964844,263.5697021484375,263.5697021484375,2026-02-02,2026-02-02,2026-01-30,-0.21292168539383083,-112.23941040039062,-278.628323135376,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,PBA,9.0,45.720001220703125,411.4800109863281,0.0010282101162527,0.0,,SELL,9.0,-411.4800109863281,40.50447082519531,40.50447082519531,2026-02-02,2026-02-02,2026-01-30,0.12876431389553056,46.93977355957031,1225.0315926361084,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,CNQ,9.0,44.52999877929688,400.7699890136719,0.0010014478127542,0.0,,SELL,9.0,-400.7699890136719,36.17146301269531,36.17146301269531,2026-02-02,2026-02-02,2026-01-30,0.23108094255595701,75.22682189941406,2132.1103893089294,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,SYY,5.0,72.44000244140625,362.2000122070313,0.0009050687924437,0.0,,SELL,5.0,-362.2000122070313,82.2400131225586,82.2400131225586,2026-02-02,2026-02-02,2026-01-30,-0.11916353498810639,-49.00005340576172,1284.2341361045835,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,cash,CASH,0.0,1.0,104638.80191784826,0.26147242104567414,0.0,0.0033588615827335,DEPLOY_CASH,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,uninvested_cash,cash,0
