ticker,Name,Sector,Asset Class,Market Value
POOL,POOL CORP,Consumer Discretionary,Equity,"5,193,154.56"
POST,POST HOLDINGS INC,Consumer Staples,Equity,"3,535,249.55"
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,"910,843.09"
PPG,PPG INDUSTRIES INC,Materials,Equity,"17,469,975.80"
PPL,PPL CORP,Utilities,Equity,"19,993,287.86"
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"10,277,061.43"
PRGO,PERRIGO PLC,Health Care,Equity,"1,096,709.01"
PRI,PRIMERICA INC,Financials,Equity,"6,443,935.23"
PRMB,PRIMO BRANDS CLASS A CORP,Consumer Staples,Equity,"3,593,980.46"
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"23,658,620.59"
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"33,773,868.80"
PSN,PARSONS CORP,Industrials,Equity,"1,893,449.00"
PSX,PHILLIPS 66,Energy,Equity,"46,459,171.50"
PTC,PTC INC,Information Technology,Equity,"11,452,847.19"
PVH,PVH CORP,Consumer Discretionary,Equity,"3,112,595.31"
PWR,QUANTA SERVICES INC,Industrials,Equity,"65,787,051.68"
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"32,865,072.03"
Q,QNITY ELECTRONICS INC,Information Technology,Equity,"21,011,018.70"
QCOM,QUALCOMM INC,Information Technology,Equity,"112,837,897.26"
QGEN,QIAGEN NV,Health Care,Equity,"5,446,717.64"
QRVO,QORVO INC,Information Technology,Equity,"5,082,843.92"
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"2,028,881.62"
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"18,837,153.06"
QXO,QXO INC,Industrials,Equity,"9,189,018.57"
R,RYDER SYSTEM INC,Industrials,Equity,"6,989,182.20"
RAL,RALLIANT CORP,Information Technology,Equity,"3,531,718.89"
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,"1,455,449.31"
RBA,RB GLOBAL INC,Industrials,Equity,"13,874,967.50"
RBC,RBC BEARINGS INC,Industrials,Equity,"12,772,101.00"
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"24,954,361.76"
RBRK,RUBRIK INC CLASS A,Information Technology,Equity,"5,337,717.20"
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"46,118,984.85"
RDDT,REDDIT INC CLASS A,Communication,Equity,"14,522,075.24"
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"10,064,425.80"
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"53,093,460.80"
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"5,943,496.57"
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"782,354.44"
RF,REGIONS FINANCIAL CORP,Financials,Equity,"17,170,973.82"
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"9,618,571.82"
RGEN,REPLIGEN CORP,Health Care,Equity,"4,337,221.14"
RGLD,ROYAL GOLD INC,Materials,Equity,"14,487,766.74"
RH,RH,Consumer Discretionary,Equity,"1,387,573.95"
RHI,ROBERT HALF,Industrials,Equity,"1,884,813.55"
RITM,RITHM CAPITAL CORP,Financials,Equity,"3,630,529.76"
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"9,029,000.64"
RJF,RAYMOND JAMES INC,Financials,Equity,"19,240,747.10"
RKLB,ROCKET LAB CORP,Industrials,Equity,"28,205,638.11"
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,"10,154,636.10"
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"9,826,181.40"
RLI,RLI CORP,Financials,Equity,"3,033,028.95"
RMD,RESMED INC,Health Care,Equity,"22,699,990.86"
RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity,"2,424,458.88"
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"9,803,337.77"
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"8,282,395.05"
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"32,405,074.20"
ROKU,ROKU INC CLASS A,Communication,Equity,"10,187,826.60"
ROL,ROLLINS INC,Industrials,Equity,"11,749,894.04"
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"26,506,002.25"
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"50,638,105.98"
RPM,RPM INTERNATIONAL INC,Materials,Equity,"9,267,257.32"
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"13,528,681.65"
RRC,RANGE RESOURCES CORP,Energy,Equity,"6,912,258.40"
RRX,REGAL REXNORD CORP,Industrials,Equity,"9,871,238.24"
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"13,259,439.84"
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"29,315,643.63"
RTX,RTX CORP,Industrials,Equity,"162,711,755.22"
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,"15,904,155.96"
RVTY,REVVITY INC,Health Care,Equity,"7,105,621.60"
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"2,495,686.86"
RYN,RAYONIER REIT INC,Real Estate,Equity,"4,461,129.42"
S,SENTINELONE INC CLASS A,Information Technology,Equity,"3,049,199.23"
SAIA,SAIA INC,Industrials,Equity,"8,139,053.76"
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"3,185,389.77"
SAIL,SAILPOINT INC,Information Technology,Equity,"497,032.51"
SAM,BOSTON BEER INC CLASS A,Consumer Staples,Equity,"1,305,935.70"
SARO,STANDARDAERO,Industrials,Equity,"3,919,844.91"
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"16,236,585.00"
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"78,024,203.40"
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"10,418,238.80"
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"106,402,939.80"
SCI,SERVICE,Consumer Discretionary,Equity,"8,430,474.40"
SEB,SEABOARD CORP,Consumer Staples,Equity,"1,185,847.06"
SEIC,SEI INVESTMENTS,Financials,Equity,"6,485,202.14"
SF,STIFEL FINANCIAL CORP,Financials,Equity,"8,092,697.88"
SFD,SMITHFIELD FOODS INC,Consumer Staples,Equity,"907,207.21"
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"4,884,770.48"
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Discretionary,Equity,"11,203,049.92"
SHC,SOTERA HEALTH COMPANY,Health Care,Equity,"2,722,561.05"
SHW,SHERWIN WILLIAMS,Materials,Equity,"54,473,743.60"
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity,"3,511,874.70"
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"4,545,883.00"
SJM,JM SMUCKER,Consumer Staples,Equity,"6,833,921.71"
SLB,SLB NV,Energy,Equity,"58,046,950.92"
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"2,346,128.72"
SLM,SLM CORP,Financials,Equity,"3,504,448.53"
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"9,963,866.65"
SMG,SCOTTS MIRACLE GRO,Materials,Equity,"2,083,760.54"
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,"1,799,462.00"
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"6,745,569.36"
SNA,SNAP ON INC,Industrials,Equity,"13,914,738.24"
SNDK,SANDISK CORP,Information Technology,Equity,"107,422,395.20"
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"1,001,359.52"
SNOW,SNOWFLAKE INC,Information Technology,Equity,"33,500,764.25"
SNPS,SYNOPSYS INC,Information Technology,Equity,"66,954,420.54"
SNX,TD SYNNEX CORP,Information Technology,Equity,"12,018,912.84"
SO,SOUTHERN,Utilities,Equity,"72,578,542.62"
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"15,910,506.08"
SOLS,SOLSTICE ADVANCED MATERIALS INC,Materials,Equity,"9,045,496.05"
SOLV,SOLVENTUM CORP,Health Care,Equity,"7,185,316.38"
SON,SONOCO PRODUCTS,Materials,Equity,"3,525,841.50"
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"45,726,646.72"
SPGI,S&P GLOBAL INC,Financials,Equity,"92,972,646.90"
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"53,544,097.62"
SRE,SEMPRA,Utilities,Equity,"42,304,610.70"
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"1,336,048.36"
SSB,SOUTHSTATE BANK CORP,Financials,Equity,"6,834,221.84"
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"5,506,148.22"
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"10,092,933.69"
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity,"4,171,638.25"
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"5,123,517.00"
STE,STERIS,Health Care,Equity,"15,176,021.38"
STLD,STEEL DYNAMICS INC,Materials,Equity,"21,523,725.76"
STT,STATE STREET CORP,Financials,Equity,"30,008,948.76"
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Equity,"4,377,680.58"
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"15,406,267.52"
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"10,937,216.32"
SW,SMURFIT WESTROCK PLC,Materials,Equity,"14,519,545.04"
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"8,660,976.72"
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"6,636,217.48"
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"18,669,130.50"
SYK,STRYKER CORP,Health Care,Equity,"79,351,618.83"
SYY,SYSCO CORP,Consumer Staples,Equity,"25,261,953.12"
T,AT&T INC,Communication,Equity,"123,798,719.44"
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"5,071,361.66"
TDC,TERADATA CORP,Information Technology,Equity,"1,871,296.65"
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"44,872,549.68"
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"21,456,809.66"
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"8,031,181.28"
TECH,BIO TECHNE CORP,Health Care,Equity,"6,107,786.19"
TEM,TEMPUS AI INC CLASS A,Health Care,Equity,"3,536,250.36"
TER,TERADYNE INC,Information Technology,Equity,"44,008,146.00"
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"45,323,642.07"
TFSL,TFS FINANCIAL CORP,Financials,Equity,"619,583.36"
TFX,TELEFLEX INC,Health Care,Equity,"4,204,864.17"
TGT,TARGET CORP,Consumer Staples,Equity,"41,352,011.88"
THC,TENET HEALTHCARE CORP,Health Care,Equity,"11,276,142.34"
THG,HANOVER INSURANCE GROUP INC,Financials,Equity,"4,494,873.60"
THO,THOR INDUSTRIES INC,Consumer Discretionary,Equity,"2,856,634.76"
TIGO,MILLICOM INTERNATIONAL CELLULAR SA,Communication,Equity,"5,932,201.77"
TJX,TJX INC,Consumer Discretionary,Equity,"123,549,516.68"
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity,"8,924,379.80"
TKR,TIMKEN,Industrials,Equity,"4,700,622.80"
TLN,TALEN ENERGY CORP,Utilities,Equity,"11,698,946.49"
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"124,075,999.88"
TMUS,T MOBILE US INC,Communication,Equity,"61,803,308.75"
TNL,TRAVEL LEISURE,Consumer Discretionary,Equity,"2,844,184.86"
TOL,TOLL BROTHERS INC,Consumer Discretionary,Equity,"9,882,993.12"
TOST,TOAST INC CLASS A,Financials,Equity,"9,170,062.80"
TPG,TPG INC CLASS A,Financials,Equity,"3,874,260.78"
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"17,627,167.40"
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"21,109,256.40"
TREX,TREX INC,Industrials,Equity,"3,246,024.15"
TRGP,TARGA RESOURCES CORP,Energy,Equity,"35,840,975.31"
TRMB,TRIMBLE INC,Information Technology,Equity,"11,147,331.69"
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"16,280,240.48"
TRU,TRANSUNION,Industrials,Equity,"9,630,867.96"
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"46,156,634.14"
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"13,256,612.82"
TSLA,TESLA INC,Consumer Discretionary,Equity,"749,699,954.08"
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"12,358,087.19"
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"76,040,434.60"
TTC,TORO,Industrials,Equity,"6,601,003.20"
TTD,TRADE DESK INC CLASS A,Communication,Equity,"7,237,544.08"
TTEK,TETRA TECH INC,Industrials,Equity,"5,809,774.75"
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"27,184,062.05"
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"9,109,662.80"
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"14,046,398.31"
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"171,717,045.50"
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"7,329,272.62"
TXT,TEXTRON INC,Industrials,Equity,"10,866,317.28"
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"10,140,903.20"
U,UNITY SOFTWARE INC,Information Technology,Equity,"5,908,512.24"
UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary,Equity,"849,449.60"
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Equity,"879,167.64"
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"21,084,525.10"
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"107,607,054.90"
UBFUT,CASH COLLATERAL USD UBFUT,Cash and/or Derivatives,Cash Collateral and Margins,"3,741,000.00"
UDR,UDR REIT INC,Real Estate,Equity,"7,959,293.98"
UGI,UGI CORP,Utilities,Equity,"5,715,586.83"
UHAL,U HAUL HOLDING,Industrials,Equity,"325,207.30"
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"3,405,607.53"
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"6,891,747.92"
UI,UBIQUITI INC,Information Technology,Equity,"2,974,790.21"
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"16,997,131.36"
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"226,408,913.01"
UNM,UNUM,Financials,Equity,"9,100,260.18"
UNP,UNION PACIFIC CORP,Industrials,Equity,"112,852,652.97"
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"55,761,892.56"
URI,UNITED RENTALS INC,Industrials,Equity,"42,582,785.40"
USB,US BANCORP,Financials,Equity,"61,229,332.99"
USD,USD CASH,Cash and/or Derivatives,Cash,"19,339,293.12"
USFD,US FOODS HOLDING CORP,Consumer Staples,Equity,"14,267,981.00"
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"16,791,975.84"
UWMC,UWM HOLDINGS CORP CLASS A,Financials,Equity,"457,854.54"
V,VISA INC CLASS A,Financials,Equity,"365,736,904.50"
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"16,770,234.00"
VFC,VF CORP,Consumer Discretionary,Equity,"4,786,179.20"
VGNT,VERSIGENT PLC,Consumer Discretionary,Equity,"1,761,360.34"
VICI,VICI PPTYS INC,Real Estate,Equity,"21,357,643.68"
VIK,VIKING HOLDINGS,Consumer Discretionary,Equity,"9,826,984.62"
VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Equity,"2,807,758.68"
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity,"2,423,638.84"
VLO,VALERO ENERGY CORP,Energy,Equity,"50,900,206.50"
VLTO,VERALTO CORP,Industrials,Equity,"15,119,740.65"
VMC,VULCAN MATERIALS,Materials,Equity,"26,934,281.92"
VMI,VALMONT INDS INC,Industrials,Equity,"6,810,511.24"
VNO,VORNADO REALTY TRUST REIT,Real Estate,Equity,"3,712,314.64"
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity,"6,235,844.60"
VNT,VONTIER CORP,Information Technology,Equity,"3,704,606.15"
VOYA,VOYA FINANCIAL INC,Financials,Equity,"5,494,280.76"
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"17,034,385.50"
VRSN,VERISIGN INC,Information Technology,Equity,"15,749,573.10"
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"86,158,454.88"
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"75,950,340.83"
VSNT,VERSANT MEDIA GROUP INC,Communication,Equity,"4,024,234.20"
VST,VISTRA CORP,Utilities,Equity,"39,474,629.18"
VTR,VENTAS REIT INC,Real Estate,Equity,"27,738,657.10"
VTRS,VIATRIS INC,Health Care,Equity,"12,117,482.76"
VVV,VALVOLINE INC,Consumer Discretionary,Equity,"3,005,916.84"
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"139,478,925.60"
W,WAYFAIR INC CLASS A,Consumer Discretionary,Equity,"5,076,893.08"
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"31,849,417.36"
WAL,WESTERN ALLIANCE,Financials,Equity,"6,044,509.16"
WAT,WATERS CORP,Health Care,Equity,"20,739,771.99"
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"43,832,006.46"
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"8,309,876.48"
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"11,132,362.89"
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"17,806,823.09"
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"95,749,224.01"
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"26,213,169.36"
WELL,WELLTOWER INC,Real Estate,Equity,"101,205,510.00"
WEN,WENDYS,Consumer Discretionary,Equity,"847,630.50"
WEX,WEX INC,Financials,Equity,"3,751,803.30"
WFC,WELLS FARGO,Financials,Equity,"175,055,510.48"
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"5,534,957.40"
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity,"4,518,496.98"
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"2,077,711.35"
WING,WINGSTOP INC,Consumer Discretionary,Equity,"3,443,341.02"
WLK,WESTLAKE CORP,Materials,Equity,"2,529,461.31"
WM,WASTE MANAGEMENT INC,Industrials,Equity,"58,796,392.20"
WMB,WILLIAMS INC,Energy,Equity,"61,114,623.57"
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"7,498,120.00"
WMT,WALMART INC,Consumer Staples,Equity,"389,495,268.90"
WPC,W. P. CAREY REIT INC,Real Estate,Equity,"11,043,461.60"
WRB,WR BERKLEY CORP,Financials,Equity,"10,429,346.60"
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,"2,783,784.34"
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"15,848,926.25"
WSO,WATSCO INC,Industrials,Equity,"11,075,200.12"
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"15,031,730.20"
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity,"6,890,112.32"
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Equity,"3,768,684.72"
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"7,823,988.48"
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"19,382,886.60"
WU,WESTERN UNION,Financials,Equity,"1,819,026.21"
WWD,WOODWARD INC,Industrials,Equity,"15,278,571.99"
WY,WEYERHAEUSER REIT,Real Estate,Equity,"12,693,521.70"
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"5,625,476.67"
XEL,XCEL ENERGY INC,Utilities,Equity,"33,051,077.28"
XOM,EXXON MOBIL CORP,Energy,Equity,"439,286,285.55"
XP,XP CLASS A INC,Financials,Equity,"5,578,929.40"
XPO,XPO INC,Industrials,Equity,"17,429,060.00"
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"1,661,758.28"
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"43,008,031.53"
XYL,XYLEM INC,Industrials,Equity,"21,072,041.10"
XYZ,BLOCK INC CLASS A,Financials,Equity,"26,919,676.08"
YETI,YETI HOLDINGS INC,Consumer Discretionary,Equity,"2,357,838.12"
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"30,373,441.31"
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"5,169,632.46"
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"12,847,047.68"
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"7,872,683.00"
ZG,ZILLOW GROUP INC CLASS A,Real Estate,Equity,"1,500,094.08"
ZION,ZIONS BANCORPORATION,Financials,Equity,"6,841,519.92"
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"16,957,143.53"
ZS,ZSCALER INC,Information Technology,Equity,"9,372,947.90"
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"36,404,503.11"
