rebalance_date,ticker,Name,sector,industry_group,weight,period_forward_return,concentrated_replacement_quality_status,concentrated_replacement_quality_event_match_status,concentrated_replacement_quality_source_rejection_reason,concentrated_replacement_quality_removed_ticker,concentrated_replacement_quality_added_ticker,concentrated_replacement_quality_rejection_weakest_ticker,concentrated_replacement_quality_replacement_weight,concentrated_replacement_quality_leader_rank_ex_ante,concentrated_replacement_quality_revenue_growth,concentrated_replacement_quality_rs_spy_3m,sec_form4_score,sec_13f_score,smart_money_shadow_score,sec_combined_evidence_score,sec_form4_open_market_buy_score,sec_form4_cluster_buy_score,sec_form4_ceo_cfo_buy_score,sec_13f_accumulation_score,sec_13f_new_position_score,sec_13f_smart_money_score,latest_available_from,latest_13f_available_from,sec_evidence_research_only,sec_evidence_production_activation_allowed
2022-05-31,HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Aerospace & Defense,0.0043625792815494,0.0273449399212037,applied,policy_month_rejection,hold_replace_threshold_not_met,MA,HII,MA,0.0087251585630989,13.0,2.454479506710192,0.0869176658033472,0.0,0.192917998650615,0.0753845279642053,0.2341823623530742,0.0,0.0,0.0,0.8333243789380689,0.0,0.4287066636680335,,2022-05-17T10:38:54+00:00,True,False
2023-04-28,HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Hotels Restaurants & Leisure,0.0560334437312877,-0.0487806202298259,applied,policy_month_rejection,hold_replace_threshold_not_met,MSI,HLT,MSI,0.0589825723487239,13.0,0.515722183828611,-0.0329157606514126,0.0,0.0251066363585954,0.0,0.1657811763744625,0.0,0.0,0.0,0.5037860780253004,0.2,0.4463402019305854,,2022-10-07T19:48:57+00:00,True,False
2023-06-30,MRVL,MARVELL TECHNOLOGY INC,Information Technology,Semiconductors,0.1002840340470382,0.0770088119297687,applied,policy_month_rejection,hold_replace_threshold_not_met,DAL,MRVL,DAL,0.1002840340470382,1.0,0.3265557886895858,0.2821267116545294,0.0,0.2844190694032642,0.1122742955171832,0.1918210140058868,0.0,0.0,0.0,0.849158821381383,0.2,0.4596671828739623,,2023-05-15T23:57:41+00:00,True,False
2023-07-31,NOW,SERVICENOW INC,Information Technology,Software - Application,0.2699646406382204,0.0003112503681996,applied,policy_month_rejection,hold_replace_threshold_not_met,BLDR,NOW,BLDR,0.2699646406382204,10.0,0.2287991858887381,0.1642609928139358,0.0,0.0874217598839142,0.0279112205191899,0.0959350368940651,0.0,0.0,0.0,0.6053198644480446,0.0,0.1942705775198093,,2023-05-15T23:57:41+00:00,True,False
2023-08-31,MTDR,MATADOR RESOURCES,Energy,Oil Gas & Consumable Fuels,0.08,-0.118593860604357,applied,policy_month_rejection,hold_replace_threshold_not_met,ELF,MTDR,ELF,0.08,12.0,1.1877551739735766,0.3660637958479442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,False
2024-02-29,AXON,AXON ENTERPRISE INC,Industrials,Aerospace & Defense,0.1025670668472564,0.0209571158531869,applied,policy_month_rejection,hold_replace_threshold_not_met,SMCI,AXON,SMCI,0.1079653335234278,9.0,0.3138457142617032,0.2387386245860376,0.0,0.1036499018500827,0.0,0.1531165903278421,0.0,0.0,0.0,0.6313515400082526,0.0,0.2303331152224061,2024-01-04T21:36:40+00:00,2024-02-15T01:02:52+00:00,True,False
2024-04-30,TT,TRANE TECHNOLOGIES PLC,Industrials,Construction & Engineering,0.076,0.029549300584224,applied,policy_month_rejection,hold_replace_threshold_not_met,THC,TT,THC,0.08,13.0,0.1054234384086745,0.2090812184536046,0.0,0.0808283260932831,0.0249441753134059,0.0853664758503313,0.0,0.0,0.0,0.6409222790401861,0.0,0.179618502429518,,2024-02-15T01:02:52+00:00,True,False
2024-05-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1139999999999999,0.0725753313051966,applied,policy_month_rejection,hold_replace_threshold_not_met,DKS,GOOGL,DKS,0.12,2.0,0.1178235633072393,0.2046553461151603,0.0,0.5924472049689441,0.2337440993788819,0.2643356367284158,0.0,0.0,0.0,1.0,0.0,0.5924472049689441,,2024-05-15T22:55:33+00:00,True,False
2024-06-28,FSLR,FIRST SOLAR INC,Information Technology,Tech Hardware & Storage,0.1009362676845281,-0.0206006891337597,applied,policy_month_rejection,hold_replace_threshold_not_met,NVDA,FSLR,NVDA,0.106248702825819,1.0,0.2669713005556025,0.291872541714667,0.0,0.1051953282728513,0.0344807548656402,0.0980401343614775,0.0,0.0,0.0,0.6659049880118836,0.2,0.2077932410327928,,2024-05-15T22:55:33+00:00,True,False
2024-07-31,FSLR,FIRST SOLAR INC,Information Technology,Tech Hardware & Storage,0.0638382183978689,0.0254221447296449,applied,policy_month_rejection,hold_replace_threshold_not_met,FTAI,FSLR,FTAI,0.0671981246293356,4.0,0.2669713005556025,0.124312814491198,0.0,0.1051953282728513,0.0344807548656402,0.0980401343614775,0.0,0.0,0.0,0.6659049880118836,0.2,0.2077932410327928,,2024-05-15T22:55:33+00:00,True,False
2024-09-30,MELI,MercadoLibre,Internet,Internet Content & Information,0.121355260394691,-0.0216844873520934,applied,policy_month_rejection,hold_replace_threshold_not_met,VST,MELI,VST,0.1277423793628326,13.0,2.493337774816789,0.1910933244221369,0.0,0.2167979519523139,0.0775590783785412,0.1357296453121395,0.0,0.0,0.0,0.8125,0.2,0.2752989866061129,,2024-08-15T01:04:50+00:00,True,False
2024-11-29,DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Software - Application,0.0586047221124362,-0.0578313308049457,applied,policy_month_rejection,hold_replace_threshold_not_met,TLN,DUOL,TLN,0.0586047221124362,6.0,0.424655128236918,0.5955330812649076,0.0,0.1758076484625078,0.0633991560938428,0.2303842506454589,0.0,0.0,0.0,0.7428078483599969,0.0,0.2841335732727398,,2024-11-14T23:49:44+00:00,True,False
2025-01-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0728975863868043,-0.1503312983634851,applied,policy_month_rejection,hold_replace_threshold_not_met,AXON,GOOGL,AXON,0.076734301459794,2.0,0.1437980426207881,0.1317872292924775,0.0,0.3389285714285714,0.1239464285714286,0.168625,0.0,0.0,0.0,0.8125,0.0,0.3389285714285714,,2025-01-31T12:21:09+00:00,True,False
2025-02-28,AMZN,AMAZON.COM INC,Consumer Discretionary,Internet Content & Information,0.0087226294474572,-0.119475063341674,applied,policy_month_rejection,hold_replace_threshold_not_met,PLTR,AMZN,PLTR,0.0091817152078497,7.0,0.1099089224666614,0.0362132034300595,0.0,0.5354805194805196,0.2095376623376623,0.2416621786029524,0.0,0.0,0.0,1.0,0.0,0.5354805194805196,,2025-02-14T22:04:00+00:00,True,False
2025-05-30,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0949999999999999,0.0471430937389465,applied,policy_month_rejection,concentrated_emerging_or_top7_seat_cap,RBRK,GOOGL,,0.0999999999999999,1.0,0.1306538507477699,0.0148132416251399,0.0,0.5322077922077924,0.2080649350649351,0.2362727272727273,0.0,0.0,0.0,1.0,0.2,0.5322077922077924,,2025-05-19T21:02:46+00:00,True,False
2025-06-30,NXT,Nextracker,Industrials,Tech Hardware & Storage,0.0734338854446157,0.0976355950697911,applied,policy_month_rejection,hold_replace_threshold_not_met,ATI,NXT,ATI,0.0734338854446157,8.0,0.3142276292401651,0.1448148946681744,0.0,0.3198520119368581,0.1296476910858718,0.3271440296496006,0.0,0.0,0.0,0.9714362543049708,0.6,0.5686257989988589,,2025-05-19T21:02:46+00:00,True,False
2025-07-31,AMD,ADVANCED MICRO DEVICES INC,Information Technology,Semiconductors,0.038712589515594,-0.0689939189028019,applied,policy_month_rejection,hold_replace_threshold_not_met,NRG,AMD,NRG,0.038712589515594,1.0,0.1369047619047618,0.6678967344756397,0.035287763166944,0.4603499999999999,0.2245939937418191,0.3098544934251248,0.2997983999999999,0.2997983999999999,0.0,1.0,0.2,0.5845714285714285,2025-07-17T20:03:44+00:00,2025-07-30T19:14:16+00:00,True,False
2025-08-29,LRCX,LAM RESEARCH CORP,Information Technology,Semiconductors,0.0651748939109134,0.3853135356773767,applied,policy_month_rejection,hold_replace_threshold_not_met,TLN,LRCX,TLN,0.0651748939109134,6.0,0.2368408976459919,0.0965121570825935,0.0,0.2799165687932302,0.107391027385525,0.1729298844168736,0.0,0.0,0.0,0.9375,0.2,0.3827918889480071,,2025-08-14T21:00:52+00:00,True,False
2025-09-30,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1122571309092963,0.2111734976101653,applied,policy_month_rejection,hold_replace_threshold_not_met,ALAB,GOOGL,ALAB,0.118165400957154,5.0,0.1313344543139476,0.2994691067914854,0.0,0.6493968253968254,0.2665142857142857,0.2858073020260606,0.0,0.0,0.0,1.0,0.0,0.6493968253968254,,2025-08-14T21:00:52+00:00,True,False
2025-10-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.1045966400123669,0.1190070563334182,applied,policy_month_rejection,hold_replace_threshold_not_met,LRCX,GOOG,LRCX,0.1101017263288072,11.0,0.1342262526518349,0.3805095833393848,0.0,0.5446285714285715,0.2222257142857143,0.259898709372053,0.0,0.0,0.0,1.0,0.0,0.6051428571428572,,2025-10-31T11:23:58+00:00,True,False
2026-01-30,SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,0.0408162804290504,0.0265763966857122,applied,policy_month_rejection,hold_replace_threshold_not_met,CIEN,SLB,CIEN,0.0429645057147899,4.0,0.1795592894521376,0.3217071739323651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,False
2026-02-27,TRGP,TARGA RESOURCES CORP,Energy,Oil Gas & Consumable Fuels,0.0303368407616883,0.0337190069092419,applied,policy_month_rejection,hold_replace_threshold_not_met,WDC,TRGP,WDC,0.0319335165912508,3.0,0.2045030133265426,0.3565084111267798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,False
2026-04-30,LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,0.0649277224038989,-0.1653330211687538,applied,policy_month_rejection,hold_replace_threshold_not_met,LITE,LNG,LITE,0.0683449709514725,3.0,0.2627481510315297,0.2619053537626865,0.0,0.094166668603807,0.0280892865859988,0.0867175937979243,0.0,0.0,0.0,0.5864348378873951,0.0,0.1674074108512125,,2026-02-18T01:54:12+00:00,True,False
2026-05-29,TXN,TEXAS INSTRUMENT INC,Information Technology,Semiconductors,0.0712232115826528,-0.0110296547361663,applied,policy_month_rejection,hold_replace_threshold_not_met,WDC,TXN,WDC,0.0712232115826528,1.0,0.1304903778530783,0.3426932496244022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,False
2026-07-02,TXN,TEXAS INSTRUMENT INC,Information Technology,Semiconductors,0.0712232115826528,-0.0110296547361663,applied,policy_month_rejection,hold_replace_threshold_not_met,WDC,TXN,WDC,0.0712232115826528,1.0,0.1304903778530783,0.3426932496244022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,False
