ticker,cluster_start,n_buy_txs,n_sell_txs,n_buyers_unique,n_sellers_unique,buy_value_usd,sell_value_usd,net_value_usd,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
ST,2026-02-12,1,1,1,1,501671.04,93674.88,407996.16,-7.925846319183227,,
ST,2026-03-18,0,2,0,1,0.0,186656.53889999999,-186656.53889999999,11.766406475860048,,
STAG,2026-02-19,0,4,0,3,0.0,5346229.391799999,-5346229.391799999,-1.832460732984298,,
STE,2026-03-05,0,1,0,1,0.0,734876.5800000001,-734876.5800000001,-10.021804418480261,,
STT,2026-02-23,1,5,1,5,312475.0,7823416.5,-7510941.5,-3.6814131624198776,,
STWD,2026-04-01,0,1,0,1,0.0,120136.8978,-120136.8978,,,
STZ,2026-02-17,0,1,0,1,0.0,85345.125,-85345.125,1.5807099799062252,,
SUI,2026-02-27,0,4,0,1,0.0,1908078.0,-1908078.0,-7.51951686551775,,
SW,2026-02-18,0,4,0,3,0.0,3356064.74,-3356064.74,-24.085005903187728,,
SYF,2026-02-02,0,18,0,9,0.0,37742597.01,-37742597.01,-5.466060856395427,,
SYK,2026-02-02,0,19,0,2,0.0,181894483.241,-181894483.241,4.0669985929213,,
SYY,2026-01-27,0,2,0,2,0.0,686135.99,-686135.99,17.850059500198334,,
TAP,2026-02-20,2,0,2,0,98238.8,0.0,98238.8,-14.374353671147889,,
TDC,2026-02-11,0,5,0,3,0.0,4759757.3439,-4759757.3439,-8.45022237427301,,
TDG,2026-02-02,2,69,2,4,1221332.665,87291486.30789998,-86070153.64289998,-7.0891183434439675,,
TDG,2026-03-16,0,59,0,2,0.0,22134848.038200006,-22134848.038200006,6.744274117860138,,
TDG,2026-04-20,0,11,0,1,0.0,12817571.142800001,-12817571.142800001,,,
TDY,2026-01-28,0,6,0,2,0.0,7214783.42,-7214783.42,10.194474205382953,,
TEAM,2026-01-26,0,184,0,6,0.0,19094717.4771,-19094717.4771,-45.97343453510436,-45.692599620493354,
TECH,2026-02-17,0,1,0,1,0.0,116791.48,-116791.48,-14.800600700817611,,
TEM,2026-01-28,0,20,0,7,0.0,24547945.42,-24547945.42,-17.063313875168397,,
TEM,2026-03-02,0,8,0,3,0.0,8302398.359999999,-8302398.359999999,-20.431924882629115,,
TER,2026-02-05,0,3,0,2,0.0,616164.06,-616164.06,1.4791689894823046,,
TER,2026-04-02,0,3,0,2,0.0,273901.48,-273901.48,,,
TFSL,2026-02-03,0,8,0,4,0.0,1164985.75,-1164985.75,0.035124692658938805,,
TFSL,2026-03-12,1,0,1,0,66850.0,0.0,66850.0,9.40044411547003,,
TGT,2026-03-10,0,2,0,2,0.0,6328618.3283,-6328618.3283,2.4804394872648627,,
THC,2026-03-02,0,7,0,3,0.0,10943109.3,-10943109.3,-21.467062116212034,,
THG,2026-02-05,0,7,0,2,0.0,4586248.01,-4586248.01,1.496544239447073,,
THO,2026-03-06,1,0,1,0,229450.0,0.0,229450.0,-14.358519831597615,,
TJX,2026-03-02,0,1,0,1,0.0,4828500.0,-4828500.0,-3.6310775702090847,,
TKO,2026-01-27,0,10,0,2,0.0,1092731.85,-1092731.85,1.8230958230958327,,
TKO,2026-03-03,0,6,0,2,0.0,2284017.93,-2284017.93,-10.361842105263165,,
TKO,2026-04-06,0,5,0,1,0.0,1890225.02,-1890225.02,,,
TKR,2026-02-06,0,6,0,3,0.0,6843088.24,-6843088.24,-1.5369554576603162,,
TMO,2026-02-09,0,35,0,3,0.0,8155765.8100000005,-8155765.8100000005,-7.875393769688499,,
TMUS,2026-02-12,0,10,0,5,0.0,151066048.7,-151066048.7,3.7463014221628343,,
TNL,2026-02-20,0,9,0,4,0.0,9614800.790000001,-9614800.790000001,-9.082471492972699,,
TNL,2026-04-14,1,4,1,1,65670.0,1745163.2119999998,-1679493.2119999998,,,
TOL,2026-02-24,0,4,0,2,0.0,11891805.340900002,-11891805.340900002,-13.872759404190859,,
TOL,2026-04-15,0,1,0,1,0.0,139700.0,-139700.0,,,
TOST,2026-02-03,0,5,0,5,0.0,189565.21500000003,-189565.21500000003,-6.503807106598991,,
TOST,2026-03-12,0,6,0,6,0.0,1288042.421,-1288042.421,-11.49825783972126,,
TPL,2026-01-26,23,2,2,2,465699.71,1265346.316,-799646.6060000001,53.32622355450511,26.508906439153755,
TPL,2026-02-26,22,0,1,0,11585.400000000001,0.0,11585.400000000001,2.347638643934924,,
TPL,2026-03-30,17,0,1,0,8307.84,0.0,8307.84,,,
TPR,2026-02-09,0,14,0,6,0.0,18689878.759999998,-18689878.759999998,-2.5180802103878963,,
TREX,2026-03-02,3,0,1,0,503559.531,0.0,503559.531,-14.534041525832942,,
TRGP,2026-02-24,0,13,0,7,0.0,25470267.9581,-25470267.9581,6.13705955923578,,
TRMB,2026-02-10,0,3,0,2,0.0,1066050.6600000001,-1066050.6600000001,1.0010458688181512,,
TRMB,2026-04-14,0,3,0,2,0.0,1622792.25,-1622792.25,,,
TRU,2026-02-02,0,4,0,3,0.0,595235.0,-595235.0,0.26575550493546096,,
TRU,2026-03-06,0,3,0,3,0.0,699263.79,-699263.79,-12.039280703991839,,
TRU,2026-04-21,0,1,0,1,0.0,158640.0,-158640.0,,,
TRV,2026-02-04,0,23,0,11,0.0,43005471.235599995,-43005471.235599995,6.3872601741664425,,
TRV,2026-04-20,0,5,0,3,0.0,5864325.738600001,-5864325.738600001,,,
TSCO,2026-02-03,0,8,0,5,0.0,11959624.76,-11959624.76,-4.511136277840677,,
TSLA,2026-02-25,0,8,0,2,0.0,11592088.750999998,-11592088.750999998,-5.723288875861055,,
TSLA,2026-03-30,0,15,0,1,0.0,9273888.396000002,-9273888.396000002,,,
TT,2026-02-06,0,12,0,4,0.0,25532479.99,-25532479.99,-1.9786770606442738,,
TT,2026-04-08,0,1,0,1,0.0,3878550.0,-3878550.0,,,
TTC,2026-03-10,0,4,0,3,0.0,12783928.1,-12783928.1,-2.3053021950486086,,
TTD,2026-03-02,4,2,1,1,148101266.35999998,4655112.6,143446153.76,-7.598656591099906,,
TTEK,2026-02-04,0,1,0,1,0.0,401405.275,-401405.275,-9.956432598667364,,
TTWO,2026-02-18,0,14,0,7,0.0,15186448.669999998,-15186448.669999998,5.338628978181248,,
TTWO,2026-04-15,0,2,0,1,0.0,85763.58,-85763.58,,,
TW,2026-02-10,0,10,0,6,0.0,37453960.74170001,-37453960.74170001,6.657444233097021,,
TW,2026-03-18,0,9,0,5,0.0,4613601.5721,-4613601.5721,-3.3367678528968936,,
TWLO,2026-02-17,0,3,0,1,0.0,213954.73119999998,-213954.73119999998,12.283185840707954,,
TWLO,2026-03-31,0,16,0,3,0.0,6122637.949,-6122637.949,,,
TXN,2026-02-05,0,10,0,6,0.0,26518275.7848,-26518275.7848,-13.318679346850892,,
TXRH,2026-03-06,0,5,0,5,0.0,2218143.98,-2218143.98,-6.718464351005482,,
TXT,2026-02-13,0,8,0,5,0.0,29976794.3963,-29976794.3963,-6.97721518987342,,
TYL,2026-02-20,2,7,2,3,694152.3600000001,2658717.8894,-1964565.5294,9.591613206071026,,
U,2026-02-25,0,5,0,3,0.0,773349.9700000001,-773349.9700000001,-2.679059595407318,,
UA,2026-01-26,6,0,1,0,22632986.4971,0.0,22632986.4971,21.417069243156206,-3.5426731078904927,
UAA,2026-01-26,6,0,1,0,22632986.4971,0.0,22632986.4971,22.047244094488192,-2.3622047244094446,
UAL,2026-02-02,0,1,0,1,0.0,2022568.9999999998,-2022568.9999999998,0.21501172791245082,,
UBER,2026-02-24,2,1,1,1,1599779.96,2233605.0,-633825.04,2.2907239819004666,,
UGI,2026-02-11,0,1,0,1,0.0,488848.332,-488848.332,-2.203929899097179,,
UHS,2026-03-11,0,2,0,1,0.0,128099.08420000001,-128099.08420000001,0.7237441698386249,,
ULTA,2026-04-07,0,1,0,1,0.0,243759.08,-243759.08,,,
UNM,2026-02-18,0,4,0,4,0.0,1590765.94,-1590765.94,1.8241667809628215,,
UNP,2026-03-20,0,1,0,1,0.0,469625.07,-469625.07,7.686395080707142,,
UPS,2026-01-28,0,3,0,1,0.0,2655195.1199999996,-2655195.1199999996,8.79664179104478,,
URI,2026-02-02,1,2,1,2,53268.3304,3154694.0470000003,-3101425.7166000004,6.573664424724446,,
USB,2026-02-03,0,2,0,2,0.0,2957792.08,-2957792.08,-5.264993026499298,,
USB,2026-04-21,0,1,0,1,0.0,2280040.0,-2280040.0,,,
USFD,2026-02-18,0,3,0,2,0.0,8769633.74,-8769633.74,-8.392544537122859,,
UTHR,2026-01-26,0,27,0,4,0.0,58060475.827800006,-58060475.827800006,0.9574785686868204,20.94511024864587,
UTHR,2026-02-27,0,308,0,8,0.0,124745478.6541,-124745478.6541,3.818506751389994,,
UTHR,2026-03-30,0,326,0,5,0.0,144088204.5813,-144088204.5813,,,
UWMC,2026-01-26,0,22,0,1,0.0,69350332.91999999,-69350332.91999999,-21.243523316062184,-34.715025906735754,
UWMC,2026-02-26,0,22,0,1,0.0,67257945.02,-67257945.02,-15.144230769230782,,
UWMC,2026-03-30,0,17,0,1,0.0,63556460.48,-63556460.48,,,
V,2026-03-11,0,1,0,1,0.0,201252.87,-201252.87,-1.9527398785103123,,
VEEV,2026-03-05,0,1,0,1,0.0,200000.0,-200000.0,-7.693123938879454,,
VEEV,2026-04-10,0,1,0,1,0.0,115125.0,-115125.0,,,
VFC,2026-02-10,0,1,0,1,0.0,142241.4,-142241.4,-22.464454976303326,,
VIK,2026-03-25,0,3,0,1,0.0,7895713.69,-7895713.69,11.435255263520027,,
VIRT,2026-02-05,0,9,0,3,0.0,11720261.4547,-11720261.4547,8.434690639873077,,
VKTX,2026-03-10,1,0,1,0,149912.5,0.0,149912.5,0.17851829812556286,,
VLO,2026-03-11,0,3,0,1,0.0,1987772.3211,-1987772.3211,8.33102939821213,,
VLTO,2026-02-27,0,3,0,1,0.0,1433544.0,-1433544.0,-13.252397469904098,,
VMC,2026-02-20,0,1,0,1,0.0,345329.64,-345329.64,-14.677232953607412,,
VNO,2026-02-24,5,0,1,0,5633750.0,0.0,5633750.0,-6.8805704099821785,,
VNOM,2026-03-04,0,2,0,1,0.0,589463823.75,-589463823.75,1.3845466726216893,,
VNT,2026-02-17,0,2,0,2,0.0,688352.6847999999,-688352.6847999999,-12.778176597272061,,
VOYA,2026-02-20,0,3,0,2,0.0,999210.1059000001,-999210.1059000001,-9.768879333512492,,
VRSK,2026-02-20,3,1,3,1,449280.0,81884.0,367396.0,9.712328022187178,,
VRSK,2026-04-15,0,1,0,1,0.0,68628.0,-68628.0,,,
VRSN,2026-02-03,2,5,1,1,4905.58,275862.12,-270956.54,-4.848605577689236,,
VRSN,2026-03-10,0,3,0,1,0.0,340837.83999999997,-340837.83999999997,11.766647413152898,,
VRSN,2026-04-14,0,1,0,1,0.0,134489.88,-134489.88,,,
VRT,2026-02-26,0,64,0,6,0.0,123356257.0,-123356257.0,-3.7339334070711994,,
VRTX,2026-02-11,0,53,0,11,0.0,68476690.03,-68476690.03,3.160869940450506,,
VRTX,2026-03-27,0,2,0,2,0.0,1489550.81,-1489550.81,,,
VST,2026-03-09,0,1,0,1,0.0,1603100.0,-1603100.0,-3.132682004412224,,
VTR,2026-02-02,0,3,0,2,0.0,4670473.6678,-4670473.6678,11.368610789236522,,
VTRS,2026-03-23,0,1,0,1,0.0,283538.675,-283538.675,11.590909090909097,,
VVV,2026-02-20,0,3,0,2,0.0,304151.26,-304151.26,-15.356773526370215,,
VZ,2026-02-02,0,5,0,3,0.0,12021505.52,-12021505.52,14.263252470799625,,
W,2026-02-23,0,39,0,2,0.0,36697433.77,-36697433.77,-5.980596831634532,,
W,2026-04-02,0,1,0,1,0.0,345790.1,-345790.1,,,
WAB,2026-02-10,0,33,0,7,0.0,8904736.8731,-8904736.8731,0.5025741603334133,,
WAB,2026-04-14,0,4,0,1,0.0,16362580.129500002,-16362580.129500002,,,
WAL,2026-02-18,0,1,0,1,0.0,61292.420000000006,-61292.420000000006,-29.514952974743736,,
WAT,2026-03-06,2,0,2,0,451070.0,0.0,451070.0,-3.6439684400646377,,
WBD,2026-03-03,0,24,0,10,0.0,251957252.85000002,-251957252.85000002,-3.6491228070175463,,
WBS,2026-02-17,0,1,0,1,0.0,575260.8,-575260.8,-3.7115141290594678,,
WCC,2026-02-17,0,13,0,4,0.0,10741832.899999999,-10741832.899999999,-14.985346792575715,,
WCC,2026-03-31,1,0,1,0,372484.0,0.0,372484.0,,,
WDAY,2026-03-02,0,40,0,1,0.0,116521026.14739999,-116521026.14739999,-3.7305622009569217,,
WDAY,2026-04-06,0,17,0,5,0.0,28852982.063500002,-28852982.063500002,,,
WDC,2026-02-02,0,62,0,6,0.0,26410204.813299995,-26410204.813299995,0.15186028853455547,,
WDC,2026-03-06,0,1,0,1,0.0,2174858.35,-2174858.35,17.418831795544932,,
WDC,2026-04-21,0,1,0,1,0.0,136883.66999999998,-136883.66999999998,,,
WEC,2026-02-09,0,10,0,4,0.0,5222668.6743,-5222668.6743,2.764315203733614,,
WEX,2026-02-11,0,6,0,3,0.0,1181734.9475,-1181734.9475,-3.4156626506024024,,
WEX,2026-03-17,0,9,0,2,0.0,1273186.5699999998,-1273186.5699999998,9.35008610243,,
WFC,2026-02-20,0,3,0,3,0.0,10050000.0,-10050000.0,-11.385177572227933,,
WFRD,2026-02-06,0,7,0,4,0.0,15832272.213599999,-15832272.213599999,-9.914817749603799,,
WH,2026-03-05,0,6,0,3,0.0,2690891.1536999997,-2690891.1536999997,2.1382396817503757,,
WHR,2026-03-03,1,0,1,0,198828.8,0.0,198828.8,-15.828910396503282,,
WING,2026-02-23,0,3,0,3,0.0,884536.1087000001,-884536.1087000001,-29.763501859021034,,
WLK,2026-02-27,0,4,0,2,0.0,4065033.8499999996,-4065033.8499999996,12.906119194737897,,
WM,2026-01-30,0,20,0,12,0.0,14487538.457500001,-14487538.457500001,8.936494420293094,,
WM,2026-03-02,0,12,0,8,0.0,8552330.1783,-8552330.1783,-4.517522006311248,,
WMB,2026-02-02,0,4,0,2,0.0,3009215.37,-3009215.37,12.815938150460893,,
WMB,2026-03-11,0,3,0,3,0.0,903296.6599999999,-903296.6599999999,-1.3813651137594918,,
WMT,2026-02-02,0,24,0,8,0.0,540547836.2227999,-540547836.2227999,7.361087795870391,,
WMT,2026-03-09,0,11,0,4,0.0,751902633.6693,-751902633.6693,-1.0581583198707611,,
WMT,2026-04-15,0,5,0,3,0.0,2166606.84,-2166606.84,,,
WRB,2026-01-26,46,0,1,0,251629979.426,0.0,251629979.426,6.719308700834303,-0.8790226460071549,
WRB,2026-02-26,7,0,1,0,40239320.252299994,0.0,40239320.252299994,-8.829281922324661,,
WSM,2026-03-16,0,19,0,3,0.0,10268520.400000002,-10268520.400000002,7.69487193732985,,
WSM,2026-04-17,0,1,0,1,0.0,3000000.0,-3000000.0,,,
WTFC,2026-01-27,0,7,0,5,0.0,2503788.4499999997,-2503788.4499999997,2.376399890740233,,
WTFC,2026-03-02,0,2,0,2,0.0,662584.98,-662584.98,-7.295571289740376,,
WTW,2026-02-12,2,1,2,1,1064134.06,912008.7000000001,152125.36,3.373915527152005,,
WWD,2026-02-04,0,44,0,4,0.0,11152520.45,-11152520.45,4.154430584368329,,
WWD,2026-03-09,0,11,0,1,0.0,2847093.66,-2847093.66,0.3396630115004129,,
WY,2026-02-03,2,1,2,1,615400.0,288036.9219,327363.0781,-3.9473684210526327,,
WYNN,2026-02-05,0,24,0,1,0.0,19657355.0,-19657355.0,-11.032308904649323,,
WYNN,2026-03-10,0,23,0,1,0.0,14939270.0,-14939270.0,3.623473808586053,,
WYNN,2026-04-14,0,2,0,1,0.0,3126874.7,-3126874.7,,,
XEL,2026-03-02,0,2,0,2,0.0,1401496.09,-1401496.09,-5.032389635316692,,
XOM,2026-02-02,0,4,0,1,0.0,1519901.7149999999,-1519901.7149999999,7.376237623762383,,
XOM,2026-03-16,0,1,0,1,0.0,167934.6,-167934.6,-4.406866512938768,,
XRAY,2026-03-02,5,0,2,0,1023799.435,0.0,1023799.435,-23.705722070844693,,
XYZ,2026-02-24,0,2,0,2,0.0,742872.55,-742872.55,18.00985221674878,,
XYZ,2026-04-06,0,4,0,4,0.0,2658520.5,-2658520.5,,,
YUM,2026-02-05,0,8,0,4,0.0,3710282.89,-3710282.89,0.2694742119446092,,
YUM,2026-04-01,0,2,0,2,0.0,81407.04000000001,-81407.04000000001,,,
ZBH,2026-02-12,0,2,0,2,0.0,347339.0,-347339.0,-2.5206568350590874,,
ZBRA,2026-02-27,2,2,1,2,153705.0,36245.520000000004,117459.48,-13.781219418797608,,
ZG,2026-02-09,0,27,0,12,0.0,6335431.736799999,-6335431.736799999,-19.81651376146788,,
ZG,2026-03-24,0,2,0,2,0.0,593578.6556,-593578.6556,3.0194587340639734,,
ZION,2026-02-02,1,11,1,6,265634.55,3498688.7399999998,-3233054.19,-3.7723251543982594,,
ZM,2026-02-02,0,18,0,2,0.0,2621411.4183,-2621411.4183,-20.19543973941368,,
ZM,2026-03-10,0,1,0,1,0.0,202641.59999999998,-202641.59999999998,8.00674798858032,,
ZM,2026-04-10,0,25,0,5,0.0,9846640.115399998,-9846640.115399998,,,
ZS,2026-03-17,0,8,0,7,0.0,2385317.7892,-2385317.7892,-14.756978333008009,,
ZTS,2026-02-17,0,2,0,1,0.0,2540964.2800000003,-2540964.2800000003,-3.9242005527043045,,
