ticker,date,bull_count,bear_count,bull_delta,bear_delta,event_type,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
HIW,2026-04-01,5,0,0,-1,no_change,,,
HLI,2026-02-01,7,1,0,0,no_change,-3.6953422053231932,,
HLI,2026-03-01,7,1,0,0,no_change,-13.873114734078273,,
HLI,2026-04-01,7,1,0,0,no_change,,,
HLNE,2026-02-01,10,0,0,0,no_change,-23.9804587935429,,
HLNE,2026-03-01,10,0,0,0,no_change,-6.7181246426529455,,
HLNE,2026-04-01,10,0,0,0,no_change,,,
HLT,2026-02-01,17,0,1,0,upgrade_1,2.489028843254837,,
HLT,2026-03-01,17,1,0,1,no_change,-5.102957213419712,,
HLT,2026-04-01,17,1,0,0,no_change,,,
HOG,2026-02-01,8,2,0,0,no_change,-6.616161616161631,,
HOG,2026-03-01,8,2,0,0,no_change,8.000000000000007,,
HOG,2026-04-01,8,3,0,1,no_change,,,
HON,2026-02-01,20,1,-1,0,downgrade_1,7.177390998593514,,
HON,2026-03-01,21,1,1,0,upgrade_1,-8.255675520341565,,
HON,2026-04-01,22,1,1,0,upgrade_1,,,
HOOD,2026-02-01,26,1,2,0,upgrade_wave_2,-23.53236831523925,,
HOOD,2026-03-01,27,1,1,0,upgrade_1,-14.09360580092287,,
HOOD,2026-04-01,28,1,1,0,upgrade_1,,,
HPE,2026-02-01,14,0,1,0,upgrade_1,0.5576208178438735,,
HPE,2026-03-01,13,0,-1,0,downgrade_1,5.3097345132743445,,
HPE,2026-04-01,13,0,0,0,no_change,,,
HPQ,2026-02-01,2,10,0,3,no_change,-2.2119341563786032,,
HPQ,2026-03-01,4,11,2,1,upgrade_wave_2,0.3159557661927437,,
HPQ,2026-04-01,4,11,0,0,no_change,,,
HR,2026-02-01,10,0,0,0,no_change,10.720667063728406,,
HR,2026-03-01,10,0,0,0,no_change,-8.888888888888891,,
HR,2026-04-01,10,0,0,0,no_change,,,
HRB,2026-02-01,1,6,0,0,no_change,-20.152091254752857,,
HRB,2026-03-01,1,6,0,0,no_change,3.3311561071195372,,
HRB,2026-04-01,1,6,0,0,no_change,,,
HRL,2026-02-01,7,0,0,0,no_change,-0.040633888663133,,
HRL,2026-03-01,7,0,0,0,no_change,-10.078125000000004,,
HRL,2026-04-01,7,0,0,0,no_change,,,
HSIC,2026-02-01,12,2,0,0,no_change,6.266560678325361,,
HSIC,2026-03-01,13,2,1,0,upgrade_1,-11.761136060201483,,
HSIC,2026-04-01,13,1,0,-1,no_change,,,
HST,2026-02-01,14,0,0,0,no_change,5.774419859686986,,
HST,2026-03-01,14,0,0,0,no_change,-3.215926493108723,,
HST,2026-04-01,15,0,1,0,upgrade_1,,,
HSY,2026-02-01,10,1,1,-1,upgrade_1,20.2362002567394,,
HSY,2026-03-01,10,1,0,0,no_change,-9.619942441171492,,
HSY,2026-04-01,10,1,0,0,no_change,,,
HUBB,2026-02-01,13,0,0,0,no_change,0.11271877689880139,,
HUBB,2026-03-01,13,0,0,0,no_change,-7.732150186658327,,
HUBB,2026-04-01,13,0,0,0,no_change,,,
HUBS,2026-02-01,37,0,0,0,no_change,-1.653571428571432,,
HUBS,2026-03-01,37,0,0,0,no_change,-10.094136327549052,,
HUBS,2026-04-01,38,0,1,0,upgrade_1,,,
HUM,2026-02-01,11,1,-1,0,downgrade_1,-6.9774590163934285,,
HUM,2026-03-01,10,2,-1,1,downgrade_1,-12.879185472866583,,
HUM,2026-04-01,10,2,0,0,no_change,,,
HUN,2026-02-01,3,9,0,0,no_change,14.417744916820707,,
HUN,2026-03-01,2,9,-1,0,downgrade_1,-0.6324110671936722,,
HUN,2026-04-01,2,9,0,0,no_change,,,
HWM,2026-02-01,24,0,0,0,no_change,24.394463667820055,,
HWM,2026-03-01,24,0,0,0,no_change,-15.061135870186249,,
HWM,2026-04-01,24,0,0,0,no_change,,,
HXL,2026-02-01,8,1,0,-1,no_change,11.013162661514308,,
HXL,2026-03-01,8,0,0,-1,no_change,-16.862660481173798,,
HXL,2026-04-01,9,0,1,0,upgrade_1,,,
IAC,2026-02-01,13,0,0,0,no_change,1.8944519621109546,,
IAC,2026-03-01,13,0,0,0,no_change,2.0876826722338038,,
IAC,2026-04-01,13,0,0,0,no_change,,,
IBKR,2026-02-01,15,0,0,0,no_change,-7.318376068376054,,
IBKR,2026-03-01,15,0,0,0,no_change,-10.535187526337975,,
IBKR,2026-04-01,15,0,0,0,no_change,,,
IBM,2026-02-01,14,3,1,0,upgrade_1,-20.026084121291166,,
IBM,2026-03-01,14,2,0,-1,no_change,-1.2322551101119905,,
IBM,2026-04-01,14,2,0,0,no_change,,,
ICE,2026-02-01,17,0,0,0,no_change,-5.178961905857982,,
ICE,2026-03-01,17,0,0,0,no_change,-4.380673856089679,,
ICE,2026-04-01,18,0,1,0,upgrade_1,,,
IDA,2026-02-01,10,1,1,1,upgrade_1,8.208449431433085,,
IDA,2026-03-01,10,1,0,0,no_change,-1.284989928457314,,
IDA,2026-04-01,10,1,0,0,no_change,,,
IDXX,2026-02-01,16,0,0,0,no_change,-5.2083644065268775,,
IDXX,2026-03-01,16,0,0,0,no_change,-15.172140757997955,,
IDXX,2026-04-01,16,0,0,0,no_change,,,
IEX,2026-02-01,11,0,0,0,no_change,5.243011835809619,,
IEX,2026-03-01,12,0,1,0,upgrade_1,-12.402730701293741,,
IEX,2026-04-01,12,0,0,0,no_change,,,
IFF,2026-02-01,18,1,0,0,no_change,13.393496633720092,,
IFF,2026-03-01,19,0,1,-1,upgrade_1,-13.7054602942965,,
IFF,2026-04-01,19,0,0,0,no_change,,,
ILMN,2026-02-01,13,3,-1,0,downgrade_1,-10.531040673986602,,
ILMN,2026-03-01,15,3,2,0,upgrade_wave_2,-10.151717983043284,,
ILMN,2026-04-01,15,3,0,0,no_change,,,
INCY,2026-02-01,16,1,-1,0,downgrade_1,-1.9986009793144799,,
INCY,2026-03-01,17,1,1,0,upgrade_1,-10.802804384319142,,
INCY,2026-04-01,16,1,-1,0,downgrade_1,,,
INGM,2026-02-01,12,1,-1,0,downgrade_1,15.577651515151514,,
INGM,2026-03-01,12,1,0,0,no_change,7.974867085548576,,
INGM,2026-04-01,11,1,-1,0,downgrade_1,,,
INGR,2026-02-01,7,0,0,0,no_change,-2.6418289585097288,,
INGR,2026-03-01,7,0,0,0,no_change,-4.265281798058906,,
INGR,2026-04-01,8,0,1,0,upgrade_1,,,
INSM,2026-02-01,25,0,2,0,upgrade_wave_2,-6.291834002677376,,
INSM,2026-03-01,24,0,-1,0,downgrade_1,2.6719346413982326,,
INSM,2026-04-01,25,0,1,0,upgrade_1,,,
INSP,2026-02-01,15,0,-3,0,downgrade_wave_3,-13.169701768276598,,
INSP,2026-03-01,12,0,-3,0,downgrade_wave_3,-21.857076422260125,,
INSP,2026-04-01,11,0,-1,0,downgrade_1,,,
INTC,2026-02-01,13,5,7,-5,upgrade_wave_3,-7.25199053152571,,
INTC,2026-03-01,13,4,0,-1,no_change,-9.690857268142949,,
INTC,2026-04-01,13,4,0,0,no_change,,,
INTU,2026-02-01,32,1,1,0,upgrade_1,-13.142387557123381,,
INTU,2026-03-01,32,1,0,0,no_change,4.889616898515992,,
INTU,2026-04-01,33,0,1,-1,upgrade_1,,,
INVH,2026-02-01,16,0,-1,0,downgrade_1,-1.6835016835016758,,
INVH,2026-03-01,16,0,0,0,no_change,-5.960516324981013,,
INVH,2026-04-01,16,0,0,0,no_change,,,
IONS,2026-02-01,22,0,0,0,no_change,-4.850610862465232,,
IONS,2026-03-01,22,0,0,0,no_change,-10.63462723351819,,
IONS,2026-04-01,22,0,0,0,no_change,,,
IOT,2026-02-01,20,0,0,0,no_change,3.172905525846703,,
IOT,2026-03-01,20,0,0,0,no_change,6.020761245674744,,
IOT,2026-04-01,21,0,1,0,upgrade_1,,,
IP,2026-02-01,15,1,-1,-1,downgrade_1,4.290674603174605,,
IP,2026-03-01,14,1,-1,0,downgrade_1,-19.632606199770375,,
IP,2026-04-01,14,1,0,0,no_change,,,
IPGP,2026-02-01,10,1,0,0,no_change,42.48457959095335,,
IPGP,2026-03-01,10,1,0,0,no_change,-18.15003420232576,,
IPGP,2026-04-01,10,1,0,0,no_change,,,
IQV,2026-02-01,24,0,0,0,no_change,-24.414512274603517,,
IQV,2026-03-01,24,0,0,0,no_change,-7.074548403333147,,
IQV,2026-04-01,27,0,3,0,upgrade_wave_3,,,
IR,2026-02-01,15,0,0,0,no_change,6.330584272273199,,
IR,2026-03-01,15,0,0,0,no_change,-18.270660718079455,,
IR,2026-04-01,15,0,0,0,no_change,,,
IRDM,2026-02-01,12,1,-1,0,downgrade_1,20.48192771084336,,
IRDM,2026-03-01,12,1,0,0,no_change,11.941544885177446,,
IRDM,2026-04-01,12,1,0,0,no_change,,,
IRM,2026-02-01,13,1,0,0,no_change,16.986866384456746,,
IRM,2026-03-01,13,1,0,0,no_change,-9.904920151389273,,
IRM,2026-04-01,14,1,1,0,upgrade_1,,,
ISRG,2026-02-01,29,1,4,0,upgrade_wave_3,-1.3486176668914385,,
ISRG,2026-03-01,29,1,0,0,no_change,-10.076264622351093,,
ISRG,2026-04-01,29,1,0,0,no_change,,,
IT,2026-02-01,13,1,1,0,upgrade_1,-21.38733839034398,,
IT,2026-03-01,13,2,0,1,no_change,1.2340966921119634,,
IT,2026-04-01,13,2,0,0,no_change,,,
ITT,2026-02-01,12,0,0,0,no_change,5.551289083927569,,
ITT,2026-03-01,12,0,0,0,no_change,-10.56271923323946,,
ITT,2026-04-01,14,0,2,0,upgrade_wave_2,,,
ITW,2026-02-01,2,11,0,0,no_change,9.461838781290677,,
ITW,2026-03-01,2,11,0,0,no_change,-11.850118707635138,,
ITW,2026-04-01,2,11,0,0,no_change,,,
IVZ,2026-02-01,9,0,1,0,upgrade_1,-7.1821179919384415,,
IVZ,2026-03-01,9,0,0,0,no_change,-11.309977151561323,,
IVZ,2026-04-01,9,0,0,0,no_change,,,
J,2026-02-01,16,0,0,0,no_change,2.676327073783824,,
J,2026-03-01,16,0,0,0,no_change,-9.473378790076904,,
J,2026-04-01,16,0,0,0,no_change,,,
JAZZ,2026-02-01,21,0,0,0,no_change,13.484102377044183,,
JAZZ,2026-03-01,21,0,0,0,no_change,-3.6154089043258675,,
JAZZ,2026-04-01,21,0,0,0,no_change,,,
JBHT,2026-02-01,18,1,-1,0,downgrade_1,13.886148382004748,,
JBHT,2026-03-01,18,1,0,0,no_change,-12.27025405938048,,
JBHT,2026-04-01,18,1,0,0,no_change,,,
JBL,2026-02-01,13,0,0,0,no_change,7.188330030777013,,
JBL,2026-03-01,13,0,0,0,no_change,-6.607796520623433,,
JBL,2026-04-01,13,0,0,0,no_change,,,
JCI,2026-02-01,16,0,1,0,upgrade_1,17.03840348817709,,
JCI,2026-03-01,16,0,0,0,no_change,-12.279972279972284,,
JCI,2026-04-01,16,0,0,0,no_change,,,
JEF,2026-02-01,8,0,0,0,no_change,-26.98594311866622,,
JEF,2026-03-01,8,0,0,0,no_change,-10.720720720720712,,
JEF,2026-04-01,7,0,-1,0,downgrade_1,,,
JHG,2026-02-01,5,0,-1,0,downgrade_1,7.292748805318916,,
JHG,2026-03-01,5,0,0,0,no_change,-1.4395393474088247,,
JHG,2026-04-01,5,0,0,0,no_change,,,
JHX,2026-02-01,11,0,0,0,no_change,-0.4784688995215336,,
JHX,2026-03-01,12,0,1,0,upgrade_1,-27.802874743326498,,
JHX,2026-04-01,12,0,0,0,no_change,,,
JKHY,2026-02-01,14,0,2,0,upgrade_wave_2,-5.836727861168467,,
JKHY,2026-03-01,17,0,3,0,upgrade_wave_3,-3.7116828757848053,,
JKHY,2026-04-01,16,0,-1,0,downgrade_1,,,
JLL,2026-02-01,11,0,0,0,no_change,-13.444720739850801,,
JLL,2026-03-01,11,0,0,0,no_change,-5.878624623672957,,
JLL,2026-04-01,11,0,0,0,no_change,,,
JNJ,2026-02-01,19,0,1,0,upgrade_1,8.580858085808574,,
JNJ,2026-03-01,19,0,0,0,no_change,-2.391015577828759,,
JNJ,2026-04-01,20,0,1,0,upgrade_1,,,
JPM,2026-02-01,19,2,0,0,no_change,-1.8405309098041722,,
JPM,2026-03-01,19,0,0,-2,no_change,-5.504495504495511,,
JPM,2026-04-01,19,0,0,0,no_change,,,
KBR,2026-02-01,8,0,0,0,no_change,-4.2747021723896435,,
KBR,2026-03-01,8,0,0,0,no_change,-15.202462704238684,,
KBR,2026-04-01,8,0,0,0,no_change,,,
KD,2026-02-01,13,0,1,0,upgrade_1,-44.130434782608695,,
KD,2026-03-01,10,1,-3,1,downgrade_wave_3,1.7842660178426728,,
KD,2026-04-01,10,1,0,0,no_change,,,
KDP,2026-02-01,12,1,0,0,no_change,7.762390670553931,,
KDP,2026-03-01,12,1,0,0,no_change,-12.648612945838844,,
KDP,2026-04-01,12,1,0,0,no_change,,,
KEX,2026-02-01,9,0,0,0,no_change,13.74298827129017,,
KEX,2026-03-01,9,0,0,0,no_change,3.374422187981496,,
KEX,2026-04-01,9,0,0,0,no_change,,,
KEY,2026-02-01,15,1,0,1,no_change,-4.879182156133832,,
KEY,2026-03-01,15,0,0,-1,no_change,-6.460945033751209,,
KEY,2026-04-01,15,0,0,0,no_change,,,
KEYS,2026-02-01,15,0,0,0,no_change,39.8511533305598,,
KEYS,2026-03-01,16,0,1,0,upgrade_1,-12.33852861744703,,
KEYS,2026-04-01,16,0,0,0,no_change,,,
KHC,2026-02-01,2,8,-3,7,downgrade_wave_3,2.0219039595619215,,
KHC,2026-03-01,2,9,0,1,no_change,-9.223892726533933,,
KHC,2026-04-01,1,9,-1,0,downgrade_1,,,
KIM,2026-02-01,13,0,0,0,no_change,11.622390891840627,,
KIM,2026-03-01,13,0,0,0,no_change,-5.222929936305731,,
KIM,2026-04-01,13,0,0,0,no_change,,,
KKR,2026-02-01,22,0,0,0,no_change,-20.750918956765275,,
KKR,2026-03-01,23,0,1,0,upgrade_1,3.056569343065685,,
KKR,2026-04-01,23,0,0,0,no_change,,,
KLAC,2026-02-01,23,1,6,0,upgrade_wave_3,0.9391150888692801,,
KLAC,2026-03-01,24,1,1,0,upgrade_1,-9.312256075563285,,
KLAC,2026-04-01,24,0,0,-1,no_change,,,
KMB,2026-02-01,8,1,0,0,no_change,4.650465046504659,,
KMB,2026-03-01,8,1,0,0,no_change,-13.54091888011486,,
KMB,2026-04-01,8,1,0,0,no_change,,,
KMI,2026-02-01,17,0,0,0,no_change,11.380780583797968,,
KMI,2026-03-01,17,0,0,0,no_change,1.1421701232341208,,
KMI,2026-04-01,17,0,0,0,no_change,,,
KMPR,2026-02-01,8,2,0,1,no_change,-19.081451408272,,
KMPR,2026-03-01,2,5,-6,3,downgrade_wave_3,-6.714108910891092,,
KMPR,2026-04-01,2,5,0,0,no_change,,,
KMX,2026-02-01,2,8,0,0,no_change,-6.061966771441396,,
KMX,2026-03-01,2,8,0,0,no_change,-7.366226546212651,,
KMX,2026-04-01,2,7,0,-1,no_change,,,
KNSL,2026-02-01,9,0,1,0,upgrade_1,-0.7300191977366866,,
KNSL,2026-03-01,9,1,0,1,no_change,-13.59611979367157,,
KNSL,2026-04-01,8,2,-1,1,downgrade_1,,,
KNX,2026-02-01,17,1,0,0,no_change,11.814882032667873,,
KNX,2026-03-01,16,1,-1,0,downgrade_1,-11.856325492689134,,
KNX,2026-04-01,18,1,2,0,upgrade_wave_2,,,
KO,2026-02-01,30,0,-1,0,downgrade_1,6.055340195161074,,
KO,2026-03-01,29,0,-1,0,downgrade_1,-6.486022560078474,,
KO,2026-04-01,29,0,0,0,no_change,,,
KR,2026-02-01,20,0,1,0,upgrade_1,9.212410501193325,,
KR,2026-03-01,19,0,-1,0,downgrade_1,8.030480656506445,,
KR,2026-04-01,19,0,0,0,no_change,,,
KRC,2026-02-01,5,1,0,0,no_change,-12.99303944315544,,
KRC,2026-03-01,2,7,-3,6,downgrade_wave_3,-5.264922870556676,,
KRC,2026-04-01,6,2,4,-5,upgrade_wave_3,,,
KRMN,2026-02-01,12,1,0,1,no_change,-12.225433526011564,,
KRMN,2026-03-01,12,1,0,0,no_change,-15.083418454204978,,
KRMN,2026-04-01,15,1,3,0,upgrade_wave_3,,,
KVUE,2026-02-01,1,4,-6,3,downgrade_wave_3,4.31034482758621,,
KVUE,2026-03-01,1,4,0,0,no_change,-9.832635983263616,,
KVUE,2026-04-01,1,4,0,0,no_change,,,
L,2022-11-01,0,4,0,0,no_change,,,
L,2022-12-01,0,4,0,0,no_change,,,
L,2023-01-01,0,4,0,0,no_change,,,
LAD,2026-02-01,15,0,0,0,no_change,-15.916398713826375,,
LAD,2026-03-01,13,0,-2,0,downgrade_wave_2,-12.050218184419482,,
LAD,2026-04-01,15,0,2,0,upgrade_wave_2,,,
LAMR,2026-02-01,7,0,0,0,no_change,8.393733925648817,,
LAMR,2026-03-01,7,0,0,0,no_change,-10.185857412516341,,
LAMR,2026-04-01,7,0,0,0,no_change,,,
LAZ,2026-02-01,8,2,1,0,upgrade_1,-8.48845867460909,,
LAZ,2026-03-01,8,2,0,0,no_change,-20.29644268774704,,
LAZ,2026-04-01,8,2,0,0,no_change,,,
LBRDA,2026-02-01,8,0,0,0,no_change,11.26613910870471,,
LBRDA,2026-03-01,8,0,0,0,no_change,-5.844631733235617,,
LBRDA,2026-04-01,8,0,0,0,no_change,,,
LBRDK,2026-02-01,8,0,0,0,no_change,11.05799210143421,,
LBRDK,2026-03-01,8,0,0,0,no_change,-5.768174327046327,,
LBRDK,2026-04-01,8,0,0,0,no_change,,,
LBTYA,2026-02-01,10,0,0,0,no_change,13.796212804328212,,
LBTYA,2026-03-01,10,0,0,0,no_change,-4.94505494505495,,
LBTYA,2026-04-01,10,0,0,0,no_change,,,
LBTYK,2026-02-01,10,0,0,0,no_change,11.46209386281587,,
LBTYK,2026-03-01,10,0,0,0,no_change,-4.390243902439028,,
LBTYK,2026-04-01,10,0,0,0,no_change,,,
LCID,2026-02-01,1,5,0,-1,no_change,-8.672086720867211,,
LCID,2026-03-01,1,5,0,0,no_change,-8.499999999999996,,
LCID,2026-04-01,2,6,1,1,upgrade_1,,,
LDOS,2026-02-01,13,0,-2,0,downgrade_wave_2,-4.052475037178671,,
LDOS,2026-03-01,13,0,0,0,no_change,-11.941747572815531,,
LDOS,2026-04-01,12,0,-1,0,downgrade_1,,,
LEA,2026-02-01,8,0,0,0,no_change,5.56836621402339,,
LEA,2026-03-01,9,0,1,0,upgrade_1,-11.276190476190473,,
LEA,2026-04-01,9,0,0,0,no_change,,,
LECO,2026-02-01,12,2,0,0,no_change,5.551158846806081,,
LECO,2026-03-01,12,2,0,0,no_change,-14.903326946524997,,
LECO,2026-04-01,10,2,-2,0,downgrade_wave_2,,,
LEN,2026-02-01,3,12,-2,0,downgrade_wave_2,-0.8596250571559216,,
LEN,2026-03-01,3,12,0,0,no_change,-25.77824414130815,,
LEN,2026-04-01,2,12,-1,0,downgrade_1,,,
LFUS,2026-02-01,8,0,1,0,upgrade_1,6.578947368421062,,
LFUS,2026-03-01,8,0,0,0,no_change,-9.121602451341992,,
LFUS,2026-04-01,8,0,0,0,no_change,,,
LH,2026-02-01,23,0,0,0,no_change,4.224366529169132,,
LH,2026-03-01,23,0,0,0,no_change,-8.82332595462092,,
LH,2026-04-01,23,0,0,0,no_change,,,
LHX,2026-02-01,19,0,-1,0,downgrade_1,7.3355694910310465,,
LHX,2026-03-01,19,0,0,0,no_change,-6.75097383003237,,
LHX,2026-04-01,19,0,0,0,no_change,,,
LII,2026-02-01,9,2,0,0,no_change,11.557728043952498,,
LII,2026-03-01,9,2,0,0,no_change,-22.098817419377482,,
LII,2026-04-01,9,2,0,0,no_change,,,
LIN,2026-02-01,26,1,0,0,no_change,9.784012079567583,,
LIN,2026-03-01,24,1,-2,0,downgrade_wave_2,-1.735947094945678,,
LIN,2026-04-01,25,1,1,0,upgrade_1,,,
LINE,2026-02-01,10,3,0,0,no_change,11.985438252590308,,
LINE,2026-03-01,10,3,0,0,no_change,-21.421520236920045,,
LINE,2026-04-01,10,3,0,0,no_change,,,
LITE,2026-02-01,23,0,0,0,no_change,77.22284605961617,,
LITE,2026-03-01,24,0,1,0,upgrade_1,-6.580017405943705,,
LITE,2026-04-01,24,0,0,0,no_change,,,
LKQ,2026-02-01,11,0,0,0,no_change,-1.9178082191780854,,
LKQ,2026-03-01,11,0,0,0,no_change,-12.745394140742972,,
LKQ,2026-04-01,11,0,0,0,no_change,,,
LLY,2026-02-01,27,0,-1,0,downgrade_1,-2.8366195825097695,,
LLY,2026-03-01,30,0,3,0,upgrade_wave_3,-15.71878059677373,,
LLY,2026-04-01,30,1,0,1,no_change,,,
LLYVA,2026-02-01,16,0,0,0,no_change,19.990054699154648,,
LLYVA,2026-03-01,16,0,0,0,no_change,-9.42910140148393,,
LLYVA,2026-04-01,17,0,1,0,upgrade_1,,,
LLYVK,2026-02-01,16,0,0,0,no_change,19.980624848631635,,
LLYVK,2026-03-01,16,0,0,0,no_change,-9.643753135975919,,
LLYVK,2026-04-01,17,0,1,0,upgrade_1,,,
LMT,2026-02-01,12,1,1,0,upgrade_1,5.297846173252196,,
LMT,2026-03-01,11,1,-1,0,downgrade_1,-9.042973498662777,,
LMT,2026-04-01,11,1,0,0,no_change,,,
LNC,2026-02-01,3,8,-3,6,downgrade_wave_3,-18.096611391492434,,
LNC,2026-03-01,6,2,3,-6,upgrade_wave_3,-0.641399416909616,,
LNC,2026-04-01,8,2,2,0,upgrade_wave_2,,,
LNG,2026-02-01,25,0,1,0,upgrade_1,16.334152798789713,,
LNG,2026-03-01,24,0,-1,0,downgrade_1,24.56624103847622,,
LNG,2026-04-01,26,0,2,0,upgrade_wave_2,,,
LNT,2026-02-01,11,0,1,-1,upgrade_1,9.588833257472329,,
LNT,2026-03-01,11,0,0,0,no_change,-1.1750069118053763,,
LNT,2026-04-01,12,0,1,0,upgrade_1,,,
LOAR,2026-02-01,11,0,0,0,no_change,5.87634878973462,,
LOAR,2026-03-01,11,0,0,0,no_change,-21.938126854075445,,
LOAR,2026-04-01,11,0,0,0,no_change,,,
LOPE,2026-02-01,8,0,0,0,no_change,-4.544408651633692,,
LOPE,2026-03-01,7,0,-1,0,downgrade_1,5.613880681461003,,
LOPE,2026-04-01,7,0,0,0,no_change,,,
LOW,2026-02-01,27,1,1,0,upgrade_1,-3.504830375196588,,
LOW,2026-03-01,26,1,-1,0,downgrade_1,-12.091317987678107,,
LOW,2026-04-01,26,1,0,0,no_change,,,
LPLA,2026-02-01,16,0,0,0,no_change,-15.98902606310013,,
LPLA,2026-03-01,16,0,0,0,no_change,-0.06658232904986905,,
LPLA,2026-04-01,16,0,0,0,no_change,,,
LPX,2026-02-01,10,2,0,0,no_change,-1.2897062335801235,,
LPX,2026-03-01,11,2,1,0,upgrade_1,-17.075761151758318,,
LPX,2026-04-01,11,2,0,0,no_change,,,
LRCX,2026-02-01,30,0,2,0,upgrade_wave_2,-6.934806819155314,,
LRCX,2026-03-01,31,0,1,0,upgrade_1,-14.519645987429985,,
LRCX,2026-04-01,31,0,0,0,no_change,,,
LSCC,2026-02-01,19,1,1,0,upgrade_1,16.09538002980626,,
LSCC,2026-03-01,19,1,0,0,no_change,-10.771805061702588,,
LSCC,2026-04-01,19,1,0,0,no_change,,,
LSTR,2026-02-01,7,1,6,-3,upgrade_wave_3,9.333154793786825,,
LSTR,2026-03-01,7,1,0,0,no_change,-3.6759742252224448,,
LSTR,2026-04-01,7,1,0,0,no_change,,,
LULU,2026-02-01,8,1,0,0,no_change,-0.1318051575931123,,
LULU,2026-03-01,8,1,0,0,no_change,-21.245342118053667,,
LULU,2026-04-01,8,1,0,0,no_change,,,
LUV,2026-02-01,12,5,2,-1,upgrade_wave_2,0.48400673400672556,,
LUV,2026-03-01,14,5,2,0,upgrade_wave_2,-26.32967925294356,,
LUV,2026-04-01,14,5,0,0,no_change,,,
LVS,2026-02-01,19,0,0,0,no_change,5.632467286174858,,
LVS,2026-03-01,19,0,0,0,no_change,-8.991537376586745,,
LVS,2026-04-01,19,0,0,0,no_change,,,
LW,2026-02-01,11,0,0,0,no_change,2.1336816895275446,,
LW,2026-03-01,11,0,0,0,no_change,-15.023863872172639,,
LW,2026-04-01,11,0,0,0,no_change,,,
LYB,2026-02-01,1,10,-2,0,downgrade_wave_2,18.795918367346932,,
LYB,2026-03-01,1,10,0,0,no_change,43.21974965229485,,
LYB,2026-04-01,9,3,8,-7,upgrade_wave_3,,,
LYFT,2026-02-01,19,2,0,0,no_change,-21.69531713100178,,
LYFT,2026-03-01,19,2,0,0,no_change,-8.59826589595375,,
LYFT,2026-04-01,19,2,0,0,no_change,,,
LYV,2026-02-01,21,1,-1,0,downgrade_1,11.426607081471296,,
LYV,2026-03-01,23,1,2,0,upgrade_wave_2,-8.29530035771555,,
LYV,2026-04-01,25,1,2,0,upgrade_wave_2,,,
M,2026-02-01,2,6,0,0,no_change,-8.691308691308686,,
M,2026-03-01,2,6,0,0,no_change,-11.122345803842283,,
M,2026-04-01,7,1,5,-5,upgrade_wave_3,,,
MA,2026-02-01,41,0,2,0,upgrade_wave_2,-2.685647469329411,,
MA,2026-03-01,43,0,2,0,upgrade_wave_2,-4.487538910693923,,
MA,2026-04-01,43,0,0,0,no_change,,,
MAA,2026-02-01,14,2,0,0,no_change,-0.5435591958302455,,
MAA,2026-03-01,13,3,-1,1,downgrade_1,-9.069176751830277,,
MAA,2026-04-01,13,3,0,0,no_change,,,
MAN,2026-02-01,6,1,0,0,no_change,-22.791081750619313,,
MAN,2026-03-01,7,1,1,0,upgrade_1,6.2924562030747255,,
MAN,2026-04-01,7,0,0,-1,no_change,,,
MANH,2026-02-01,15,0,1,0,upgrade_1,-1.821071452221712,,
MANH,2026-03-01,15,0,0,0,no_change,-3.669792512737202,,
MANH,2026-04-01,15,0,0,0,no_change,,,
MAR,2026-02-01,16,1,1,0,upgrade_1,6.536631779257851,,
MAR,2026-03-01,16,1,0,0,no_change,-6.560735083252867,,
MAR,2026-04-01,16,1,0,0,no_change,,,
MAS,2026-02-01,10,1,0,0,no_change,2.935391133303078,,
MAS,2026-03-01,11,1,1,0,upgrade_1,-18.179279530857308,,
MAS,2026-04-01,11,1,0,0,no_change,,,
MASI,2026-02-01,12,0,0,0,no_change,27.692419718925223,,
MASI,2026-03-01,7,0,-5,0,downgrade_wave_3,1.1234673510122528,,
MASI,2026-04-01,6,0,-1,0,downgrade_1,,,
MAT,2026-02-01,12,0,-1,0,downgrade_1,-22.73815222594543,,
MAT,2026-03-01,11,1,-1,1,downgrade_1,-16.460176991150444,,
MAT,2026-04-01,12,1,1,0,upgrade_1,,,
MCD,2026-02-01,23,2,1,0,upgrade_1,5.450793650793662,,
MCD,2026-03-01,25,2,2,0,upgrade_wave_2,-9.53791121796752,,
MCD,2026-04-01,24,2,-1,0,downgrade_1,,,
MCHP,2026-02-01,26,0,2,0,upgrade_wave_2,-5.966807165437304,,
MCHP,2026-03-01,27,0,1,0,upgrade_1,-19.533762057877812,,
MCHP,2026-04-01,26,0,-1,0,downgrade_1,,,
MCK,2026-02-01,19,0,0,0,no_change,19.788019874640582,,
MCK,2026-03-01,19,0,0,0,no_change,-12.880683026626283,,
MCK,2026-04-01,19,0,0,0,no_change,,,
MCO,2026-02-01,18,0,0,0,no_change,-9.942586701838763,,
MCO,2026-03-01,21,0,3,0,upgrade_wave_3,-9.535375531313461,,
MCO,2026-04-01,22,0,1,0,upgrade_1,,,
MDB,2026-02-01,35,0,0,0,no_change,-31.939245415129403,,
MDB,2026-03-01,35,0,0,0,no_change,-28.392242822784432,,
MDB,2026-04-01,36,0,1,0,upgrade_1,,,
MDLZ,2026-02-01,24,0,0,0,no_change,0.5130836326321164,,
