variant_id,status,style,target_stock_names,single_name_cap,cagr,max_dd,sharpe,trade_count,avg_cash_weight,target_distance,valid_for_production,reason
leader_onset_shadow_N7_cap0.4,completed,leader_onset_shadow,7,0.4,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.4346983954252281,True,
leader_onset_shadow_N7_cap0.5,completed,leader_onset_shadow,7,0.5,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.4346983954252281,True,
rs_heavy_N7_cap0.25,completed,rs_heavy,7,0.25,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.44544394322111563,True,
rs_heavy_N7_cap0.33,completed,rs_heavy,7,0.33,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.44544394322111563,True,
rs_heavy_N7_cap0.4,completed,rs_heavy,7,0.4,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.44544394322111563,True,
rs_heavy_N7_cap0.5,completed,rs_heavy,7,0.5,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.44544394322111563,True,
rs_heavy_N4_cap0.33,completed,rs_heavy,4,0.33,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.44704690982106393,True,
rs_heavy_N4_cap0.4,completed,rs_heavy,4,0.4,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.44704690982106393,True,
rs_heavy_N4_cap0.5,completed,rs_heavy,4,0.5,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.44704690982106393,True,
rs_heavy_N4_cap0.25,completed,rs_heavy,4,0.25,0.17483274012677796,-0.30686931836966014,0.7092178194892823,563,0.0005217540359548399,0.4520365782428822,True,
monster_heavy_N3_cap0.25,completed,monster_heavy,3,0.25,0.13776443396146365,-0.2807627409915078,0.6719296933456318,429,0.24865628514368016,0.46299830703004413,True,
leader_onset_shadow_N2_cap0.25,completed,leader_onset_shadow,2,0.25,0.08243136767771575,-0.2408053003157664,0.4723552121738974,298,0.49858679355096686,0.47837393263805067,True,
future_heavy_N4_cap0.33,completed,future_heavy,4,0.33,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.4807307229611703,True,
future_heavy_N4_cap0.4,completed,future_heavy,4,0.4,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.4807307229611703,True,
future_heavy_N4_cap0.5,completed,future_heavy,4,0.5,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.4807307229611703,True,
future_heavy_N4_cap0.25,completed,future_heavy,4,0.25,0.1510325265076693,-0.3145406955636987,0.6249132978435421,562,0.0006679369154633638,0.4835081690560294,True,
future_heavy_N7_cap0.25,completed,future_heavy,7,0.25,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.48768121546014537,True,
future_heavy_N7_cap0.33,completed,future_heavy,7,0.33,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.48768121546014537,True,
future_heavy_N7_cap0.4,completed,future_heavy,7,0.4,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.48768121546014537,True,
future_heavy_N7_cap0.5,completed,future_heavy,7,0.5,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.48768121546014537,True,
monster_heavy_N3_cap0.4,completed,monster_heavy,3,0.4,0.18274778685396487,-0.3587966054435284,0.7196919058556581,430,0.0005275693124451345,0.49604881858956357,True,
monster_heavy_N3_cap0.5,completed,monster_heavy,3,0.5,0.18274778685396487,-0.3587966054435284,0.7196919058556581,430,0.0005275693124451345,0.49604881858956357,True,
monster_heavy_N3_cap0.33,completed,monster_heavy,3,0.33,0.17959195277477513,-0.35827064842003775,0.712030612975297,434,0.00885222146567129,0.4986786956452626,True,
leader_onset_shadow_N3_cap0.25,completed,leader_onset_shadow,3,0.25,0.12599556765403808,-0.30937069837887476,0.6120078378929472,450,0.24882508801518616,0.5033751307248366,True,
monster_heavy_N4_cap0.33,completed,monster_heavy,4,0.33,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.5136988445629764,True,
monster_heavy_N4_cap0.4,completed,monster_heavy,4,0.4,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.5136988445629764,True,
monster_heavy_N4_cap0.5,completed,monster_heavy,4,0.5,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.5136988445629764,True,
monster_heavy_N4_cap0.25,completed,monster_heavy,4,0.25,0.16290850024362435,-0.36099962916843864,0.6654727609581758,562,0.0007874088532514763,0.5180911289248142,True,
leader_onset_shadow_N2_cap0.33,completed,leader_onset_shadow,2,0.33,0.10661728678029525,-0.30733312367607246,0.5203461929561735,299,0.3383841676729904,0.5207158368957772,True,
future_heavy_N5_cap0.25,completed,future_heavy,5,0.25,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.5212796307312844,True,
future_heavy_N5_cap0.33,completed,future_heavy,5,0.33,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.5212796307312844,True,
future_heavy_N5_cap0.4,completed,future_heavy,5,0.4,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.5212796307312844,True,
future_heavy_N5_cap0.5,completed,future_heavy,5,0.5,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.5212796307312844,True,
leader_onset_shadow_N4_cap0.33,completed,leader_onset_shadow,4,0.33,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.5415278390091254,True,
leader_onset_shadow_N4_cap0.4,completed,leader_onset_shadow,4,0.4,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.5415278390091254,True,
leader_onset_shadow_N4_cap0.5,completed,leader_onset_shadow,4,0.5,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.5415278390091254,True,
leader_onset_shadow_N4_cap0.25,completed,leader_onset_shadow,4,0.25,0.17489488437553335,-0.39789237693450563,0.7104636429870174,582,0.0005401872695627329,0.5429974925589722,True,
leader_onset_shadow_N3_cap0.33,completed,leader_onset_shadow,3,0.33,0.16341917511306892,-0.3905892550728588,0.6512952539056662,450,0.00871716973423911,0.5471700799597898,True,
leader_onset_shadow_N3_cap0.4,completed,leader_onset_shadow,3,0.4,0.16485056143000087,-0.393135107077327,0.652859178387155,449,0.0003500409120406691,0.5482845456473262,True,
leader_onset_shadow_N3_cap0.5,completed,leader_onset_shadow,3,0.5,0.16485056143000087,-0.393135107077327,0.652859178387155,449,0.0003500409120406691,0.5482845456473262,True,
monster_heavy_N5_cap0.25,completed,monster_heavy,5,0.25,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.5526948243631169,True,
monster_heavy_N5_cap0.33,completed,monster_heavy,5,0.33,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.5526948243631169,True,
monster_heavy_N5_cap0.4,completed,monster_heavy,5,0.4,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.5526948243631169,True,
monster_heavy_N5_cap0.5,completed,monster_heavy,5,0.5,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.5526948243631169,True,
leader_onset_shadow_N2_cap0.4,completed,leader_onset_shadow,2,0.4,0.12657897875333224,-0.3616130183816495,0.5468299354313725,299,0.1983428105457572,0.5550340396283173,True,
monster_heavy_N7_cap0.25,completed,monster_heavy,7,0.25,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.5773647660623626,True,
monster_heavy_N7_cap0.33,completed,monster_heavy,7,0.33,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.5773647660623626,True,
monster_heavy_N7_cap0.4,completed,monster_heavy,7,0.4,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.5773647660623626,True,
monster_heavy_N7_cap0.5,completed,monster_heavy,7,0.5,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.5773647660623626,True,
leader_onset_shadow_N2_cap0.5,completed,leader_onset_shadow,2,0.5,0.1523837681493525,-0.433805118732428,0.5705874907921928,298,0.00039786788307124296,0.6014213505830754,True,
