rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,gross_return,original_gross_return,cost,net_return,return_delta,risk_exit_count,n_positions
2022-09-30,-0.08,4,score_power,1,0.14362806151026847,0.14362806151026847,0.0012062579749712297,0.14242180353529724,0.0,0,4
2022-10-31,-0.08,4,score_power,1,0.021749668748958263,0.021749668748958263,0.0012074457599758957,0.020542222988982367,0.0,0,4
2022-11-30,-0.08,4,score_power,1,-0.037793770633034865,-0.038298505013972764,0.003039784710829948,-0.04083355534386481,0.000504734380937899,1,4
2022-12-30,-0.08,4,score_power,1,0.05506959939906607,0.05506959939906607,0.0023238698031690357,0.05274572959589703,0.0,0,4
2023-01-31,-0.08,4,score_power,1,-0.005135306626332008,-0.005135306626332008,0.0034860795859361087,-0.008621386212268116,0.0,0,4
2023-02-28,-0.08,4,score_power,1,0.05781291268240615,0.05781291268240615,0.0028170711735422387,0.05499584150886391,0.0,0,4
2023-03-31,-0.08,4,score_power,1,0.010804256549296565,0.010804256549296565,0.00040893173653126785,0.010395324812765297,0.0,0,4
2023-04-28,-0.08,4,score_power,1,0.08818197767028159,0.08092800791131832,0.0021927320539261563,0.08598924561635543,0.007253969758963266,1,4
2023-05-31,-0.08,4,score_power,1,0.06462557768676713,0.06462557768676713,0.0028928365994388434,0.06173274108732829,0.0,0,4
2023-06-30,-0.08,4,score_power,1,-0.004846495453795177,-0.004846495453795177,0.002048646040871989,-0.006895141494667165,0.0,0,4
2023-07-31,-0.08,4,score_power,1,0.029576842869667753,0.029576842869667753,0.0037268697388194412,0.025849973130848313,0.0,0,4
2023-08-31,-0.08,4,score_power,1,-0.05969794886516076,-0.0751180028485475,0.0031838053691647977,-0.06288175423432556,0.015420053983386736,2,4
2023-09-29,-0.08,4,score_power,1,-0.01949877488217665,-0.01949877488217665,0.001030162760877409,-0.02052893764305406,0.0,0,4
2023-10-31,-0.08,4,score_power,1,0.028600251295308687,0.028600251295308687,0.004064926974172887,0.0245353243211358,0.0,0,4
2023-11-30,-0.08,4,score_power,1,0.09215429655799988,0.09215429655799988,0.005,0.08715429655799987,0.0,0,4
2023-12-29,-0.08,4,score_power,1,0.057573246679546955,0.057573246679546955,0.002581100783117865,0.05499214589642909,0.0,0,4
2024-01-31,-0.08,4,score_power,1,0.24351654372623713,0.24338253249557104,0.0023788963608437504,0.24113764736539336,0.00013401123066608678,1,4
2024-02-29,-0.08,4,score_power,1,0.11804432095954555,0.11804432095954555,0.001302449062460114,0.11674187189708543,0.0,0,4
2024-03-28,-0.08,4,score_power,1,-0.05329984165205564,-0.09908902603783479,0.0019012756895522604,-0.0552011173416079,0.04578918438577915,1,4
2024-04-30,-0.08,4,score_power,1,0.04764359985208864,0.04764359985208864,0.005,0.04264359985208864,0.0,0,4
2024-05-31,-0.08,4,score_power,1,-0.028496006325463938,-0.032132551666313076,0.00196813847802803,-0.030464144803491966,0.0036365453408491386,1,4
2024-06-28,-0.08,4,score_power,1,0.0013045376648536944,0.0013045376648536944,0.002815855022566503,-0.0015113173577128085,0.0,0,4
2024-07-31,-0.08,4,score_power,1,0.039596552372462235,0.039596552372462235,0.0036133660377118022,0.035983186334750436,0.0,0,4
2024-08-30,-0.08,4,score_power,1,0.09190274757106885,0.08131630329568393,0.003786469767530809,0.08811627780353805,0.010586444275384924,1,4
2024-09-30,-0.08,4,score_power,1,0.04793131025234738,0.04793131025234738,0.0017169368736047036,0.04621437337874267,0.0,0,4
2024-10-31,-0.08,4,score_power,1,0.09932249216286394,0.09932249216286394,0.003691822145591451,0.09563067001727249,0.0,0,4
2024-11-29,-0.08,4,score_power,1,-0.021797776914804667,-0.03493972010910403,0.0014282035806688156,-0.023225980495473482,0.013141943194299364,1,4
2024-12-31,-0.08,4,score_power,1,0.010188013012189216,0.010188013012189216,0.003691176305587053,0.006496836706602163,0.0,0,4
2025-01-31,-0.08,4,score_power,1,0.012489933255832818,0.011687355284734306,0.0011474986811385304,0.011342434574694287,0.0008025779710985129,1,4
2025-02-28,-0.08,4,score_power,1,-0.039635252271987824,-0.046008775263703706,0.004261889351357837,-0.04389714162334566,0.0063735229917158825,2,4
2025-03-31,-0.08,4,score_power,1,-0.021424112765676254,-0.02384161233302657,0.0019406262983971243,-0.023364739064073378,0.002417499567350316,1,4
2025-04-30,-0.08,4,score_power,1,0.03634141173920587,0.03634141173920587,0.0018384045577815604,0.03450300718142431,0.0,0,4
2025-05-30,-0.08,4,score_power,1,0.034924435903843566,0.034924435903843566,0.001644734862317974,0.03327970104152559,0.0,0,4
2025-06-30,-0.08,4,score_power,1,0.030234114109945028,0.028062198853046075,0.0020135388368257567,0.02822057527311927,0.0021719152568989535,1,4
2025-07-31,-0.08,4,score_power,1,-0.0016853799651981296,-0.0016853799651981296,0.002406968951699789,-0.004092348916897919,0.0,0,4
2025-08-29,-0.08,4,score_power,1,-0.015501141196102325,-0.015501141196102325,0.005,-0.020501141196102326,0.0,0,4
2025-09-30,-0.08,4,score_power,1,0.09410071405063743,0.09410071405063743,0.0036112286972315873,0.09048948535340584,0.0,0,4
2025-10-31,-0.08,4,score_power,1,-0.010434718854564672,-0.026299809955297834,0.002975332489472262,-0.013410051344036934,0.015865091100733163,1,4
2025-11-28,-0.08,4,score_power,1,0.10896470685530675,0.10896470685530675,0.0037939972070512302,0.10517070964825552,0.0,0,4
2025-12-31,-0.08,4,score_power,1,0.15071138519604454,0.15071138519604454,0.0012727717702068076,0.14943861342583772,0.0,0,4
2026-01-30,-0.08,4,score_power,1,0.03630554076352754,0.03630554076352754,0.005,0.03130554076352754,0.0,0,4
2026-02-27,-0.08,4,score_power,1,0.036159992421287736,0.036159992421287736,0.005,0.031159992421287735,0.0,0,4
