as_of_date,snapshot_semantics,portfolio,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,CIEN,120.0,479.5,57540.0,0.0680885842753225,11675.762834411602,27834.19490116502,2026-03-02,2026-05-01,116.0,406.685001373291,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,MU,40.0,1132.3299560546875,45293.1982421875,0.0535966240113325,26786.75494958185,24108.62811442114,2026-01-02,2026-05-01,175.0,468.4602241516113,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,LITE,46.0,816.97998046875,37581.0791015625,0.0444706720814094,23793.32501140768,73371.17458263224,2026-02-02,2026-05-01,144.0,457.7576207699983,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,ON,382.0,90.6500015258789,34628.30058288574,0.0409765721680399,-4729.158950805664,542.539843282699,2026-05-01,2026-05-01,56.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,PWR,49.0,687.8699951171875,33705.62976074219,0.0398847516947708,-2662.6613159179688,1155.741098403931,2026-05-01,2026-05-01,56.0,742.2100219726562,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,FIX,12.0,1854.22998046875,22250.759765625,0.0263299049616217,-144.70458984375,0.0,2026-05-01,2026-05-01,56.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,COHR,53.0,380.55999755859375,20169.67987060547,0.0238673087882516,5423.35986328125,8409.024634742736,2025-12-01,2026-05-01,207.0,298.6716988041716,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,TER,28.0,436.8599853515625,12232.07958984375,0.0144745391382608,6131.215667319038,14458.424460444716,2026-01-02,2026-03-02,175.0,275.00180925641735,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,equity,KEYS,20.0,328.6600036621094,6573.200073242188,0.0077782392621742,307.80029296875,-3842.351412124634,2026-03-02,2026-03-02,116.0,313.2699890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
2026-06-26,current_broker_ledger_mark_to_market,main,main,cash,CASH,0.0,1.0,133338.06219984175,0.1577824102398701,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `no_big_cash_without_second_confirmation`.,yellow,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3527588626928815,-0.2425252462433768,1.268144735016011,0.2654404806229542,missing,0.3082181050552617,-0.251883404170825,0
