portfolio,ticker,current_weight,target_weight,canonical_target_weight,replay_retention_weight,selected_vs_retained,lane,theme,sector,subindustry,leader_state,selection_reason,hold_reason,risk_reason,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_smh_soxx_if_applicable,valuation_flag,quality_flag,evidence_flag,top7_score,form4_score,etf_score,gate_status,is_new_buy_signal,is_replay_retention,data_pit_status,membership_pit_status
main,AMAT,0.0,0.0504,0.0504,0.0,new_target_candidate,,,Information Technology,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,AMD,0.0,0.0504,0.0504,0.0,new_target_candidate,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,risk_on_or_reentry,0.6710792197305764,0.4560369209282562,0.3278933439692058,0.6121870526340327,0.4223290013276972,0.3217167507916887,0.3910296473413817,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,True,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,CASH,0.1577824102398701,0.2937097824842989,0.2937097824842989,0.1577824102398701,cash_position,CASH,,Cash,,yellow,cash_from_main_defense_review_balanced_new_entry_block,nan,yellow,,,,,,,-999.0,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,nan,False,True,unknown_pit_available_from,unknown_membership_pit
main,CAT,0.0,0.0520646864053424,0.0520646864053424,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,CIEN,0.0680885842753225,0.0,0.0,0.0680885842753225,replay_retained_holding,MARKET_LEADER,,Information Technology,Communication Equipment,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.3082504943028583,1.0537437834495564,1.7288831628883865,0.2493583272063146,1.0200358638489977,1.7227065697108694,1.7920194662605624,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,COHR,0.0238673087882516,0.0,0.0,0.0238673087882516,replay_retained_holding,MARKET_LEADER,,Information Technology,Other,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.318368700664204,0.4653792915618706,1.3459509943505727,0.2594765335676603,0.4316713719613116,1.3397744011730557,1.4090872977227489,missing_or_neutral,missing_or_neutral,positive_evidence,,0.0,0.0,rejected,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,COHU,0.0,0.0288,0.0288,0.0,new_target_candidate,,,Information Technology,,,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,CRS,0.0,0.0219307667110498,0.0219307667110498,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,DVA,0.0,0.0331384711440941,0.0331384711440941,0.0,new_target_candidate,,,Health Care,,,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,EXEL,0.0,0.032085503654278,0.032085503654278,0.0,new_target_candidate,,,Health Care,,,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,FIX,0.0263299049616217,0.0,0.0,0.0263299049616217,replay_retained_holding,MARKET_LEADER,,Industrials,Construction & Engineering,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,yellow,0.3082223804262265,0.5707159429371691,0.8493955815763135,0.2493302133296828,0.5370080233366101,0.8432189883987964,0.9125318849484894,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,GE,0.0,0.0208429933697296,0.0208429933697296,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=cyclical_recovery,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,GOOGL,0.0,0.0655438662887098,0.0655438662887098,0.0,new_target_candidate,,,Communication,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=compounder,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,KEYS,0.0077782392621742,0.0,0.0,0.0077782392621742,replay_retained_holding,MARKET_LEADER,,Information Technology,Other,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.1616268697353919,0.5760751423213981,0.9321309225195108,0.1027347026388483,0.5423672227208391,0.9259543293419938,0.9952672258916868,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,KIM,0.0,0.0288,0.0288,0.0,new_target_candidate,,,Real Estate,,,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,KLAC,0.0,0.0288,0.0288,0.0,new_target_candidate,,,Information Technology,,,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,LITE,0.0444706720814094,0.0,0.0,0.0444706720814094,replay_retained_holding,MARKET_LEADER,,Information Technology,Communication Equipment,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.2408554446504478,1.2613692730169628,3.4455329881345045,0.1819632775539041,1.2276613534164038,3.439356394956987,3.5086692915066804,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,unknown_pit_available_from,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,LRCX,0.0,0.0504,0.0504,0.0,new_target_candidate,,,Information Technology,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,MRVL,0.1136433214541247,0.0,0.0,0.1136433214541247,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,yellow,0.7445324516623273,1.0522654271547724,0.8037661681980737,0.6856402845657836,1.0185575075542137,0.7975895750205566,0.8669024715702496,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,MU,0.0535966240113325,0.0,0.0,0.0535966240113325,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.4699109135091779,0.2056453144823038,1.2474135312817536,0.4110187464126342,0.1719373948817448,1.2412369381042363,1.3105498346539295,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,NVT,0.0,0.0214313554095679,0.0214313554095679,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,ON,0.0409765721680399,0.0,0.0,0.0409765721680399,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,yellow,0.6740007420663661,0.6418451954864206,0.919361249895178,0.6151085749698224,0.6081372758858616,0.9131846567176608,0.982497553267354,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,PWR,0.0398847516947708,0.0,0.0,0.0398847516947708,replay_retained_holding,MARKET_LEADER,,Industrials,Construction & Engineering,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,yellow,0.226520522655139,0.4922356279065141,0.5412150605160113,0.1676283555585953,0.4585277083059551,0.5350384673384943,0.6043513638881872,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,R,0.0,0.0210194471086096,0.0210194471086096,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=early_scout; dominant_archetype_label=cyclical_recovery,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,SNDK,0.173179417725729,0.0,0.0,0.173179417725729,replay_retained_holding,MARKET_LEADER,,Information Technology,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.7781271170486506,0.8614299164176229,4.536444785143136,0.7192349499521069,0.8277219968170639,4.530268191965618,4.599581088515311,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,STM,0.112402487495283,0.032088271226452,0.032088271226452,0.112402487495283,replay_retained_holding,MARKET_LEADER,,Semiconductors,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,yellow,0.6233621470688411,0.9412814780683044,1.206226363850475,0.5644699799722974,0.9075735584677456,1.200049770672958,1.269362667222651,missing_or_neutral,missing_or_neutral,positive_evidence,,0.0,0.0,early_relaxed,False,True,unknown_pit_available_from,unlabeled_or_proxy_source:adr_whitelist
main,TER,0.0144745391382608,0.0,0.0,0.0144745391382608,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.10570621727283,0.3840795487015433,0.8809684489602632,0.0468140501762863,0.3503716291009844,0.8747918557827461,0.9441047523324392,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,rejected,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,TKR,0.0,0.0425159914979961,0.0425159914979961,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,UMC,0.0,0.0460288646998719,0.0460288646998719,0.0,new_target_candidate,,,Semiconductors,,,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,VRT,0.0,0.08,0.08,0.0,new_target_candidate,,,Industrials,,,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,review-only operating output; human approval required,,,,,,,,,missing_or_neutral,missing_or_neutral,missing_or_neutral,,,,,True,False,missing_selected_latest_row,unknown_membership_pit
main,WDC,0.1235251667038092,0.0,0.0,0.1235251667038092,replay_retained_holding,MARKET_LEADER,,Information Technology,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|main_ai_capex_momentum_tilt|hold_forward_to_latest_close,vnext_score_and_risk_intact,yellow,0.5893724528246296,0.6959060964333066,2.0866318226907734,0.5304802857280859,0.6621981768327476,2.080455229513256,2.1497681260629493,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,rejected,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
