portfolio_kind,ticker,entry_date,entry_signal_date,entry_reason,quantity_open,entry_price,entry_value_usd,entry_fee_unrealized_usd,entry_target_weight,fill_mode,entry_regime_state,entry_sleeve,entry_signal_breakdown,entry_name,entry_sector,entry_industry_group,entry_source_universe,entry_score,entry_raw_score,entry_sleeve_role,entry_selection_path,entry_candidate_gate_label,entry_candidate_minimum_pass,entry_defensive_rotation_action,entry_monster_early_score,entry_stale_mega_leader_score,entry_stale_leader_reason,entry_risk_entry_block_score,entry_theme_phase,entry_theme_horizon,entry_theme_holding_profile,entry_theme_short_cycle_flag,entry_theme_structural_growth,entry_style_regime,entry_regime_state_score,entry_rs_acceleration_score,entry_h6_dynamic_leader_score,entry_explosion_entry_score,entry_explosion_exit_score,entry_explosion_net_score,entry_quality_score,entry_concentrated_score,entry_selection_confirmation_score,entry_ml_technical_agreement_score,entry_trend_template_full,entry_breakout_setup_quality_score,entry_volatility_contraction_score,entry_oneil_leadership_score,entry_industry_group_strength_score,entry_future_winner_scout_score,entry_profitability_inflection_score,entry_market_cap_live,entry_mktcap,entry_dollar_vol_20d,entry_current_price_live,entry_px
main,PR,2026-03-02,2026-02-27,target_rebalance,443.0,18.6336612701416,8254.71194267273,20.636779856681823,0.0288,next_close,neutral,early_scout,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.6373923692587553, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 1.05}",PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,3.3558771416342186,3.3558771416342186,,,early_relaxed,True,neutral,0.5683397671777295,0.0,,0.325,,commodity_cycle,tactical_cycle,1.0,0.25,quality_compounder,0.0,0.6373923692587553,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.6799052498783656,0.0068150351081988,0.2978430299515209,0.9410126247980036,1.5659953276101066,0.7741945169610787,,12764928462.757576,209129006.91200256,,18.13782119750977
main,PR,2026-05-14,2026-05-14,target_rebalance,207.0,20.270000457763672,4195.89009475708,10.4897252368927,0.04,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,FTI,2026-03-02,2026-02-27,target_rebalance,187.0,67.44703674316406,12612.59587097168,31.5314896774292,0.0441249328424646,next_close,neutral,future_winner,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": -2.057152044879116, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}",TECHNIPFMC PLC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,2.6669022299359275,2.6669022299359275,,,future_relaxed,True,block_fragile_entry,0.5630615523243345,0.0,,0.4583333333333333,,commodity_cycle,tactical_cycle,1.0,0.25,quality_compounder,0.0,-2.057152044879116,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.6666497184426025,0.0785195501525729,0.7446075748788024,0.9410126247980036,1.5371208066876956,0.6193634861406964,,28027119232.17773,264722976.9623375,,66.25796508789062
main,FTI,2026-05-14,2026-05-14,target_rebalance,102.0,72.94000244140625,7439.8802490234375,18.599700622558597,0.0641027558971163,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,FIX,2026-05-14,2026-05-14,target_rebalance,10.0,2043.239990234375,20432.39990234375,51.080999755859374,0.0644863349510747,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,HPE,2026-05-14,2026-05-14,target_rebalance,393.0,33.53499984741211,13179.254940032959,32.9481373500824,0.04,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,MRVL,2026-05-14,2026-05-14,target_rebalance,119.0,184.6132049560547,21968.971389770508,54.92242847442627,0.0670388228693628,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,NXPI,2026-05-14,2026-05-14,target_rebalance,44.0,293.8612060546875,12929.89306640625,32.32473266601563,0.04,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,TKR,2026-05-14,2026-05-14,target_rebalance,112.0,117.0,13104.0,32.76,0.04,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,UMC,2026-05-14,2026-05-14,target_rebalance,1214.0,17.299999237060547,21002.199073791504,52.50549768447876,0.0637547476940472,next_close,unknown,unknown,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
