portfolio,subset,group_field,group_value,observations,completed_63d_count,completed_126d_count,avg_63d_excess_spy,avg_126d_excess_spy,positive_126d_count,positive_rate_126d_excess_spy,max_126d_excess_spy,min_126d_excess_spy,used_forward_return_in_ranking,segment_review_candidate,policy_eligible
main,skill_signal,candidate_industry_group,Diagnostics & Research,11,11,11,0.0143187385614172,0.0547113849040467,4,0.3636363636363636,1.221042060667889,-0.3071012307548022,False,False,False
concentrated,high_signal,candidate_sector,Communication,11,11,10,-0.0154340043130716,0.0322672459336494,5,0.5,0.6689501537356379,-0.4921563872254161,False,False,False
main,high_signal,candidate_industry_group,Software - Infrastructure,11,11,11,0.0636307285232881,0.0002995778443151,6,0.5454545454545454,0.2712164719997538,-0.4091673566355371,False,False,False
main,high_signal,candidate_market_style_regime_label,breakout_growth,11,4,4,-0.0380654407127394,-0.0153060703620304,1,0.25,0.0109877748937945,-0.0334884516098035,False,False,False
main,skill_signal,candidate_industry_group,Medical Devices,11,11,11,-0.0009659395488287,-0.0474433552627321,4,0.3636363636363636,0.4290216812216079,-0.3806998177547115,False,False,False
main,all_drops,candidate_industry_group,Hotels Restaurants & Leisure,11,11,11,-0.0060710969924172,-0.0661811402671649,2,0.1818181818181818,0.5175351408517477,-0.4006321616736563,False,False,False
main,skill_signal,candidate_industry_group,Communication Equipment,11,10,9,-0.0195991645851916,-0.0755829996598111,3,0.3333333333333333,0.2259698976772475,-0.3104058660037937,False,False,False
main,all_drops,candidate_industry_group,Food Beverage & Tobacco,11,11,11,-0.0113757724558719,-0.0919396420768945,2,0.1818181818181818,0.41207336172177,-0.7422685768708168,False,False,False
concentrated,skill_signal,candidate_industry_group,Tech Hardware & Storage,11,10,9,0.0494575204454177,-0.0974594384814423,3,0.3333333333333333,0.9185444687953686,-0.6226945612197143,False,False,False
concentrated,all_drops,candidate_industry_group,Aerospace & Defense,11,11,11,-0.0350834577291268,-0.1207443001537277,3,0.2727272727272727,0.2607951657899525,-0.5054012671349678,False,False,False
concentrated,all_drops,candidate_sector,Energy,10,8,7,-0.0124541435605579,0.0431306998079965,4,0.5714285714285714,0.3883140060356546,-0.1783507683385952,False,False,False
concentrated,all_drops,candidate_industry_group,Oil Gas & Consumable Fuels,10,8,7,-0.0124541435605579,0.0431306998079965,4,0.5714285714285714,0.3883140060356546,-0.1783507683385952,False,False,False
concentrated,all_drops,candidate_industry_group,Software - Infrastructure,10,10,10,0.0120013358438778,-0.0375335568468751,4,0.4,0.7797852400707592,-0.5800502663175372,False,False,False
concentrated,skill_signal,candidate_industry_group,Software - Infrastructure,10,10,10,0.0120013358438778,-0.0375335568468751,4,0.4,0.7797852400707592,-0.5800502663175372,False,False,False
concentrated,skill_signal,candidate_industry_group,Aerospace & Defense,10,10,10,-0.010704661326858,-0.0843724217766147,3,0.3,0.2607951657899525,-0.5054012671349678,False,False,False
main,skill_signal,candidate_industry_group,Auto Manufacturers & Parts,10,10,10,-0.0255314071618783,-0.1127051015247922,3,0.3,0.0697837551487365,-0.5005026810419825,False,False,False
main,all_drops,candidate_industry_group,Metals & Mining,9,8,8,0.0003006505735187,0.070550431172789,3,0.375,0.4752939180464501,-0.2442908154839177,False,False,False
main,all_drops,candidate_sector,Real Estate,9,9,9,-0.0300052290182971,0.0234471792013771,4,0.4444444444444444,0.5661121344715665,-0.4240510477589303,False,False,False
concentrated,all_drops,candidate_sector,Materials,9,9,9,-0.0525798710957159,-0.0422524702295036,3,0.3333333333333333,0.1771586899092734,-0.2526741856089748,False,False,False
concentrated,all_drops,candidate_industry_group,Communication Equipment,9,7,5,0.1108071792541042,-0.0799995340231384,2,0.4,0.0236821402555571,-0.2080905764244591,False,False,False
concentrated,skill_signal,candidate_industry_group,Communication Equipment,9,7,5,0.1108071792541042,-0.0799995340231384,2,0.4,0.0236821402555571,-0.2080905764244591,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,turnaround_accumulation,9,9,9,0.0114382703561225,-0.0816609000452926,1,0.1111111111111111,0.2130756183634894,-0.2175717970943173,False,False,False
main,all_drops,candidate_industry_group,Transportation & Logistics,9,9,9,-0.0389070703450145,-0.123709877810192,1,0.1111111111111111,0.068439044445113,-0.2766930650502502,False,False,False
concentrated,all_drops,candidate_sector,Internet,8,8,8,0.0006371117338479,0.1783988133269547,6,0.75,0.8783770971759708,-0.6549573388079496,False,False,False
main,skill_signal,candidate_sector,Utilities,8,8,8,0.1113399760542113,0.1522750912434511,6,0.75,0.472556747924189,-0.1948501803418519,False,False,False
main,skill_signal,candidate_industry_group,Utilities,8,8,8,0.1113399760542113,0.1522750912434511,6,0.75,0.472556747924189,-0.1948501803418519,False,False,False
concentrated,skill_signal,candidate_sector,Energy,8,7,6,0.0164502719470714,0.0473482492825603,3,0.5,0.3883140060356546,-0.1783507683385952,False,False,False
concentrated,skill_signal,candidate_industry_group,Oil Gas & Consumable Fuels,8,7,6,0.0164502719470714,0.0473482492825603,3,0.5,0.3883140060356546,-0.1783507683385952,False,False,False
concentrated,all_drops,candidate_industry_group,Specialty Retail,8,8,8,0.0188694991667678,0.0210007910016548,4,0.5,0.2362365642382636,-0.2105249147263364,False,False,False
concentrated,skill_signal,candidate_industry_group,Specialty Retail,8,8,8,0.0188694991667678,0.0210007910016548,4,0.5,0.2362365642382636,-0.2105249147263364,False,False,False
concentrated,high_signal,candidate_regime_state,bear,8,8,8,-0.0033973469515318,0.016751295288256,4,0.5,0.2513583527271897,-0.2683136673285718,False,False,False
main,skill_signal,candidate_industry_group,Metals & Mining,8,7,7,-0.0190229127353726,0.0127299330479803,2,0.2857142857142857,0.3371524530576295,-0.2442908154839177,False,False,False
main,high_signal,candidate_industry_group,Consumer Finance,8,8,8,-0.008527271432346,0.0013487019208295,4,0.5,0.1115409813056178,-0.2158984387556857,False,False,False
concentrated,all_drops,candidate_industry_group,Medical Devices,8,8,8,-0.0112529381490166,-0.0090188988286092,2,0.25,0.4290216812216079,-0.280746379742287,False,False,False
concentrated,skill_signal,candidate_industry_group,Medical Devices,8,8,8,-0.0112529381490166,-0.0090188988286092,2,0.25,0.4290216812216079,-0.280746379742287,False,False,False
concentrated,high_signal,candidate_sector,Financials,8,8,8,0.0106874895791419,-0.0277632081176145,3,0.375,0.1939786277195765,-0.200888312097674,False,False,False
main,skill_signal,candidate_sector,Internet,8,8,8,0.0570174644519013,-0.0302966945891474,4,0.5,0.6566022084074208,-0.6549573388079496,False,False,False
main,high_signal,candidate_industry_group,Tech Hardware & Storage,8,8,7,-0.0755568951253056,-0.0482977144430047,2,0.2857142857142857,0.3945365984981748,-0.3427667302164456,False,False,False
concentrated,all_drops,candidate_industry_group,Capital Markets,8,8,8,-0.0449678144612569,-0.0783683977501984,3,0.375,0.1939786277195765,-0.7778869842893781,False,False,False
concentrated,skill_signal,candidate_industry_group,Capital Markets,8,8,8,-0.0449678144612569,-0.0783683977501984,3,0.375,0.1939786277195765,-0.7778869842893781,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,turnaround_accumulation,8,8,8,0.0087189293458459,-0.1185029648463903,0,0.0,-0.0136837944338283,-0.2175717970943173,False,False,False
main,skill_signal,candidate_industry_group,Transportation & Logistics,8,8,8,-0.0728337334720447,-0.1185063550465864,1,0.125,0.068439044445113,-0.2766930650502502,False,False,False
main,high_signal,candidate_market_style_regime_label,turnaround_accumulation,8,8,8,-0.0551489595132446,-0.1254266246894931,1,0.125,0.0684835350698289,-0.4271140924234069,False,False,False
main,high_signal,candidate_sector,Communication,8,8,6,-0.0666309780663052,-0.1752821718652687,1,0.1666666666666666,0.0017656340855518,-0.6457466435586163,False,False,False
concentrated,high_signal,candidate_industry_group,Biotechnology,7,7,6,0.0179779821681228,0.2981323236920662,3,0.5,1.2650247339003775,-0.6079479609204088,False,False,False
concentrated,all_drops,candidate_industry_group,Auto Manufacturers & Parts,7,7,7,0.166892604015313,0.1914948755876821,3,0.4285714285714285,1.768607889158493,-0.2809163184498399,False,False,False
concentrated,skill_signal,candidate_industry_group,Auto Manufacturers & Parts,7,7,7,0.166892604015313,0.1914948755876821,3,0.4285714285714285,1.768607889158493,-0.2809163184498399,False,False,False
main,all_drops,candidate_industry_group,Commercial Services,7,7,7,0.105671369656834,0.1034850485468517,5,0.7142857142857143,0.463880987859135,-0.029981038845348,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,cash_defense,7,7,7,0.0750178790604087,0.070260069422998,3,0.4285714285714285,0.6260772597107902,-0.2683136673285718,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,cash_defense,7,7,7,0.0750178790604087,0.070260069422998,3,0.4285714285714285,0.6260772597107902,-0.2683136673285718,False,False,False
concentrated,all_drops,candidate_sector,Consumer Staples,7,7,6,0.0136894364071449,0.0465556526097611,4,0.6666666666666666,0.4313844099381635,-0.5377933275730322,False,False,False
main,high_signal,candidate_industry_group,Other,7,7,7,0.0077814297843669,0.0033658400739955,4,0.5714285714285714,0.3940652662375661,-0.6457466435586163,False,False,False
main,high_signal,candidate_industry_group,Specialty Retail,7,7,7,-0.0951280739625878,-0.0081703530034335,3,0.4285714285714285,0.2362365642382636,-0.3364243966269951,False,False,False
main,high_signal,candidate_industry_group,Construction & Engineering,7,5,5,-0.0413089824611515,-0.0552833689682122,2,0.4,0.1481718268309209,-0.235997582738062,False,False,False
main,skill_signal,candidate_industry_group,Hotels Restaurants & Leisure,7,7,7,-0.0785703763323462,-0.0932641928659915,1,0.1428571428571428,0.4858933954497539,-0.4006321616736563,False,False,False
concentrated,high_signal,candidate_industry_group,Software - Infrastructure,7,7,7,-0.0066556884725803,-0.0941120793642611,3,0.4285714285714285,0.2651622324496379,-0.5800502663175372,False,False,False
main,all_drops,candidate_industry_group,Apparel & Luxury,7,7,7,-0.0223905141043975,-0.1231895016229806,2,0.2857142857142857,0.3761173826884261,-0.527705914699482,False,False,False
main,skill_signal,candidate_industry_group,Food Beverage & Tobacco,7,7,7,-0.0918016987391516,-0.1815446081703338,0,0.0,-0.0001767583283753,-0.7422685768708168,False,False,False
main,skill_signal,candidate_market_style_regime_label,cash_defense,6,6,6,0.0938216543899549,0.227984939870325,5,0.8333333333333334,0.6260772597107902,-0.1163411726610472,False,False,False
concentrated,all_drops,candidate_industry_group,Capital Goods - Machinery,6,5,5,-0.0803185243789089,0.1828829314671488,5,1.0,0.3767388930480126,0.0385517628286733,False,False,False
concentrated,high_signal,candidate_industry_group,Tech Hardware & Storage,6,5,4,0.1853860977095482,0.0505275452472766,2,0.5,0.9185444687953686,-0.6226945612197143,False,False,False
concentrated,skill_signal,candidate_sector,Consumer Staples,6,6,5,0.0111851770487388,0.0119838156111462,3,0.6,0.4313844099381635,-0.5377933275730322,False,False,False
main,all_drops,candidate_industry_group,Banks - Regional,6,6,6,-0.0308273267840798,0.0113079665331667,3,0.5,0.0977132003724927,-0.0849047077268378,False,False,False
main,skill_signal,candidate_industry_group,Banks - Regional,6,6,6,-0.0308273267840798,0.0113079665331667,3,0.5,0.0977132003724927,-0.0849047077268378,False,False,False
concentrated,skill_signal,candidate_sector,Internet,6,6,6,-0.0167359556881109,-0.0109330078421373,4,0.6666666666666666,0.2543906640989706,-0.6549573388079496,False,False,False
concentrated,all_drops,candidate_industry_group,Transportation & Logistics,6,6,6,-0.0025736185946543,-0.0376174481744478,2,0.3333333333333333,0.16845602409958,-0.2205851116228985,False,False,False
concentrated,skill_signal,candidate_industry_group,Transportation & Logistics,6,6,6,-0.0025736185946543,-0.0376174481744478,2,0.3333333333333333,0.16845602409958,-0.2205851116228985,False,False,False
main,high_signal,candidate_sector,Internet,6,6,6,0.0546132108061739,-0.0411925430882358,3,0.5,0.6566022084074208,-0.6549573388079496,False,False,False
concentrated,skill_signal,candidate_sector,Materials,6,6,6,-0.097411936670609,-0.0422517846485736,2,0.3333333333333333,0.1771586899092734,-0.2526741856089748,False,False,False
main,high_signal,candidate_industry_group,Diagnostics & Research,6,6,6,-0.0280231549980429,-0.1147166486167693,2,0.3333333333333333,0.1192907409725548,-0.3071012307548022,False,False,False
main,all_drops,candidate_regime_state,deep_bear,5,5,5,0.3437389879383251,0.394594901390309,5,1.0,0.6260772597107902,0.1115409813056178,False,False,False
concentrated,all_drops,candidate_sector,Utilities,5,5,5,0.0555153931047756,0.1075763197792595,3,0.6,0.5248015878910532,-0.2303556582014149,False,False,False
concentrated,all_drops,candidate_industry_group,Utilities,5,5,5,0.0555153931047756,0.1075763197792595,3,0.6,0.5248015878910532,-0.2303556582014149,False,False,False
main,all_drops,candidate_regime_state,strong_bull,5,5,5,-0.0458815818017484,0.090509874432396,2,0.4,0.6299867725287907,-0.2107973412080918,False,False,False
main,skill_signal,candidate_regime_state,strong_bull,5,5,5,-0.0458815818017484,0.090509874432396,2,0.4,0.6299867725287907,-0.2107973412080918,False,False,False
main,skill_signal,candidate_industry_group,Commercial Services,5,5,5,-0.0167498650040783,0.0343863776179977,3,0.6,0.1402334256101347,-0.029981038845348,False,False,False
main,all_drops,candidate_industry_group,Equity REITs,5,5,5,-0.0352704844559989,-0.0143228368660957,2,0.4,0.1556432863742333,-0.1732441221587259,False,False,False
main,skill_signal,candidate_sector,Real Estate,5,5,5,-0.0352704844559989,-0.0143228368660957,2,0.4,0.1556432863742333,-0.1732441221587259,False,False,False
main,skill_signal,candidate_industry_group,Equity REITs,5,5,5,-0.0352704844559989,-0.0143228368660957,2,0.4,0.1556432863742333,-0.1732441221587259,False,False,False
concentrated,all_drops,candidate_industry_group,Diagnostics & Research,5,5,5,-0.0495482634954802,-0.1032938207820388,2,0.4,0.143136247083915,-0.3071012307548022,False,False,False
main,high_signal,candidate_industry_group,Capital Markets,5,5,5,-0.0976481035695997,-0.118278204307704,1,0.2,0.0679894924140229,-0.2669963949536377,False,False,False
main,high_signal,candidate_sector,Consumer Staples,5,4,4,-0.1727624974172801,-0.164859458127006,1,0.25,0.1184360447198317,-0.7422685768708168,False,False,False
main,skill_signal,candidate_industry_group,Apparel & Luxury,5,5,5,0.0069130849195436,-0.2024679126946572,1,0.2,0.3761173826884261,-0.527705914699482,False,False,False
concentrated,high_signal,candidate_industry_group,Auto Manufacturers & Parts,4,4,4,0.266528053635128,0.4435155053242207,2,0.5,1.768607889158493,-0.2287940100144795,False,False,False
concentrated,high_signal,candidate_sector,Utilities,4,4,4,0.0243600244773542,0.0866316237856236,2,0.5,0.5248015878910532,-0.2303556582014149,False,False,False
concentrated,high_signal,candidate_industry_group,Utilities,4,4,4,0.0243600244773542,0.0866316237856236,2,0.5,0.5248015878910532,-0.2303556582014149,False,False,False
concentrated,high_signal,candidate_industry_group,Capital Markets,4,4,4,0.0316692254653644,0.0093793369956919,2,0.5,0.1939786277195765,-0.1173602373199103,False,False,False
concentrated,high_signal,candidate_sector,Internet,4,4,4,-0.0129433687112939,-0.1062881672848726,2,0.5,0.2543906640989706,-0.6549573388079496,False,False,False
concentrated,high_signal,candidate_industry_group,Diagnostics & Research,4,4,4,-0.0570466195145082,-0.1649013377485273,1,0.25,0.0265531830997063,-0.3071012307548022,False,False,False
main,high_signal,candidate_industry_group,Transportation & Logistics,4,4,4,-0.1074052212709726,-0.1792967159999369,0,0.0,-0.0750172362432427,-0.2766930650502502,False,False,False
main,high_signal,candidate_industry_group,Biotechnology,4,4,4,-0.1827863663137234,-0.2333012704020623,0,0.0,-0.0002411333501617,-0.6237765510719779,False,False,False
main,high_signal,candidate_industry_group,Aerospace & Defense,3,3,3,-0.004095189272391,0.0093894123959733,1,0.3333333333333333,0.3060066981375784,-0.248059720902793,False,False,False
concentrated,high_signal,candidate_industry_group,Aerospace & Defense,3,3,3,0.034270076727106,-0.0209988201658992,1,0.3333333333333333,0.2607951657899525,-0.2139408533651905,False,False,False
concentrated,high_signal,candidate_market_style_regime_label,cash_defense,3,3,3,0.0497872125443674,-0.0214647810513171,1,0.3333333333333333,0.2513583527271897,-0.2683136673285718,False,False,False
concentrated,high_signal,candidate_industry_group,Transportation & Logistics,3,3,3,-0.026940440322513,-0.042382107922187,1,0.3333333333333333,0.16845602409958,-0.2205851116228985,False,False,False
