rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8498490561735854,0.28,0.8498490561735854,0.72,0.1501509438264145,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0349353216551481,-0.0907328142149861,1.0284633664097504,bear,0.04736495438449591,0.1696495159263366,0.45280049759736446,0.6453811942759752,0.20400903513410756,0.0,0.0,0.271363629850486,cash_defense,bear,0.88,0.2129480613118815,0.8904215374241888,0.0,2,True,0.7313213228128082,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-03-31,2020-04-30,systemic_alert,0.25,0.5,0.25,0.0,0.1080573726363682,0.1264728435698935,0.1080573726363682,0.8735271564301064,0.8919426273636317,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0907328142149861,0.0,1.1998805297535775,deep_bear,0.1286915417919794,0.27255903658311587,0.4430520066909889,0.66,0.32477440940374397,0.0,0.0,0.2687345417607282,cash_defense,deep_bear,1.0,0.20326946741177124,0.897,0.0,2,True,0.7902173668529429,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2020-04-30,2020-05-29,balanced,0.25,0.45,0.3,0.0,0.0,0.0,0.0,1.0,1.0,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.3522967271043786,bear,0.20745773486866795,0.5365360122524535,0.21076197483845696,0.1883756345250864,0.7181887772831822,0.10262406051606392,0.15381954960355643,0.1002395943837129,turnaround_accumulation,bear,0.28,0.11927417385729033,0.08476903553628888,0.0,1,False,0.18677235057158037,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-05-29,2020-06-30,balanced,0.25,0.45,0.3,0.0,0.0027966468986065,0.0029728844253032,0.0027966468986065,0.9970271155746968,0.9972033531013934,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.4358441312624404,neutral,0.3669302031427514,0.4417643600512463,0.45459980224191204,0.09243481866494621,0.37731648297376846,0.18856009329721604,0.3514059008801465,0.15423654297185976,quality_compounder,neutral,0.0,0.1884518321951785,0.1215956683992258,0.0,0,False,0.07143209172863979,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-06-30,2020-07-31,balanced,0.25,0.45,0.3,0.0,0.0121820025338599,0.0133246041247847,0.0121820025338599,0.9866753958752154,0.98781799746614,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.567807192416711,bull,0.421381696348055,0.35925592638505993,0.4370153257991492,0.051567305912956884,0.18890131028198467,0.1255611102326466,0.25112222046529326,0.16177309285007185,balanced,bull,0.0,0.16167072588725992,0.0232052876608306,0.0,0,False,0.0450587390039811,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-07-31,2020-08-31,balanced,0.25,0.45,0.3,0.0,0.054129061627531,0.0,0.054129061627531,1.0,0.9458709383724688,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.7562992175311587,bull,0.33840739001010667,0.3788363054295081,0.3945387972445626,0.0281790603152322,0.39599307646039505,0.17809287095066223,0.32612976264104987,0.1903382760774328,balanced,bull,0.0,0.17275797344590216,0.01268057714185449,0.0,0,False,0.04572560878984644,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-08-31,2020-09-30,balanced,0.25,0.45,0.3,0.0,0.1687825390762901,0.0,0.1687825390762901,1.0,0.8312174609237097,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0228548019021764,1.7161593468335363,neutral,0.3732737807446328,0.3897997109161758,0.6260644362266927,0.059920427195368914,0.390278251209133,0.7053902727506929,0.8983439124195076,0.3001708774865576,quality_compounder,neutral,0.0,0.4742763001245814,0.106964192237916,0.0,1,False,0.13996191347872855,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-09-30,2020-10-30,balanced,0.25,0.45,0.3,0.0,0.1084865136795665,0.0,0.1084865136795665,1.0,0.8915134863204335,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0228548019021764,-0.0291437944092223,1.7051139942143525,neutral,0.16795443498544602,0.22157655927619485,0.5642824449888177,0.282778531162325,0.17154849534804034,0.0930714269593832,0.12834285456358477,0.17150101844724047,quality_compounder,neutral,0.0,0.177291059387641,0.20725033902304624,0.0,0,False,0.0857728326515195,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.3276634380388738,0.2799999999999999,0.3276634380388738,0.7200000000000001,0.672336561961126,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0291437944092223,0.0,1.836219588628609,neutral,0.140500065550713,0.27664160908715685,0.7006961230746019,0.5006181354225052,0.34942088356990636,0.4205675991676019,0.3080161602726932,0.4020494768973075,quality_compounder,neutral,0.45,0.3833649459117911,0.6552781609401273,0.0,3,True,0.5718968686659732,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-11-30,2020-12-31,growth_reentry_alert,0.25,0.45,0.3,0.0,0.045990001825398,0.0,0.045990001825398,1.0,0.954009998174602,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.9116195347012448,neutral,0.4005125028447497,0.3862089740491904,0.3478020277115007,0.004185757540534998,0.5267296629494014,0.0874208268607335,0.17484165372146707,0.1478059565505243,balanced,neutral,0.1,0.09159292162072533,0.001883590893240749,0.0,0,False,0.07327494858382949,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2020-12-31,2021-01-29,balanced,0.25,0.45,0.3,0.0,0.2361148774502582,0.0,0.2361148774502582,1.0,0.7638851225497417,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0185115450209016,1.8762325036217875,bull,0.284424363045129,0.2032940543620919,0.35052398898732406,0.06607566798740597,0.19248780718709066,0.0,0.0,0.16715531368124664,balanced,bull,0.0,0.07739741561502145,0.029734050594332685,0.0,0,False,0.0252961640226219,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.4903942574483594,0.2799999999999999,0.4903942574483594,0.7200000000000001,0.5096057425516406,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0185115450209016,0.0,1.958249866157264,neutral,0.21045916035724752,0.23663865508958346,0.6240394012202508,0.5230991589931415,0.5766570366919561,0.4100866534819196,0.31877935335289653,0.4627303640828363,quality_compounder,neutral,0.45,0.38394777133035074,0.6653946215469136,0.0,3,True,0.5740658671419704,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.4361358459744853,0.28,0.4361358459744853,0.72,0.5638641540255147,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0038043510834771,1.950799996157229,neutral,0.12482237894477352,0.25196788506824774,0.8266566003666486,0.49604177250868714,0.29366504616298084,0.75,0.6,0.5184557413957824,quality_compounder,neutral,0.45,0.5685329981645959,0.6532187976289091,0.0,3,True,0.6177770090669308,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-03-31,2021-04-30,growth_reentry_alert,0.25,0.45,0.3,0.0,0.2907903453914097,0.0,0.2907903453914097,1.0,0.7092096546085902,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0038043510834771,0.0,2.0311818686510463,bull,0.19928006286286518,0.27387725163554094,0.42953341666018713,0.025894252303426193,0.2287938014202369,0.556707474596938,0.23244624506938602,0.261995187318527,balanced,bull,0.0,0.2981999991753256,0.011652413536541787,0.0,0,False,0.07688048250113975,recovery,quality_compounder,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2021-04-30,2021-05-28,balanced,0.25,0.45,0.3,0.0,0.091467480736022,0.0,0.091467480736022,1.0,0.908532519263978,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,-0.0115761744580016,2.007668552983612,bull,0.3344586798424154,0.24698374163735787,0.4237270541991935,0.048539353220173706,0.19807314377845464,0.264663802045155,0.46490611185585784,0.22384123716358856,balanced,bull,0.0,0.25704916668362504,0.02184270894907817,0.0,0,False,0.0686308334607219,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-05-28,2021-06-30,balanced,0.25,0.45,0.3,0.0,0.1032059085108654,0.0,0.1032059085108654,1.0,0.8967940914891345,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0115761744580016,0.0,2.118249579009996,bull,0.22198901422473788,0.23081286264927353,0.41834347690656004,0.11543170382557,0.17999117322079483,0.25,0.39999999999999997,0.21994837202620404,balanced,bull,0.0,0.25407689784827536,0.0519442667215065,0.0,0,False,0.07390807780637014,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-06-30,2021-07-30,balanced,0.25,0.45,0.3,0.0,0.0656772531192641,0.0,0.0656772531192641,1.0,0.9343227468807358,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.2588530593450664,bull,0.3457217432934869,0.1888513571511845,0.3443367052871664,0.061200220330497206,0.14780544653753397,0.0651405483404735,0.1042248773447576,0.17025326067705548,balanced,bull,0.0,0.1218972915188507,0.027540099148723744,0.0,0,False,0.035982342709457424,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2021-07-30,2021-08-31,balanced,0.25,0.45,0.3,0.0,0.0662265783314749,0.0,0.0662265783314749,1.0,0.9337734216685252,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.3873968378870174,neutral,0.24773096792437818,0.27662523358473706,0.36798375806067846,0.11644188348545673,0.3742705010970523,0.0459905664974466,0.07358490639591461,0.17755677173556633,balanced,neutral,0.0,0.09988683216291629,0.05239884756845553,0.0,0,False,0.03545147755442018,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-08-31,2021-09-30,balanced,0.25,0.45,0.3,0.0,0.2479540273103157,0.0,0.2479540273103157,1.0,0.7520459726896842,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0569412533726913,2.25145546963973,bull,0.3141931205590747,0.2826529731282535,0.36162675253719495,0.0125287134173563,0.23426789436176737,0.1609039572759825,0.05650589499608421,0.1656096512415457,balanced,bull,0.0,0.12177324967761526,0.0056379210378103345,0.0,0,False,0.03157089662696588,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.3078515138497573,0.28,0.3078515138497573,0.72,0.6921484861502427,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0569412533726913,0.0,2.451489115093484,neutral,0.10251723627377539,0.24384331529022021,0.7531766969167454,0.5276639970748058,0.13941394948719904,0.4235483038638717,0.3070966077277435,0.3903500928073327,quality_compounder,neutral,0.49,0.40814523573241807,0.6674487986836626,0.0,3,True,0.600526068669837,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2021-10-29,2021-11-30,growth_reentry_alert,0.25,0.45,0.3,0.0,0.2554452945780957,0.0,0.2554452945780957,1.0,0.7445547054219042,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.4622992308464093,bull,0.35640073661032673,0.34006266947521946,0.3372015138703191,0.021309257874962708,0.2958913942948302,0.04916657013190011,0.016952226496754496,0.10906871213882971,balanced,bull,0.0,0.0646268709121964,0.009589166043733218,0.0,0,False,0.018074550936795743,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2021-11-30,2021-12-31,balanced,0.25,0.45,0.3,0.0,0.1862570509751852,0.0,0.1862570509751852,1.0,0.8137429490248148,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.51675866677469,neutral,0.1911835200439698,0.24629146735140298,0.6319556131385112,0.5009153658141362,0.25125032436244515,0.25,0.39999999999999997,0.33048892218252085,quality_compounder,neutral,0.0,0.34615582516308696,0.3054119146163613,0.0,0,False,0.147621339214044,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2021-12-31,2022-01-31,balanced,0.25,0.45,0.3,0.0,0.3284491518732381,0.0,0.3284491518732381,1.0,0.6715508481267618,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0480906158644229,2.395726192507371,bull,0.2504208313749934,0.33851680610427337,0.5431278344818916,0.0795389417860019,0.1146388923718756,0.4387391444697432,0.6135550837805789,0.18908087856094663,quality_compounder,bull,0.0,0.34659283492924087,0.11579252380370086,0.0,0,False,0.10980671349305039,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2022-01-31,2022-02-28,balanced,0.25,0.45,0.3,0.0,0.1407829868123843,0.0,0.1407829868123843,1.0,0.8592170131876156,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0480906158644229,-0.0572650207896354,2.3726364293993423,neutral,0.09173785141887648,0.34737297412609014,0.8442738557685877,0.52093755407247,0.18859366889129486,0.6787027418594269,0.6162426116369036,0.41810562631365966,quality_compounder,neutral,0.04,0.5458086140733054,0.3144218993326115,0.0,1,False,0.21933653338484865,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-02-28,2022-03-31,balanced,0.25,0.45,0.3,0.0,0.0632031764816312,0.0,0.0632031764816312,1.0,0.9367968235183688,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0572650207896354,-0.0185936053770066,2.46996304929552,bear,0.013095274112728598,0.3117340285038024,0.27435731076990316,0.40209837491502487,0.2023255866688569,0.1325441565825365,0.12146726497314365,0.3086497900179333,balanced,bear,0.32,0.23597377428909563,0.1809442687117612,0.0,1,False,0.25518229731462616,yellow,cash_defense,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-03-31,2022-04-29,growth_reentry_alert,0.25,0.45,0.3,0.0,0.6881987837184482,0.0,0.6881987837184482,1.0,0.3118012162815517,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0185936053770066,-0.0844882989393804,2.304122008177953,neutral,0.2617457986576288,0.42969432221387505,0.5230783768216799,0.051378275184187416,0.1579165887306646,0.6025568922889901,0.2720180051319888,0.2038973985843424,quality_compounder,neutral,0.25,0.3204341445937343,0.10312022383288434,0.0,0,False,0.22573258091501044,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2022-04-29,2022-05-31,risk_off_alert,0.25,0.45,0.3,0.0,0.1615923593380178,0.0708663284801718,0.1615923593380178,0.9291336715198282,0.8384076406619821,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0844882989393804,-0.0758805020060281,2.3257857557118045,bear,0.0,0.31650327696178315,0.5886259711919237,0.6298020121155643,0.13022715887918632,0.5957956782372494,0.23327308517959922,0.3442010332596874,cash_defense,bear,0.88,0.4571712136942263,0.8834109054520038,0.0,3,True,0.8509749845139574,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2022-05-31,2022-06-30,balanced,0.25,0.5,0.25,0.0,0.6702069936157937,0.0,0.6702069936157937,1.0,0.3297930063842063,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0758805020060281,-0.1351827932828165,2.17653620018135,bear,0.1869396614459179,0.4496398412662807,0.20144752936046692,0.1766270007605353,0.3324163366716286,0.0,0.0,0.0804164832487557,balanced,bear,0.43000000000000005,0.06816706313469534,0.07948215034224089,0.0,1,False,0.24793819585212204,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
