horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
YTD,completed,2026-01-02,2026-06-05,0.6591338188616858,2.3228019900713637,-0.11841491448255514,2.9189935611230595,0.4476115068300539,595124.0857327662,987390.4970583736,0.37070281814449413,0.1172577348052012,concentrated,portfolio
1Y,completed,2025-06-05,2026-06-05,2.2955510786336295,2.298244086951519,-0.13832349178944614,3.0447153615097666,0.42357785463653663,299613.1674183476,987390.4970583736,0.2675681400251686,0.1172577348052012,concentrated,portfolio
2Y,completed,2024-06-05,2026-06-05,3.046055411088326,1.0124439839876782,-0.22303661205848724,2.21422689964225,0.3447172924660892,244037.8088625289,987390.4970583736,0.3421128446976122,0.1172577348052012,concentrated,portfolio
FULL,completed,2019-06-03,2026-06-05,8.878052993710044,0.3866631343403979,-0.2725669999703043,1.3054127894269463,0.28497362359777134,99958.00768502711,987390.4970583736,0.44357320470609507,0.1172577348052012,concentrated,portfolio
1M,completed,2026-05-05,2026-06-05,0.019039153170012924,0.2488404343171422,-0.028990111930329077,1.7212118157738758,0.13055460159221322,723.77001953125,737.5499877929688,,,SPY,benchmark
3M,completed,2026-03-05,2026-06-05,0.08550328098330406,0.3850310211856882,-0.06988612563881236,2.23265004763824,0.1498092108450221,679.4544067382812,737.5499877929688,,,SPY,benchmark
6M,completed,2025-12-05,2026-06-05,0.08175645317646407,0.17082879598136258,-0.08884972579331007,1.275208695534349,0.13212496484169828,681.8078002929688,737.5499877929688,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-05,0.08254791100115644,0.20698002738578491,-0.08884972579331007,1.4375588365450491,0.13782750469738353,681.309326171875,737.5499877929688,,,SPY,benchmark
1Y,completed,2025-06-05,2026-06-05,0.2579124536364117,0.2581101626623057,-0.08884972579331007,1.9639613413196904,0.12108746880248841,586.3285522460938,737.5499877929688,,,SPY,benchmark
2Y,completed,2024-06-05,2026-06-05,0.4130207246221749,0.18884623449126292,-0.18755238717833633,1.1212402648414013,0.1675882996088552,521.9668579101562,737.5499877929688,,,SPY,benchmark
FULL,completed,2011-06-06,2026-06-05,6.459492009639792,0.1433747113544328,-0.3371729431743731,0.8672160423678745,0.17193937639577903,98.8740234375,737.5499877929688,,,SPY,benchmark
1M,completed,2026-05-05,2026-06-05,0.03440385662034595,0.48964545317311536,-0.055081989204983084,1.816273568102145,0.2280001963206819,681.6099853515625,705.0599975585938,,,QQQ,benchmark
3M,completed,2026-03-05,2026-06-05,0.15936523121610935,0.7987112880054372,-0.08199237300323758,2.883966603086268,0.2097859924096218,608.1431274414062,705.0599975585938,,,QQQ,benchmark
6M,completed,2025-12-05,2026-06-05,0.13010579654892118,0.27821242262681833,-0.11723572714706232,1.4315317627420177,0.18581978866158322,623.8884887695312,705.0599975585938,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-05,0.151404286858543,0.3970673180738462,-0.11723572714706232,1.8373887639074626,0.19266881915074238,612.347900390625,705.0599975585938,,,QQQ,benchmark
1Y,completed,2025-06-05,2026-06-05,0.350011996389747,0.35028952956832216,-0.11964367111609375,1.8925146481794035,0.16666710268450877,522.2620239257812,705.0599975585938,,,QQQ,benchmark
2Y,completed,2024-06-05,2026-06-05,0.5377717577601098,0.24025202367110188,-0.22768304800555927,1.1121360373318976,0.21547455128334972,458.49456787109375,705.0599975585938,,,QQQ,benchmark
FULL,completed,2011-06-06,2026-06-05,13.380177948696163,0.19452392171342714,-0.35118763171475864,0.9596797580708022,0.20829903822422324,49.029991149902344,705.0599975585938,,,QQQ,benchmark
