rebalance_date,era_bucket,feature,weight,direction,available
2019-12-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2019-12-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2019-12-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-01-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-01-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-01-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-01-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-01-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-02-28,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-02-28,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-02-28,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-02-28,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-02-28,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-03-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-03-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-03-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-03-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-03-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-04-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-04-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-04-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-04-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-04-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-05-29,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-05-29,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-05-29,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-05-29,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-05-29,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-06-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-06-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-06-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-06-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-06-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-07-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-07-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-07-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-07-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-07-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-08-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-08-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-08-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-08-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-08-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-09-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-09-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-09-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-09-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-09-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-10-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-10-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-10-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-10-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-10-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-11-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-11-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-11-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-11-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-11-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2020-12-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2020-12-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2020-12-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2020-12-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2020-12-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-01-29,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-01-29,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-01-29,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-01-29,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-01-29,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-02-26,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-02-26,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-02-26,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-02-26,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-02-26,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-03-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-03-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-03-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-03-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-03-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-04-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-04-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-04-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-04-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-04-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-05-28,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-05-28,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-05-28,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-05-28,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-05-28,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-06-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-06-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-06-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-06-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-06-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-07-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-07-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-07-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-07-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-07-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-08-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-08-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-08-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-08-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-08-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-09-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-09-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-09-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-09-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-09-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-10-29,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-10-29,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-10-29,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-10-29,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-10-29,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-11-30,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-11-30,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-11-30,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-11-30,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-11-30,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2021-12-31,2019_2021_pre_ai_bull,score,0.18,high_is_better,True
2021-12-31,2019_2021_pre_ai_bull,mom_12m,0.14,high_is_better,True
2021-12-31,2019_2021_pre_ai_bull,breakout_setup_quality_score,0.12,high_is_better,True
2021-12-31,2019_2021_pre_ai_bull,selection_confirmation_score,0.08,high_is_better,True
2021-12-31,2019_2021_pre_ai_bull,oneil_leadership_score,0.08,high_is_better,True
2022-01-31,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-01-31,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-01-31,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-01-31,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-01-31,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-01-31,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-02-28,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-02-28,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-02-28,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-02-28,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-02-28,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-02-28,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-03-31,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-03-31,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-03-31,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-03-31,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-03-31,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-03-31,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-04-29,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-04-29,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-04-29,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-04-29,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-04-29,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-04-29,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-05-31,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-05-31,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-05-31,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-05-31,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-05-31,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-05-31,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-06-30,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-06-30,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-06-30,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-06-30,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-06-30,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-06-30,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-07-29,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-07-29,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-07-29,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-07-29,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-07-29,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-07-29,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-08-31,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-08-31,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-08-31,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-08-31,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-08-31,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-08-31,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-09-30,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-09-30,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-09-30,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-09-30,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-09-30,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-09-30,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-10-31,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-10-31,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-10-31,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-10-31,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-10-31,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-10-31,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-11-30,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-11-30,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-11-30,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-11-30,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-11-30,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-11-30,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2022-12-30,2022_bear,price_above_ma200,0.14,high_is_better,True
2022-12-30,2022_bear,selection_confirmation_score,0.12,high_is_better,True
2022-12-30,2022_bear,evidence_fusion_score,0.1,high_is_better,True
2022-12-30,2022_bear,risk_penalty,-0.12,low_is_better,True
2022-12-30,2022_bear,atr14_pct,-0.1,low_is_better,True
2022-12-30,2022_bear,live_event_risk_score,-0.1,low_is_better,True
2023-01-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-01-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-01-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-01-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-01-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-02-28,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-02-28,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-02-28,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-02-28,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-02-28,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-03-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-03-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-03-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-03-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-03-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-04-28,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-04-28,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-04-28,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-04-28,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-04-28,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-05-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-05-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-05-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-05-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-05-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-06-30,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-06-30,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-06-30,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-06-30,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-06-30,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-07-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-07-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-07-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-07-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-07-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-08-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-08-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-08-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-08-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-08-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-09-29,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-09-29,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-09-29,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-09-29,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-09-29,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-10-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-10-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-10-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-10-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-10-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-11-30,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-11-30,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-11-30,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-11-30,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-11-30,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2023-12-29,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2023-12-29,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2023-12-29,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2023-12-29,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2023-12-29,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-01-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-01-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-01-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-01-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-01-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-02-29,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-02-29,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-02-29,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-02-29,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-02-29,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-03-28,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-03-28,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-03-28,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-03-28,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-03-28,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-04-30,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-04-30,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-04-30,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-04-30,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-04-30,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-05-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-05-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-05-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-05-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-05-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-06-28,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-06-28,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-06-28,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-06-28,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-06-28,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-07-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-07-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-07-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-07-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-07-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-08-30,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-08-30,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-08-30,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-08-30,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-08-30,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-09-30,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-09-30,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-09-30,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-09-30,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-09-30,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-10-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-10-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-10-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-10-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-10-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-11-29,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-11-29,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
